ID	adj.P.Val	P.Value	Gene.symbol	Gene.title	Gene.ID
7920664	0.09818979	1.00e-03	THBS3	thrombospondin 3	7059
8120271	0.0986329	1.01e-03			
8132743	0.0986329	1.02e-03	ABCA13	ATP binding cassette subfamily A member 13	154664
8067113	0.0986329	1.02e-03	ZNF217	zinc finger protein 217	7764
7940479	0.0986329	1.02e-03	TMEM216	transmembrane protein 216	51259
8031238	0.09864796	1.02e-03	LILRB4	leukocyte immunoglobulin like receptor B4	11006
8061416	0.09864796	1.03e-03	CST7	cystatin F	8530
8024532	0.09864796	1.03e-03	ZNF57	zinc finger protein 57	126295
8099850	0.10158541	1.07e-03	TMEM156	transmembrane protein 156	80008
7944401	0.10158541	1.07e-03	HMBS	hydroxymethylbilane synthase	3145
7962794	0.10158541	1.07e-03	ZNF641	zinc finger protein 641	121274
8029368	0.10158541	1.07e-03	ZNF284	zinc finger protein 284	342909
7967318	0.10168634	1.08e-03	HCAR2	hydroxycarboxylic acid receptor 2	338442
8026047	0.10168634	1.08e-03	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726
7911243	0.10212787	1.09e-03	OR2AK2	olfactory receptor family 2 subfamily AK member 2	391191
7987279	0.10212787	1.09e-03	GOLGA8DP///GOLGA8CP///GOLGA8B///GOLGA8A	golgin A8 family member D, pseudogene///golgin A8 family member C, pseudogene///golgin A8 family member B///golgin A8 family member A	100132979///729786///440270///23015
7980537	0.10212787	1.09e-03	STON2	stonin 2	85439
8133062	0.10301461	1.11e-03	ZNF273	zinc finger protein 273	10793
7896568	0.10301461	1.11e-03			
7894591	0.10301461	1.11e-03			
8147101	0.10301461	1.11e-03	E2F5	E2F transcription factor 5	1875
7895670	0.10314872	1.12e-03			
8041257	0.10345676	1.13e-03	SLC30A6	solute carrier family 30 member 6	55676
8140859	0.10345676	1.13e-03	MTERF1///MTERF1	mitochondrial transcription termination factor 1///mitochondrial transcription termination factor 1	7978///7978
8091186	0.10351102	1.13e-03			
8121884	0.10360785	1.14e-03			
8081953	0.10407019	1.14e-03	GTF2E1	general transcription factor IIE subunit 1	2960
8058552	0.10407337	1.15e-03	IDH1	isocitrate dehydrogenase (NADP(+)) 1, cytosolic	3417
8107375	0.10526186	1.16e-03	YTHDC2	YTH domain containing 2	64848
7910694	0.10595266	1.17e-03	EDARADD	EDAR associated death domain	128178
7933619	0.10654434	1.19e-03	SGMS1	sphingomyelin synthase 1	259230
7953135	0.10654434	1.20e-03	TULP3	tubby like protein 3	7289
8105067	0.10654434	1.20e-03	PTGER4	prostaglandin E receptor 4	5734
8039006	0.10654434	1.20e-03	ZNF320	zinc finger protein 320	162967
7989628	0.10654434	1.20e-03	CSNK1G1	casein kinase 1 gamma 1	53944
8081667	0.10654434	1.20e-03	SLC35A5	solute carrier family 35 member A5	55032
8085081	0.10654434	1.20e-03	CRBN	cereblon	51185
8001082	0.10700736	1.21e-03	SLC6A10PB///SLC6A10P///SLC6A8	solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8	653562///386757///6535
7912994	0.10700736	1.22e-03	IFFO2	intermediate filament family orphan 2	126917
8025601	0.10700736	1.22e-03	ICAM1	intercellular adhesion molecule 1	3383
8128409	0.10805454	1.23e-03	USP45	ubiquitin specific peptidase 45	85015
8122756	0.10845696	1.24e-03	PLEKHG1///PLEKHG1	pleckstrin homology and RhoGEF domain containing G1///pleckstrin homology and RhoGEF domain containing G1	57480///57480
8164833	0.10877707	1.25e-03	GBGT1///GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1///globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	26301///26301
8052845	0.10980095	1.27e-03	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	7072
7908351	0.10980095	1.27e-03	PLA2G4A	phospholipase A2 group IVA	5321
8172110	0.10980095	1.27e-03	CXorf38	chromosome X open reading frame 38	159013
8154217	0.10980095	1.27e-03			
8141872	0.10980095	1.28e-03	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D	222236
7980098	0.10981969	1.28e-03	ALDH6A1	aldehyde dehydrogenase 6 family member A1	4329
7908917	0.10981969	1.28e-03	BTG2	BTG anti-proliferation factor 2	7832
7995096	0.10993869	1.29e-03	ITGAM	integrin subunit alpha M	3684
8093336	0.10993869	1.29e-03	ABCA11P///ZNF141	ATP binding cassette subfamily A member 11, pseudogene///zinc finger protein 141	79963///7700
8145691	0.10993869	1.29e-03	UBXN8	UBX domain protein 8	7993
7927649	0.11043799	1.30e-03	CISD1	CDGSH iron sulfur domain 1	55847
7915261	0.11080368	1.31e-03	TRIT1	tRNA isopentenyltransferase 1	54802
7927926	0.11100659	1.32e-03	DDX50	DEAD-box helicase 50	79009
7947363	0.11115667	1.33e-03	WT1	Wilms tumor 1	7490
8036813	0.11115667	1.33e-03	ZNF780B	zinc finger protein 780B	163131
7994109	0.11115667	1.33e-03	PLK1	polo like kinase 1	5347
8036318	0.11115667	1.34e-03	ZNF566	zinc finger protein 566	84924
7933999	0.11115667	1.34e-03	RUFY2	RUN and FYVE domain containing 2	55680
7895462	0.11115667	1.34e-03			
8083447	0.11167751	1.35e-03	P2RY1	purinergic receptor P2Y1	5028
8091385	0.11167751	1.35e-03	CP	ceruloplasmin (ferroxidase)	1356
7930614	0.11224609	1.36e-03	NHLRC2///NHLRC2	NHL repeat containing 2///NHL repeat containing 2	374354///374354
8121118	0.11285355	1.38e-03	CASP8AP2	caspase 8 associated protein 2	9994
7950067	0.11285355	1.38e-03	DHCR7	7-dehydrocholesterol reductase	1717
8151788	0.11285355	1.39e-03	RBM12B	RNA binding motif protein 12B	389677
7933947	0.11285355	1.39e-03	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	26091
8006655	0.11285355	1.40e-03	DHRS11	dehydrogenase/reductase 11	79154
7940565	0.11285355	1.40e-03	FADS2	fatty acid desaturase 2	9415
7986687	0.11285355	1.40e-03	WHAMMP1///WHAMMP2///WHAMMP3///WHAMM	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 1///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3///WAS protein homolog associated with actin, golgi membranes and microtubules	100288615///440253///339005///123720
8034370	0.11285355	1.40e-03	ZNF563	zinc finger protein 563	147837
8155898	0.11285355	1.40e-03	PCSK5	proprotein convertase subtilisin/kexin type 5	5125
7895643	0.11285355	1.40e-03			
8140782	0.11303231	1.41e-03	ABCB1	ATP binding cassette subfamily B member 1	5243
7893434	0.11357396	1.42e-03			
8036503	0.11389964	1.43e-03	RASGRP4	RAS guanyl releasing protein 4	115727
8152988	0.11434449	1.44e-03	SLA	Src-like-adaptor	6503
7990511	0.11452792	1.44e-03	PTPN9	protein tyrosine phosphatase, non-receptor type 9	5780
8005110	0.11606741	1.46e-03	ZNF286B///ZNF286A	zinc finger protein 286B///zinc finger protein 286A	729288///57335
8014259	0.11626945	1.47e-03	SLFN14	schlafen family member 14	342618
7893832	0.11703633	1.48e-03			
8047538	0.11703633	1.49e-03	BMPR2	bone morphogenetic protein receptor type 2	659
8088247	0.11703633	1.49e-03	ARHGEF3	Rho guanine nucleotide exchange factor 3	50650
8041519	0.11719957	1.50e-03	RMDN2	regulator of microtubule dynamics 2	151393
7918008	0.11719957	1.51e-03	DBT	dihydrolipoamide branched chain transacylase E2	1629
8091972	0.11719957	1.51e-03	MECOM	MDS1 and EVI1 complex locus	2122
7986863	0.11719957	1.52e-03	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	8924
8113796	0.11719957	1.52e-03	C5orf63	chromosome 5 open reading frame 63	401207
8099912	0.11719957	1.52e-03	SMIM14	small integral membrane protein 14	201895
8127756	0.11719957	1.52e-03	LCA5	LCA5, lebercilin	167691
8053360	0.11719957	1.52e-03			
8151917	0.11719957	1.52e-03	MTERF3	mitochondrial transcription termination factor 3	51001
7903908	0.11719957	1.53e-03	CEPT1	choline/ethanolamine phosphotransferase 1	10390
8043945	0.11733783	1.53e-03	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	9448
8073007	0.11733814	1.54e-03	MAFF	MAF bZIP transcription factor F	23764
8112033	0.11733814	1.54e-03	ARL15	ADP ribosylation factor like GTPase 15	54622
8101701	0.11733814	1.55e-03	PPM1K///PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K///protein phosphatase, Mg2+/Mn2+ dependent 1K	152926///152926
8121525	0.11733814	1.55e-03	MFSD4B	major facilitator superfamily domain containing 4B	91749
8111255	0.11733814	1.56e-03	CDH10	cadherin 10	1008
8039010	0.11733814	1.56e-03	ZNF761///ZNF525///ZNF320///ZNF813///ZNF845///ZNF765///ZNF83///ZNF701///ZNF28	zinc finger protein 761///zinc finger protein 525///zinc finger protein 320///zinc finger protein 813///zinc finger protein 845///zinc finger protein 765///zinc finger protein 83///zinc finger protein 701///zinc finger protein 28	388561///170958///162967///126017///91664///91661///55769///55762///7576
7924119	0.11733814	1.57e-03	INTS7	integrator complex subunit 7	25896
7932530	0.11733814	1.57e-03	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	5305
7895383	0.11733814	1.57e-03			
8021015	0.11733814	1.57e-03	PIK3C3	phosphatidylinositol 3-kinase catalytic subunit type 3	5289
8029580	0.11899708	1.60e-03	RELB	RELB proto-oncogene, NF-kB subunit	5971
8030931	0.11899708	1.60e-03	ZNF528	zinc finger protein 528	84436
8176234	0.11917625	1.60e-03	CLIC2	chloride intracellular channel 2	1193
8100478	0.11961898	1.62e-03	AASDH	aminoadipate-semialdehyde dehydrogenase	132949
8124911	0.11961898	1.62e-03	HLA-C///HLA-B///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, B	3107///3106///3106
7996947	0.12077462	1.64e-03	CYB5B	cytochrome b5 type B	80777
8058927	0.12098808	1.64e-03	TMBIM1	transmembrane BAX inhibitor motif containing 1	64114
8002692	0.12098808	1.65e-03	ZFHX3	zinc finger homeobox 3	463
8098547	0.12118972	1.66e-03			
8095009	0.12118972	1.66e-03	DCUN1D4	defective in cullin neddylation 1 domain containing 4	23142
8145055	0.12216612	1.68e-03	BMP1	bone morphogenetic protein 1	649
7921228	0.12216612	1.68e-03	ETV3	ETS variant 3	2117
8092134	0.12220975	1.68e-03	PLD1	phospholipase D1	5337
7939374	0.12237578	1.69e-03			
7964834	0.12237578	1.69e-03	CPM	carboxypeptidase M	1368
8132097	0.1240742	1.72e-03	INMT-FAM188B///FAM188B	INMT-FAM188B readthrough (NMD candidate)///family with sequence similarity 188 member B	100526825///84182
7972180	0.1240742	1.73e-03	RNF219	ring finger protein 219	79596
8030831	0.1240742	1.73e-03	ZNF175	zinc finger protein 175	7728
7961900	0.12408457	1.73e-03	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	3709
8008588	0.12408457	1.73e-03	HLF	HLF, PAR bZIP transcription factor	3131
8126878	0.12467328	1.74e-03	RHAG	Rh-associated glycoprotein	6005
7980580	0.12477676	1.75e-03	GALC	galactosylceramidase	2581
7945942	0.12477676	1.75e-03			
8047443	0.12570131	1.77e-03	STRADB	STE20-related kinase adaptor beta	55437
7898337	0.12617768	1.79e-03	NECAP2	NECAP endocytosis associated 2	55707
7932094	0.12617768	1.79e-03	PHYH	phytanoyl-CoA 2-hydroxylase	5264
8140907	0.12617768	1.79e-03			
8008598	0.12620458	1.79e-03	PCTP	phosphatidylcholine transfer protein	58488
8082035	0.12633857	1.80e-03	CD86	CD86 molecule	942
7894956	0.12652138	1.81e-03			
7947332	0.12652138	1.81e-03	IMMP1L	inner mitochondrial membrane peptidase subunit 1	196294
7902541	0.12652138	1.81e-03	IFI44L	interferon induced protein 44 like	10964
7973084	0.12700702	1.82e-03	RNASE4///ANG	ribonuclease A family member 4///angiogenin	6038///283
7893365	0.1273167	1.83e-03			
7958331	0.12740609	1.84e-03	RIC8B	RIC8 guanine nucleotide exchange factor B	55188
8178498	0.12740609	1.85e-03	HLA-C///HLA-B///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, B	3107///3106///3106
8102730	0.12740609	1.86e-03	MFSD8	major facilitator superfamily domain containing 8	256471
8092095	0.12740609	1.86e-03	TNIK	TRAF2 and NCK interacting kinase	23043
8166723	0.12740609	1.86e-03	XK	X-linked Kx blood group	7504
8139966	0.12740609	1.87e-03	TRIM74///TRIM73///TRIM50	tripartite motif containing 74///tripartite motif containing 73///tripartite motif containing 50	378108///375593///135892
8084128	0.12740609	1.87e-03	TTC14	tetratricopeptide repeat domain 14	151613
7996341	0.12740609	1.87e-03	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	57546
7936408	0.12740609	1.87e-03	DCLRE1A	DNA cross-link repair 1A	9937
8079407	0.12740609	1.87e-03	CCRL2///CCRL2	C-C motif chemokine receptor like 2///C-C motif chemokine receptor like 2	9034///9034
8070665	0.12836938	1.89e-03	LOC102724428///SIK1	serine/threonine-protein kinase SIK1///salt inducible kinase 1	102724428///150094
8086494	0.12860668	1.90e-03	ZNF852	zinc finger protein 852	285346
8013431	0.12910056	1.91e-03	AKAP10	A-kinase anchoring protein 10	11216
8042161	0.12910056	1.91e-03	PEX13///PEX13	peroxisomal biogenesis factor 13///peroxisomal biogenesis factor 13	5194///5194
8058295	0.12912124	1.92e-03	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor	57679
8077376	0.12942926	1.92e-03	ITPR1	inositol 1,4,5-trisphosphate receptor type 1	3708
7978066	0.13008215	1.94e-03	AP1G2	adaptor related protein complex 1 gamma 2 subunit	8906
8066985	0.13008215	1.94e-03	FAM65C	family with sequence similarity 65 member C	140876
7929072	0.13008215	1.95e-03	IFIT5	interferon induced protein with tetratricopeptide repeats 5	24138
7982957	0.13008215	1.95e-03	MGA	MGA, MAX dimerization protein	23269
8178489	0.13008215	1.95e-03	HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A	3107///3106///3105///3106///3105
8132406	0.13015434	1.96e-03	RALA	RALA Ras like proto-oncogene A	5898
8036389	0.13015434	1.96e-03	ZNF585B	zinc finger protein 585B	92285
7955195	0.13015434	1.97e-03	TROAP	trophinin associated protein	10024
8100298	0.13015434	1.97e-03	OCIAD2	OCIA domain containing 2	132299
8154153	0.13015434	1.97e-03	CDC37L1	cell division cycle 37 like 1	55664
7923119	0.13020202	1.98e-03	ZBTB41	zinc finger and BTB domain containing 41	360023
8140356	0.13048535	1.99e-03	HIP1	huntingtin interacting protein 1	3092
8162236	0.13153473	2.01e-03	SEMA4D	semaphorin 4D	10507
7960702	0.13157035	2.01e-03	CDCA3	cell division cycle associated 3	83461
8124901	0.13157035	2.02e-03	HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A	3107///3106///3105///3106///3105
8114030	0.13157035	2.02e-03	KIF3A	kinesin family member 3A	11127
7892554	0.13192025	2.03e-03			
7965264	0.13192025	2.03e-03	CEP290	centrosomal protein 290	80184
8091118	0.13260906	2.05e-03			
8138789	0.13282897	2.06e-03	JAZF1	JAZF zinc finger 1	221895
7893730	0.13282897	2.06e-03			
8179313	0.13326822	2.07e-03	C6orf25	chromosome 6 open reading frame 25	80739
8079198	0.13357395	2.08e-03	ZNF660	zinc finger protein 660	285349
7988414	0.13385228	2.09e-03	GATM	glycine amidinotransferase	2628
7937079	0.13385228	2.09e-03	BNIP3	BCL2 interacting protein 3	664
8101304	0.13442753	2.10e-03	RASGEF1B	RasGEF domain family member 1B	153020
7916219	0.1345741	2.11e-03	COA7	cytochrome c oxidase assembly factor 7 (putative)	65260
8066214	0.1345741	2.11e-03	TGM2	transglutaminase 2	7052
8068788	0.1345741	2.12e-03	UBASH3A	ubiquitin associated and SH3 domain containing A	53347
8118249	0.1345741	2.12e-03	C6orf25	chromosome 6 open reading frame 25	80739
8088151	0.1345741	2.13e-03	ACTR8	ARP8 actin-related protein 8 homolog	93973
8133809	0.13470386	2.13e-03	RSBN1L	round spermatid basic protein 1 like	222194
8031632	0.13470386	2.14e-03	ZNF542P	zinc finger protein 542, pseudogene	147947
8034315	0.13470386	2.15e-03	ZNF823	zinc finger protein 823	55552
7982271	0.13470386	2.15e-03	GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8IP	golgin A8 family member M///golgin A8 family member K///golgin A8 family member T///golgin A8 family member J///golgin A8 family member I, pseudogene	653720///653125///653075///653073///283796
7893519	0.13470386	2.15e-03			
8169158	0.13526864	2.17e-03	CXorf57	chromosome X open reading frame 57	55086
8168359	0.13526864	2.17e-03	NHSL2	NHS like 2	340527
7994280	0.13623079	2.18e-03	IL4R	interleukin 4 receptor	3566
8100984	0.13754698	2.21e-03	CXCL3	C-X-C motif chemokine ligand 3	2921
7932765	0.13771238	2.22e-03	MPP7	membrane palmitoylated protein 7	143098
8168161	0.13808999	2.23e-03			
7896718	0.13824221	2.23e-03			
8030978	0.14061323	2.28e-03	ZNF845	zinc finger protein 845	91664
8171708	0.14081082	2.28e-03	CXorf23	chromosome X open reading frame 23	256643
8085571	0.14200043	2.31e-03	METTL6	methyltransferase like 6	131965
7982309	0.1420104	2.32e-03	FAN1	FANCD2/FANCI-associated nuclease 1	22909
8022118	0.1420104	2.32e-03	EPB41L3	erythrocyte membrane protein band 4.1 like 3	23136
8089000	0.14201195	2.32e-03	CGGBP1	CGG triplet repeat binding protein 1	8545
8100179	0.14201195	2.32e-03	NFXL1	nuclear transcription factor, X-box binding like 1	152518
8076113	0.14218314	2.33e-03	FAM227A	family with sequence similarity 227 member A	646851
8108301	0.14317278	2.36e-03	KIF20A	kinesin family member 20A	10112
8078386	0.14317278	2.36e-03	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	23171
8121277	0.14317278	2.36e-03	AIM1	absent in melanoma 1	202
8135688	0.14317278	2.37e-03	LSM8	LSM8 homolog, U6 small nuclear RNA associated	51691
7975121	0.14317278	2.37e-03	CHURC1-FNTB///FNTB	CHURC1-FNTB readthrough///farnesyltransferase, CAAX box, beta	100529261///2342
8179731	0.14317278	2.37e-03	HLA-C///HLA-B///HLA-C///HLA-B	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, C///major histocompatibility complex, class I, B	3107///3106///3107///3106
7945110	0.14421627	2.40e-03	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	6484
8128356	0.14524367	2.42e-03	FBXL4	F-box and leucine rich repeat protein 4	26235
8121588	0.14524367	2.42e-03	DSE	dermatan sulfate epimerase	29940
8108420	0.14535569	2.43e-03	SNORA74A	small nucleolar RNA, H/ACA box 74A	26821
8100798	0.14535569	2.43e-03	SULT1B1	sulfotransferase family 1B member 1	27284
8045816	0.1457666	2.44e-03	GPD2	glycerol-3-phosphate dehydrogenase 2	2820
7975779	0.14602	2.45e-03	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	2353
8102988	0.14602	2.46e-03	GYPE	glycophorin E (MNS blood group)	2996
8077353	0.14602	2.46e-03	TRNT1	tRNA nucleotidyl transferase 1	51095
7924760	0.14605767	2.47e-03	ITPKB	inositol-trisphosphate 3-kinase B	3707
7971922	0.14755289	2.50e-03	PCDH9	protocadherin 9	5101
8079796	0.14755289	2.50e-03	RNF123	ring finger protein 123	63891
8115476	0.14755289	2.50e-03	MED7	mediator complex subunit 7	9443
7901336	0.14851405	2.52e-03	STRADB	STE20-related kinase adaptor beta	55437
8106602	0.14984902	2.56e-03	ZFYVE16	zinc finger FYVE-type containing 16	9765
8046099	0.14984902	2.56e-03	NOSTRIN	nitric oxide synthase trafficking	115677
8125959	0.15008624	2.57e-03	SLC26A8	solute carrier family 26 member 8	116369
8100231	0.15008624	2.57e-03	TEC	tec protein tyrosine kinase	7006
8124574	0.15064211	2.58e-03	ZSCAN12	zinc finger and SCAN domain containing 12	9753
8070239	0.15114653	2.60e-03	HLCS	holocarboxylase synthetase	3141
7906767	0.15114653	2.61e-03	FCGR2C///FCGR2B	Fc fragment of IgG receptor IIc (gene/pseudogene)///Fc fragment of IgG receptor IIb	9103///2213
8013776	0.15114653	2.61e-03	FAM222B	family with sequence similarity 222 member B	55731
8047419	0.15114653	2.61e-03	CASP8	caspase 8	841
7945371	0.15154487	2.63e-03	IFITM3	interferon induced transmembrane protein 3	10410
8156060	0.15154487	2.63e-03	TLE4	transducin like enhancer of split 4	7091
7966343	0.15154487	2.63e-03			
7909661	0.15154487	2.64e-03	RPS6KC1	ribosomal protein S6 kinase C1	26750
8112476	0.15154487	2.64e-03	LOC441081	POM121 membrane glycoprotein (rat) pseudogene	441081
7933209	0.15189346	2.65e-03	C10orf25	chromosome 10 open reading frame 25	220979
7977452	0.15189346	2.65e-03	LINC01296	long intergenic non-protein coding RNA 1296	642477
