Gene Symbol Origin,Gene Symbol Target,Combined Score
PLEC,NCBP3,0.437
PLEC,PCNT,0.48
PLEC,CDK9,0.457
PLEC,SPTAN1,0.457
PLEC,GRB2,0.489
PLEC,CUL7,0.457
DDX54,LARP7,0.444
DDX54,RBM34,0.467
DDX54,DDX50,0.42
DDX54,NOL12,0.54
DDX54,DHX57,0.472
DDX54,IFI16,0.457
DDX54,OBSL1,0.457
PRKAG1,CCKBR,0.599
PRKAG1,PRKAB1,0.999
PRKAG1,ULK1,0.716
PRKAG1,PRKAA2,0.998
PRKAG1,CUTA,0.573
PRKAG1,PRKAR1A,0.54
PRKAG1,DCLRE1C,0.619
PRKAG1,ATG13,0.499
PRKAG1,STIM2,0.59
PRKAG1,PHKG2,0.582
PRKAG1,PRKAA1,0.988
PRKAG1,SESN1,0.499
PRKAG1,MCL1,0.554
PRKAG1,ATG101,0.499
PRKAG1,FNIP1,0.457
PRKAG1,SESN3,0.499
ZNRF2,YWHAQ,0.457
ZNRF2,UBE2D2,0.42
ZNRF2,UBE2D3,0.42
ZNRF2,ANKRD28,0.422
ZNRF2,UBE2D1,0.42
FOXJ1,RFX3,0.671
TRIM25,IRF3,0.499
TRIM25,PCNA,0.63
TRIM25,UBE2D2,0.474
TRIM25,SQSTM1,0.462
TRIM25,IFIH1,0.877
TRIM25,IKBKB,0.499
TRIM25,RFC3,0.499
TRIM25,DDX58,0.994
TRIM25,TAB2,0.466
TRIM25,POLI,0.499
TRIM25,RFC5,0.499
TRIM25,RFC1,0.499
TRIM25,CASP8,0.499
TRIM25,MAP3K1,0.499
TRIM25,TRAF3,0.513
TRIM25,RPA2,0.499
TRIM25,ATG5,0.499
TRIM25,IRF7,0.628
TRIM25,UBC,0.963
TRIM25,MTA1,0.457
TRIM25,PTEN,0.457
TRIM25,TBK1,0.499
TRIM25,MAVS,0.794
TRIM25,UBB,0.949
TRIM25,TRIM4,0.4
TRIM25,RNF135,0.583
TRIM25,USP10,0.424
TRIM25,IKBKE,0.499
TRIM25,CHUK,0.501
TRIM25,UBE2D1,0.474
TRIM25,IKBKG,0.499
TRIM25,UBA52,0.947
TRIM25,KLF5,0.457
TRIM25,ISG15,0.63
TRIM25,RFC4,0.499
TRIM25,SMCHD1,0.449
TRIM25,WARS1,0.499
TRIM25,ITCH,0.499
TRIM25,TRAF6,0.584
TRIM25,PITX2,0.539
TRIM25,G3BP1,0.652
TRIM25,UBE2D3,0.474
TRIM25,ATG12,0.499
TRIM25,G3BP2,0.483
TRIM25,PCBP2,0.499
TRIM25,POLH,0.499
FZD2,WNT7B,0.813
FZD2,ROR1,0.65
FZD2,WNT5B,0.656
FZD2,RYK,0.9
FZD2,ROR2,0.65
FZD2,DLG4,0.525
FZD2,GNG7,0.499
FZD2,GNB1,0.499
FZD2,WNT11,0.763
FZD2,GNG4,0.499
FZD2,GNG5,0.499
FZD2,GPC4,0.9
FZD2,GSK3B,0.499
FZD2,BAMBI,0.9
FZD2,DVL1,0.737
FZD2,GNG12,0.499
FZD2,VANGL2,0.493
FZD2,GNG10,0.499
FZD2,GNG2,0.499
TRPM8,USP10,0.591
PLXDC1,NRF1,0.457
SMARCE1,BCL11B,0.9
SMARCE1,SS18L1,0.78
SMARCE1,SS18L2,0.471
SMARCE1,SMARCD1,0.999
SMARCE1,SMARCA2,0.999
SMARCE1,KDM3B,0.65
SMARCE1,BCL7C,0.972
SMARCE1,PGR,0.555
SMARCE1,BCL7B,0.963
SMARCE1,TRIP12,0.466
SMARCE1,DPF1,0.952
SMARCE1,SMARCA4,0.999
SMARCE1,H2BC6,0.8
SMARCE1,HDAC1,0.422
SMARCE1,MYSM1,0.465
SMARCE1,BRD2,0.564
SMARCE1,SIN3A,0.449
SMARCE1,H4C5,0.8
SMARCE1,SMARCB1,0.999
SMARCE1,MDC1,0.42
SMARCE1,H2BC21,0.825
SMARCE1,CBFB,0.499
SMARCE1,ARID1B,0.995
SMARCE1,H4C8,0.8
SMARCE1,ESR1,0.75
SMARCE1,H3C1,0.8
SMARCE1,H4C11,0.8
SMARCE1,H4C9,0.8
SMARCE1,PBRM1,0.994
SMARCE1,SMARCC2,0.999
SMARCE1,DISC1,0.53
SMARCE1,SS18,0.972
SMARCE1,HDAC2,0.56
SMARCE1,GOLGA2,0.485
SMARCE1,ARID2,0.999
SMARCE1,CHD7,0.463
SMARCE1,H2BC8,0.817
SMARCE1,BCL7A,0.969
SMARCE1,H3C8,0.8
SMARCE1,KDM3A,0.65
SMARCE1,BCL11A,0.9
SMARCE1,CHD4,0.514
SMARCE1,H3C6,0.8
SMARCE1,DPF3,0.96
SMARCE1,PHF10,0.998
SMARCE1,BICRA,0.926
SMARCE1,H3-3A,0.8
SMARCE1,AR,0.457
SMARCE1,TP53BP1,0.42
SMARCE1,MECP2,0.481
SMARCE1,BRD7,0.997
SMARCE1,SMARCD2,0.996
SMARCE1,BRD9,0.938
SMARCE1,BRMS1,0.457
SMARCE1,NCOA1,0.659
SMARCE1,H2AC6,0.8
KIF15,KIF3A,0.72
KIF15,MKI67,0.483
KIF15,KIF5C,0.54
KIF15,NDEL1,0.54
KIF15,KIFC1,0.54
KIF15,KIF26B,0.54
KIF15,KIF26A,0.54
KIF15,DCTN4,0.499
KIF15,KIF16B,0.54
KIF15,KIFBP,0.971
KIF15,KIF21B,0.54
KIF15,KIFAP3,0.765
KIF15,KIF12,0.54
KIF15,KIF1A,0.54
KIF15,KIF18B,0.54
KIF15,KIF2C,0.54
KIF15,ACTR1A,0.499
KIF15,CAPZB,0.499
KIF15,DCTN2,0.543
KIF15,KIF21A,0.54
KIF15,KLC2,0.72
KIF15,KIF14,0.54
KIF15,KIF20A,0.54
KIF15,KIF7,0.54
KIF15,KIF9,0.54
KIF15,KIF13B,0.54
KIF15,CAPZA2,0.499
KIF15,NDE1,0.54
KIF15,KIF3B,0.72
KIF15,KIF20B,0.671
KIF15,KIF2A,0.54
KIF15,KLC1,0.54
KIF15,KIFC3,0.72
KIF15,DCTN1,0.499
ZNF48,RBM34,0.485
ZNF354C,HDAC6,0.702
CD151,ITGB1,0.743
CD151,ITGA6,0.806
CD151,PTGFRN,0.735
CD151,CD9,0.879
CD151,LAMB3,0.499
CD151,LAMA3,0.499
CD151,CTSB,0.511
CD151,EZR,0.459
CD151,GRAMD1C,0.621
PRPF31,INO80C,0.9
PRPF31,CWC27,0.9
PRPF31,DDX39B,0.72
PRPF31,SMU1,0.979
PRPF31,KMT2A,0.9
PRPF31,RACK1,0.591
PRPF31,ASH2L,0.54
PRPF31,LAS1L,0.9
PRPF31,SF3B1,0.994
PRPF31,SNRPN,0.866
PRPF31,XAB2,0.647
PRPF31,SF3A3,0.993
PRPF31,IK,0.979
PRPF31,KAT8,0.9
PRPF31,RBMX2,0.931
PRPF31,TAF1,0.9
PRPF31,RNF2,0.9
PRPF31,CARD14,0.487
PRPF31,NUFIP1,0.573
PRPF31,PRPF4,0.999
PRPF31,KANSL1,0.9
PRPF31,RUVBL2,0.9
PRPF31,SNRPG,0.994
PRPF31,SF3B5,0.985
PRPF31,PRPF8,0.999
PRPF31,LSM5,0.991
PRPF31,LSM2,0.991
PRPF31,TEX10,0.9
PRPF31,TAF6,0.9
PRPF31,SART3,0.582
PRPF31,WDR53,0.412
PRPF31,TAF9,0.9
PRPF31,PRPF4B,0.882
PRPF31,WDR5,0.912
PRPF31,CHD8,0.9
PRPF31,ASCC3,0.407
PRPF31,MAX,0.9
PRPF31,MEN1,0.54
PRPF31,SNRPE,0.994
PRPF31,PRPF18,0.562
PRPF31,CTNNBL1,0.576
PRPF31,SNRPD2,0.995
PRPF31,EFTUD2,0.997
PRPF31,SNU13,0.999
PRPF31,HNRNPH2,0.491
PRPF31,C17orf49,0.9
PRPF31,KMT2B,0.54
PRPF31,E2F6,0.9
PRPF31,RNF113A,0.9
PRPF31,SNRNP70,0.825
PRPF31,DPY30,0.54
PRPF31,DHX16,0.915
PRPF31,PHF20,0.9
PRPF31,CWC22,0.9
PRPF31,TRIM27,0.578
PRPF31,RBM4,0.487
PRPF31,MCRS1,0.9
PRPF31,WBP4,0.994
PRPF31,UBL5,0.8
PRPF31,SNRPB,0.993
POLR2L,GTF2A1,0.928
POLR2L,CDC73,0.867
POLR2L,GTF2E2,0.931
POLR2L,NELFE,0.658
POLR2L,TAF4B,0.499
POLR2L,SF3B1,0.499
POLR2L,MED29,0.852
POLR2L,H2AJ,0.572
POLR2L,TAF8,0.895
POLR2L,GTF2F2,0.947
POLR2L,CTDP1,0.6
POLR2L,INTS11,0.8
POLR2L,RPRD1A,0.751
POLR2L,POLR2K,0.999
POLR2L,RNGTT,0.698
POLR2L,TAF13,0.895
POLR2L,CUL4A,0.895
POLR2L,TCEA1,0.932
POLR2L,AGO1,0.499
POLR2L,UBA52,0.592
POLR2L,INTS4,0.8
POLR2L,ELOC,0.499
POLR2L,MED25,0.8
POLR2L,BRF1,0.661
POLR2L,H4C5,0.843
POLR2L,GTF3C6,0.499
POLR2L,INTS8,0.8
POLR2L,RPRD2,0.684
POLR2L,GTF3C1,0.499
POLR2L,NELFA,0.895
POLR2L,POLR2A,0.998
POLR2L,GTF2A2,0.931
POLR2L,UBB,0.499
POLR2L,WDR61,0.8
POLR2L,INTS5,0.944
POLR2L,TAF3,0.895
POLR2L,GTF2H5,0.895
POLR2L,WWP2,0.426
POLR2L,CDK9,0.499
POLR2L,GPN2,0.57
POLR2L,TAF2,0.895
POLR2L,H4C8,0.843
POLR2L,POLR2J2,0.793
POLR2L,CRCP,0.969
POLR2L,EAF1,0.658
POLR2L,H2BC12,0.547
POLR2L,GTF3A,0.499
POLR2L,GTF3C4,0.499
POLR2L,H4C11,0.843
POLR2L,TTF1,0.499
POLR2L,TAF11,0.895
POLR2L,H4C9,0.843
POLR2L,POLR1B,0.998
POLR2L,ESRP1,0.499
POLR2L,RNMT,0.499
POLR2L,POLR2B,0.999
POLR2L,GTF3C5,0.499
POLR2L,H2AC17,0.829
POLR2L,TAF6,0.895
POLR2L,MED19,0.886
POLR2L,MED23,0.8
POLR2L,CUL4B,0.499
POLR2L,NCBP1,0.499
POLR2L,UVSSA,0.8
POLR2L,POLR3C,0.974
POLR2L,HNRNPF,0.499
POLR2L,TAF5,0.895
POLR2L,BDP1,0.658
POLR2L,INTS9,0.8
POLR2L,ERCC6,0.93
POLR2L,H2AC7,0.572
POLR2L,POLR3F,0.973
POLR2L,NELFCD,0.895
POLR2L,GPN3,0.564
POLR2L,DDX21,0.499
POLR2L,H2AC18,0.572
POLR2L,H2BC9,0.547
POLR2L,TAF1,0.895
POLR2L,NCBP2,0.499
POLR2L,H2AC13,0.829
POLR2L,HNRNPH1,0.499
POLR2L,HNRNPM,0.499
POLR2L,GTF2B,0.931
POLR2L,RBFOX2,0.499
POLR2L,MED6,0.941
POLR2L,POLR3G,0.949
POLR2L,GTF3C2,0.499
POLR2L,POLR3GL,0.848
POLR2L,H2AC15,0.829
POLR2L,BAZ1B,0.499
POLR2L,MED24,0.8
POLR2L,TAF1A,0.499
POLR2L,POLR2E,0.999
POLR2L,POLR2H,0.999
POLR2L,ERCC2,0.944
POLR2L,NELFB,0.895
POLR2L,INTS7,0.8
POLR2L,PTBP1,0.499
POLR2L,CAVIN1,0.499
POLR2L,SNAPC3,0.658
POLR2L,TAF9,0.895
POLR2L,GTF2F1,0.97
POLR2L,H2BC21,0.547
POLR2L,MYBBP1A,0.499
POLR2L,H2AX,0.572
POLR2L,TIA1,0.499
POLR2L,POLR3A,0.99
POLR2L,ESR1,0.508
POLR2L,RPRD1B,0.773
POLR2L,CCNK,0.499
POLR2L,RPAP2,0.79
POLR2L,POLR2F,0.999
POLR2L,POLR3H,0.989
POLR2L,MLLT3,0.56
POLR2L,MYO1C,0.499
POLR2L,UBC,0.499
POLR2L,TIAL1,0.499
POLR2L,CCNH,0.912
POLR2L,PPP2CA,0.8
POLR2L,ELOF1,0.62
POLR2L,POLR1C,0.999
POLR2L,POLR1E,0.983
POLR2L,RTF1,0.931
POLR2L,TAF1L,0.499
POLR2L,TAF1C,0.499
POLR2L,MED22,0.869
POLR2L,POU2F1,0.499
POLR2L,SUPT5H,0.967
POLR2L,HNRNPA1,0.499
POLR2L,SRSF2,0.499
POLR2L,UXT,0.477
POLR2L,TAF1D,0.499
POLR2L,CTR9,0.862
POLR2L,GTF2H3,0.931
POLR2L,URI1,0.461
POLR2L,ELOA,0.508
POLR2L,POLR3D,0.975
POLR2L,ZNF143,0.499
POLR2L,TAF9B,0.499
POLR2L,DEK,0.499
POLR2L,H2AC14,0.572
POLR2L,PPP2R1A,0.8
POLR2L,H2BC15,0.547
POLR2L,TAF15,0.499
POLR2L,MED16,0.8
POLR2L,H2AC6,0.91
POLR2L,INTS1,0.8
POLR2L,H2BS1,0.547
POLR2L,SNRNP70,0.414
POLR2L,SRSF7,0.499
POLR2L,INTS2,0.8
POLR2L,ESRP2,0.499
HSPA5,HLA-E,0.499
HSPA5,MANF,0.88
HSPA5,HYOU1,0.98
HSPA5,MAPT,0.457
HSPA5,BCAP31,0.42
HSPA5,P4HB,0.792
HSPA5,IGF1R,0.52
HSPA5,EFEMP1,0.42
HSPA5,DNAJA1,0.548
HSPA5,LDLR,0.457
HSPA5,SQSTM1,0.757
HSPA5,AKT1,0.878
HSPA5,RAF1,0.513
HSPA5,ACE2,0.896
HSPA5,BRAF,0.57
HSPA5,STMN1,0.439
HSPA5,WASF3,0.801
HSPA5,P4HA3,0.418
HSPA5,HLA-C,0.645
HSPA5,AGR2,0.457
HSPA5,HSPA14,0.499
HSPA5,HSP90AA1,0.788
HSPA5,CASP7,0.911
HSPA5,HLA-G,0.499
HSPA5,HSPH1,0.475
HSPA5,GANAB,0.612
HSPA5,PRNP,0.926
HSPA5,DNAJB12,0.492
HSPA5,SERPINH1,0.462
HSPA5,HSPA12A,0.716
HSPA5,DNAJC3,0.763
HSPA5,SEC63,0.596
HSPA5,HSP90AB1,0.851
HSPA5,WWP2,0.457
HSPA5,FICD,0.921
HSPA5,ERN1,0.999
HSPA5,PDPK1,0.626
HSPA5,UBQLN4,0.409
HSPA5,DNAJB4,0.457
HSPA5,DNAJC1,0.966
HSPA5,ATF6,0.999
HSPA5,HLA-B,0.645
HSPA5,PDIA6,0.85
HSPA5,HSPA1A,0.699
HSPA5,DNAJA4,0.451
HSPA5,HSPA8,0.963
HSPA5,SEL1L,0.443
HSPA5,DNAJC7,0.438
HSPA5,CALU,0.679
HSPA5,BSG,0.554
HSPA5,RC3H1,0.457
HSPA5,PAWR,0.862
HSPA5,HLA-A,0.499
HSPA5,NCBP2,0.591
HSPA5,SEC62,0.46
HSPA5,RELA,0.457
HSPA5,DNAJC2,0.411
HSPA5,HSPD1,0.625
HSPA5,DNAJB11,0.862
HSPA5,KRT8,0.562
HSPA5,TXNRD1,0.52
HSPA5,ERLIN2,0.449
HSPA5,PDIA4,0.854
HSPA5,HSPA2,0.499
HSPA5,SYVN1,0.517
AATK,CDK5,0.596
WRAP53,DKC1,0.999
WRAP53,SNRPE,0.72
WRAP53,H2AX,0.457
WRAP53,ACD,0.499
WRAP53,NOP10,0.999
WRAP53,CCT4,0.666
WRAP53,SNRPB,0.72
WRAP53,HNRNPC,0.72
WRAP53,SMG5,0.54
WRAP53,GNL3L,0.72
WRAP53,RTEL1,0.499
WRAP53,SMG7,0.54
WRAP53,MDC1,0.457
WRAP53,RNF8,0.457
WRAP53,CCT6B,0.519
WRAP53,PTGES3,0.918
WRAP53,HNRNPU,0.776
WRAP53,POT1,0.499
WRAP53,TRMT61A,0.408
MTURN,KCTD13,0.604
OXTR,GNB1,0.809
OXTR,GNAS,0.905
OXTR,GNG2,0.8
ACAP2,ACAP3,0.523
STXBP6,EXOC3,0.54
STXBP6,EXOC7,0.54
STXBP6,STX12,0.605
STXBP6,TNFAIP2,0.54
STXBP6,STX7,0.592
STXBP6,STX3,0.633
STXBP6,VTI1B,0.528
STXBP6,NAPG,0.633
STXBP6,EXOC5,0.54
STXBP6,STX10,0.476
STXBP6,EXOC1,0.54
STXBP6,EXOC6B,0.54
STXBP6,EXOC8,0.614
TRAPPC12,TBC1D14,0.669
TRAPPC12,TRAPPC2L,0.976
TRAPPC12,TRAPPC2,0.978
TRAPPC12,GAB2,0.601
TRAPPC12,TRAPPC11,0.993
TRAPPC12,TRAPPC9,0.919
TRAPPC12,TRAPPC6B,0.95
TRAPPC12,TRAPPC3,0.964
TRAPPC12,TRAPPC4,0.973
TRAPPC12,TRAPPC13,0.987
TRAPPC12,TRAPPC5,0.963
TRAPPC12,MAP11,0.72
TCTEX1D2,DYNLT3,0.818
TCTEX1D2,TIPRL,0.422
TCTEX1D2,DYNLL1,0.81
TCTEX1D2,DYNC1I2,0.557
TCTEX1D2,DYNLRB1,0.845
TCTEX1D2,DYNLRB2,0.845
TCTEX1D2,DYNLL2,0.643
TCTEX1D2,DYNC1H1,0.72
TCTEX1D2,TPR,0.72
TCTEX1D2,TCTE3,0.54
TCTEX1D2,NUDCD3,0.72
TCTEX1D2,DYNC2LI1,0.933
TCTEX1D2,DYNLT1,0.944
TCTEX1D2,DYNC2H1,0.865
TCHP,PCNT,0.422
TCHP,IFFO1,0.457
TCHP,MFN2,0.87
TCHP,CCDC14,0.485
SYT9,STON1,0.499
SYT9,STON2,0.664
SYT9,SYT2,0.499
SYT9,TRPV1,0.716
SYT9,SYT8,0.499
SYT9,SYT11,0.499
SYT9,NRXN3,0.499
ZYX,LATS1,0.678
ZYX,FSCN1,0.424
ZYX,DPH5,0.461
ZYX,TANC2,0.52
ZYX,NEBL,0.457
ZYX,EVL,0.618
ZYX,ENAH,0.57
ZYX,TLN2,0.986
ZYX,LASP1,0.78
ZYX,CNN2,0.591
ZYX,RTN4IP1,0.513
ZYX,TES,0.644
ZYX,NEDD9,0.566
ZYX,BCAR1,0.841
ZYX,SYNM,0.842
ZYX,PHF21A,0.4
ZYX,LPP,0.483
ZYX,TUFT1,0.428
YLPM1,PPP1CC,0.545
YLPM1,SFPQ,0.564
YLPM1,MATR3,0.42
YLPM1,KHSRP,0.42
YLPM1,SMARCC2,0.485
YLPM1,SRGAP2,0.457
YLPM1,PPP1CB,0.418
YLPM1,PPP1CA,0.542
YLPM1,PSPC1,0.541
SEPTIN1,SEPTIN6,0.885
SEPTIN1,SEPTIN9,0.881
SEPTIN1,SEPTIN7,0.842
SEPTIN1,SEPTIN11,0.936
SEPTIN1,SEPTIN10,0.93
SEPTIN1,SEPTIN8,0.885
SEPTIN1,SEPTIN4,0.9
SEPTIN1,SEPTIN2,0.843
SEPTIN1,TMEM250,0.637
SEPTIN1,SEPTIN3,0.881
LAMA3,AGRN,0.499
LAMA3,HSPG2,0.499
LAMA3,DAG1,0.499
LAMA3,ITGB1,0.65
LAMA3,LAMB3,0.995
LAMA3,NTN4,0.56
LAMA3,DMD,0.499
LAMA3,ITGA6,0.65
LAMA3,LAMA2,0.521
ULK1,C9orf72,0.964
ULK1,ULK2,0.996
ULK1,TBC1D14,0.852
ULK1,ATG16L1,0.63
ULK1,LAMTOR4,0.499
ULK1,ATG101,0.999
ULK1,SQSTM1,0.457
ULK1,LAMTOR3,0.499
ULK1,PRKAA1,0.716
ULK1,CALCOCO2,0.483
ULK1,BECN1,0.96
ULK1,ATG5,0.519
ULK1,RRAGC,0.499
ULK1,PRKAB1,0.716
ULK1,SLC38A9,0.499
ULK1,MLST8,0.63
ULK1,MAP4,0.4
ULK1,NEDD4L,0.457
ULK1,GABARAPL1,0.778
ULK1,MBP,0.457
ULK1,RAB11B,0.499
ULK1,AMBRA1,0.564
ULK1,MAP1LC3B,0.636
ULK1,LAMTOR2,0.499
ULK1,RRAGD,0.499
ULK1,MAP1LC3A,0.512
ULK1,TBK1,0.497
ULK1,RAB1A,0.873
ULK1,MTOR,0.945
ULK1,SMCR8,0.841
ULK1,ATG9A,0.523
ULK1,PRKAA2,0.716
ULK1,TRAF6,0.457
ULK1,ATG12,0.402
ULK1,RRAGA,0.499
ULK1,ATG13,0.999
FLII,MYD88,0.745
FLII,LRRFIP2,0.945
FLII,DHX9,0.604
FLII,ESR1,0.497
FLII,LRRFIP1,0.954
FAM193A,DCTN2,0.475
FAM193A,MDM4,0.414
NAPG,SEC22B,0.799
NAPG,PRKAR1B,0.442
NAPG,STX12,0.783
NAPG,NAPB,0.8
NAPG,GOSR2,0.54
NAPG,VPS45,0.422
NAPG,STX11,0.54
NAPG,VTI1A,0.805
NAPG,STX3,0.54
NAPG,STX7,0.783
NAPG,VTI1B,0.776
NAPG,VAMP2,0.635
NAPG,STX10,0.626
NAPG,CPLX3,0.54
NAPG,SCFD2,0.603
NAPG,BET1L,0.54
NAPG,NSF,0.906
NAPG,STX2,0.54
NAPG,SCFD1,0.723
NAPG,STX16,0.697
NAPG,VAMP1,0.54
CYP2B6,CYP2J2,0.9
CYP2B6,ATP2B4,0.455
TMEM108,POU2F2,0.412
GRHL1,ZNF76,0.463
GRHL1,GRHL2,0.518
SAV1,RASSF1,0.847
SAV1,ZNF133,0.463
SAV1,STK3,0.977
SAV1,NEDD4,0.492
SAV1,WTIP,0.73
SAV1,HAX1,0.646
SAV1,STK4,0.998
SAV1,LATS2,0.936
SAV1,WWC1,0.796
SAV1,CSNK1E,0.422
SAV1,LATS1,0.989
SAV1,RASSF5,0.66
SAV1,ZNF420,0.53
MAP11,TRAPPC2L,0.856
MAP11,TRAPPC2,0.884
MAP11,KANK4,0.593
MAP11,TRAPPC6B,0.54
MAP11,TRAPPC11,0.72
MAP11,TRAPPC9,0.72
MAP11,TRAPPC13,0.54
MAP11,ADI1,0.477
MAP11,TRAPPC3,0.72
MAP11,TRAPPC4,0.72
MAP11,TRAPPC5,0.898
NFATC2IP,PDLIM5,0.422
NFATC2IP,UBE2I,0.736
NFATC2IP,TCEA1,0.485
NFATC2IP,P4HA3,0.437
NFATC2IP,DMAP1,0.52
NFATC2IP,FBH1,0.418
NFATC2IP,TRAF6,0.548
PPP2R1A,PPP4R2,0.9
PPP2R1A,PPP2CA,0.999
PPP2R1A,RBM7,0.621
PPP2R1A,CUL1,0.499
PPP2R1A,UBC,0.503
PPP2R1A,MID1,0.457
PPP2R1A,FECH,0.456
PPP2R1A,SUPT5H,0.831
PPP2R1A,ARRB1,0.805
PPP2R1A,PDCD10,0.888
PPP2R1A,BTRC,0.499
PPP2R1A,SLMAP,0.848
PPP2R1A,PRR14,0.621
PPP2R1A,HAUS5,0.499
PPP2R1A,CTNNB1,0.546
PPP2R1A,SMG5,0.499
PPP2R1A,INTS1,0.944
PPP2R1A,CHEK2,0.457
PPP2R1A,ARPP19,0.569
PPP2R1A,INTS2,0.954
PPP2R1A,SERTAD2,0.422
PPP2R1A,ENSA,0.649
PPP2R1A,YWHAB,0.581
PPP2R1A,GSK3B,0.553
PPP2R1A,NCBP2,0.499
PPP2R1A,PTPA,0.972
PPP2R1A,IER2,0.424
PPP2R1A,POLR2E,0.829
PPP2R1A,ZCCHC8,0.621
PPP2R1A,POLR2H,0.8
PPP2R1A,INTS12,0.487
PPP2R1A,SERTAD4,0.641
PPP2R1A,PPP2R5D,0.985
PPP2R1A,PPP3CB,0.92
PPP2R1A,PRR14L,0.621
PPP2R1A,STRN3,0.977
PPP2R1A,HAUS6,0.499
PPP2R1A,INTS7,0.839
PPP2R1A,SPRY2,0.63
PPP2R1A,NELFB,0.8
PPP2R1A,PPP2R5E,0.977
PPP2R1A,POLR2F,0.8
PPP2R1A,RECQL4,0.457
PPP2R1A,HSP90AA1,0.452
PPP2R1A,PPP6C,0.434
PPP2R1A,STRN4,0.851
PPP2R1A,PPP2R2D,0.986
PPP2R1A,FAM122A,0.57
PPP2R1A,TIPRL,0.935
PPP2R1A,PPP3CC,0.632
PPP2R1A,CD86,0.499
PPP2R1A,FOXO3,0.457
PPP2R1A,NCBP1,0.499
PPP2R1A,FOXC1,0.454
PPP2R1A,IER5,0.584
PPP2R1A,STK24,0.789
PPP2R1A,POLR2B,0.831
PPP2R1A,CCNG1,0.703
PPP2R1A,PPP4R3B,0.54
PPP2R1A,INTS9,0.909
PPP2R1A,PECAM1,0.63
PPP2R1A,PPP4R3A,0.54
PPP2R1A,PPP4R1,0.768
PPP2R1A,STK25,0.745
PPP2R1A,STRIP1,0.991
PPP2R1A,AKT1,0.527
PPP2R1A,VCP,0.457
PPP2R1A,NELFCD,0.8
PPP2R1A,PPP2R2A,0.999
PPP2R1A,ANKLE2,0.802
PPP2R1A,SIKE1,0.734
PPP2R1A,STK26,0.535
PPP2R1A,INTS11,0.909
PPP2R1A,TRAF3IP3,0.734
PPP2R1A,PPP2R5C,0.999
PPP2R1A,PPME1,0.944
PPP2R1A,UBA52,0.499
PPP2R1A,PPFIA3,0.453
PPP2R1A,GRB2,0.499
PPP2R1A,INTS4,0.909
PPP2R1A,UPF1,0.499
PPP2R1A,MAP2K3,0.427
PPP2R1A,PPP3CA,0.92
PPP2R1A,SMG7,0.499
PPP2R1A,POLR2K,0.829
PPP2R1A,HAUS7,0.499
PPP2R1A,CDCA4,0.548
PPP2R1A,INTS8,0.93
PPP2R1A,PPP2R2C,0.983
PPP2R1A,NELFA,0.8
PPP2R1A,POLR2A,0.8
PPP2R1A,TBCCD1,0.469
PPP2R1A,MARK3,0.41
PPP2R1A,WWP2,0.457
PPP2R1A,CTLA4,0.499
PPP2R1A,EIF4G1,0.499
PPP2R1A,DCAF1,0.457
PPP2R1A,INTS5,0.972
PPP2R1A,USP7,0.592
PPP2R1A,PPP2R3B,0.991
PPP2R1A,UBB,0.499
PPP2R1A,CDC20,0.651
PPP2R1A,ARRB2,0.811
GSK3B,SIAH1,0.9
GSK3B,YWHAB,0.512
GSK3B,PPP2R5D,0.63
GSK3B,PTPA,0.698
GSK3B,NFE2L2,0.457
GSK3B,NBR1,0.42
GSK3B,YBX1,0.45
GSK3B,PPP2R5E,0.499
GSK3B,SMAD3,0.864
GSK3B,HSP90AA1,0.867
GSK3B,TBK1,0.911
GSK3B,HNRNPK,0.458
GSK3B,RPS6KA1,0.442
GSK3B,NIN,0.693
GSK3B,EIF2B5,0.591
GSK3B,UBC,0.563
GSK3B,FBXW7,0.63
GSK3B,PPP1R2,0.457
GSK3B,CTNNB1,0.998
GSK3B,STK11,0.593
GSK3B,BTRC,0.995
GSK3B,TRIB3,0.483
GSK3B,APC2,0.9
GSK3B,EPB41L3,0.435
GSK3B,EPM2A,0.487
GSK3B,DYRK2,0.574
GSK3B,NOTCH1,0.568
GSK3B,MYC,0.457
GSK3B,PPP2R5C,0.499
GSK3B,RUNX2,0.7
GSK3B,AKT2,0.596
GSK3B,KLF5,0.457
GSK3B,UBA52,0.499
GSK3B,MUC1,0.869
GSK3B,IKBKG,0.55
GSK3B,MAPT,0.822
GSK3B,AKT3,0.457
GSK3B,DPYSL2,0.524
GSK3B,TRAK1,0.72
GSK3B,ILK,0.7
GSK3B,PPP1CA,0.46
GSK3B,DISC1,0.932
GSK3B,ANXA2,0.522
GSK3B,DEAF1,0.491
GSK3B,CACYBP,0.9
GSK3B,BCL2L1,0.569
GSK3B,PRKCA,0.458
GSK3B,HSF1,0.457
GSK3B,AKT1,0.457
GSK3B,MAP2K7,0.717
GSK3B,YAP1,0.457
GSK3B,PSEN1,0.724
GSK3B,SREBF1,0.457
GSK3B,GSKIP,0.948
GSK3B,CUL1,0.541
GSK3B,ADGRA2,0.72
GSK3B,TNFAIP3,0.55
GSK3B,PRKACB,0.972
GSK3B,PPP2CA,0.716
GSK3B,PRKAR1A,0.426
GSK3B,CTNND1,0.837
GSK3B,RCAN1,0.618
GSK3B,RCAN2,0.402
GSK3B,DVL1,0.986
GSK3B,ANKRD6,0.766
GSK3B,CREB1,0.586
GSK3B,JUN,0.55
