ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID
218370_s_at	3.99e-06	7.95e-07	5.83	5.34285	1.2045197	S100PBP	S100P binding protein	64766
243276_at	3.99e-06	7.95e-07	-5.82	5.342629	-0.9078592	ALS2CL	ALS2 C-terminal like	259173
212108_at	3.99e-06	7.95e-07	5.82	5.342613	0.5828575	FAF2	Fas associated factor family member 2	23197
203156_at	3.99e-06	7.96e-07	5.82	5.340899	1.6480082	AKAP11	A-kinase anchoring protein 11	11215
213593_s_at	4.00e-06	7.97e-07	5.82	5.3396	1.7303829	TRA2A	transformer 2 alpha homolog	29896
237630_s_at	4.00e-06	7.98e-07	-5.82	5.339208	-0.6040309	FAM86B3P	family with sequence similarity 86, member A pseudogene	286042
1566887_x_at	4.00e-06	7.98e-07	-5.82	5.338542	-0.9267671			
206026_s_at	4.01e-06	8.00e-07	5.82	5.335729	2.2038496	TNFAIP6	TNF alpha induced protein 6	7130
212985_at	4.01e-06	8.01e-07	5.82	5.33565	1.7217007	APBB2	amyloid beta precursor protein binding family B member 2	323
215037_s_at	4.01e-06	8.01e-07	5.82	5.335428	1.2522903	BCL2L1	BCL2 like 1	598
212293_at	4.01e-06	8.01e-07	5.82	5.334733	1.164999	HIPK1	homeodomain interacting protein kinase 1	204851
202950_at	4.02e-06	8.02e-07	5.82	5.334165	1.7666887	CRYZ	crystallin zeta	1429
1553102_a_at	4.02e-06	8.03e-07	-5.82	5.332453	-2.2372329	CCDC69	coiled-coil domain containing 69	26112
205019_s_at	4.02e-06	8.03e-07	-5.82	5.332072	-1.5226742	VIPR1	vasoactive intestinal peptide receptor 1	7433
202446_s_at	4.02e-06	8.03e-07	5.82	5.332042	1.4720156	PLSCR1	phospholipid scramblase 1	5359
239006_at	4.02e-06	8.04e-07	-5.82	5.331804	-1.0203592	SLC26A7	solute carrier family 26 member 7	115111
210483_at	4.02e-06	8.04e-07	-5.82	5.331634	-0.6428942	LOC254896///TNFRSF10C	uncharacterized LOC254896///TNF receptor superfamily member 10c	254896///8794
243342_at	4.02e-06	8.04e-07	-5.82	5.331257	-0.7174028			
204449_at	4.05e-06	8.11e-07	-5.82	5.323273	-0.5736011	PDCL	phosducin like	5082
1553570_x_at	4.06e-06	8.11e-07	5.82	5.322991	0.726953	COX2	cytochrome c oxidase subunit II	4513
225252_at	4.06e-06	8.12e-07	5.82	5.321192	1.134375	SRXN1	sulfiredoxin 1	140809
201242_s_at	4.06e-06	8.12e-07	5.82	5.320972	2.2999803	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	481
204255_s_at	4.06e-06	8.13e-07	5.82	5.320267	1.56319	VDR	vitamin D (1,25- dihydroxyvitamin D3) receptor	7421
201652_at	4.07e-06	8.15e-07	5.82	5.317699	1.2394714	COPS5	COP9 signalosome subunit 5	10987
200959_at	4.08e-06	8.16e-07	5.82	5.317098	0.6341015	FUS	FUS RNA binding protein	2521
234562_x_at	4.09e-06	8.18e-07	-5.82	5.313959	-1.0136279			
200918_s_at	4.09e-06	8.19e-07	5.82	5.312743	1.1814277	SRPRA	SRP receptor alpha subunit	6734
206583_at	4.09e-06	8.20e-07	-5.82	5.312129	-0.6148204	KRBOX4	KRAB box domain containing 4	55634
227968_at	4.09e-06	8.20e-07	-5.82	5.311843	-0.7353095	PDDC1	Parkinson disease 7 domain containing 1	347862
225105_at	4.09e-06	8.20e-07	5.82	5.311751	2.3820994	C12orf75	chromosome 12 open reading frame 75	387882
222477_s_at	4.10e-06	8.21e-07	5.82	5.311237	1.2395911	TM7SF3	transmembrane 7 superfamily member 3	51768
238970_at	4.10e-06	8.21e-07	5.82	5.311116	2.1468128			
65517_at	4.11e-06	8.23e-07	5.81	5.308222	1.5145796	AP1M2	adaptor related protein complex 1 mu 2 subunit	10053
226190_at	4.11e-06	8.25e-07	5.81	5.306433	1.0637802	MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175
217831_s_at	4.11e-06	8.25e-07	5.81	5.306104	1.7313243	NSFL1C	NSFL1 cofactor	55968
202117_at	4.11e-06	8.25e-07	5.81	5.30608	0.4852567	ARHGAP1	Rho GTPase activating protein 1	392
210926_at	4.12e-06	8.26e-07	5.81	5.304874	0.8989662	POTEKP	POTE ankyrin domain family member K, pseudogene	440915
222861_x_at	4.12e-06	8.27e-07	-5.81	5.303527	-0.9354892	FBXO44	F-box protein 44	93611
227803_at	4.13e-06	8.28e-07	5.81	5.301706	3.3332284	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)	59084
204092_s_at	4.13e-06	8.29e-07	5.81	5.301628	1.6000761	AURKA	aurora kinase A	6790
228387_at	4.13e-06	8.29e-07	5.81	5.301284	1.3380553	LINC01355	long intergenic non-protein coding RNA 1355	100996511
209404_s_at	4.15e-06	8.32e-07	5.81	5.297526	0.6762084	TMED7-TICAM2///TMED7	TMED7-TICAM2 readthrough///transmembrane p24 trafficking protein 7	100302736///51014
1558641_at	4.15e-06	8.32e-07	-5.81	5.297197	-0.7045889	SPATA24	spermatogenesis associated 24	202051
212551_at	4.15e-06	8.33e-07	5.81	5.296015	3.0691869	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)	10486
1552889_a_at	4.16e-06	8.35e-07	-5.81	5.294494	-0.6404123	EXOC3L2	exocyst complex component 3 like 2	90332
224578_at	4.16e-06	8.35e-07	5.81	5.293973	0.7240734	RCC2	regulator of chromosome condensation 2	55920
202677_at	4.16e-06	8.36e-07	5.81	5.293064	0.8513149	RASA1	RAS p21 protein activator 1	5921
223494_at	4.17e-06	8.37e-07	5.81	5.291542	1.3269561	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	10724
207289_at	4.18e-06	8.40e-07	-5.81	5.288339	-0.4833899	MMP25	matrix metallopeptidase 25	64386
233884_at	4.18e-06	8.40e-07	5.81	5.288318	2.1052252	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	59269
203852_s_at	4.19e-06	8.42e-07	5.81	5.285255	1.1931635	SMN2///SMN1	survival of motor neuron 2, centromeric///survival of motor neuron 1, telomeric	6607///6606
1554771_at	4.20e-06	8.43e-07	-5.81	5.284245	-1.4940597			
203403_s_at	4.20e-06	8.44e-07	5.81	5.283931	1.2147919	RNF6	ring finger protein 6	6049
203482_at	4.20e-06	8.45e-07	5.81	5.282363	1.1211066	SLF2	SMC5-SMC6 complex localization factor 2	55719
217825_s_at	4.20e-06	8.45e-07	5.81	5.281939	1.0621744	UBE2J1	ubiquitin conjugating enzyme E2 J1	51465
244103_at	4.21e-06	8.47e-07	5.81	5.280256	0.8856502	SDE2	SDE2 telomere maintenance homolog	163859
238750_at	4.21e-06	8.48e-07	-5.81	5.279151	-3.570687	CCL28	C-C motif chemokine ligand 28	56477
223065_s_at	4.23e-06	8.50e-07	5.80	5.276109	1.0632722	STARD3NL	STARD3 N-terminal like	83930
1568760_at	4.23e-06	8.52e-07	-5.80	5.273866	-1.5379859	MYH11	myosin heavy chain 11	4629
235753_at	4.24e-06	8.54e-07	-5.80	5.272224	-2.3284602	HOXA7	homeobox A7	3204
1554963_at	4.24e-06	8.54e-07	-5.80	5.271582	-0.7250461			
212217_at	4.25e-06	8.55e-07	5.80	5.270766	0.8154418	PREPL	prolyl endopeptidase-like	9581
225990_at	4.25e-06	8.56e-07	-5.80	5.270019	-2.3352198	BOC	BOC cell adhesion associated, oncogene regulated	91653
223369_at	4.26e-06	8.58e-07	5.80	5.267312	1.0367806	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	28989
240572_s_at	4.26e-06	8.59e-07	5.80	5.266419	1.9545966	LOC374443	C-type lectin domain family 2 member D pseudogene	374443
210307_s_at	4.26e-06	8.59e-07	-5.80	5.266082	-0.9229191	KLHL25	kelch like family member 25	64410
202100_at	4.27e-06	8.61e-07	5.80	5.264154	0.9587426	RALB	RALB Ras like proto-oncogene B	5899
201235_s_at	4.28e-06	8.62e-07	5.80	5.262723	2.7584604	BTG2	BTG anti-proliferation factor 2	7832
1569867_at	4.28e-06	8.63e-07	5.80	5.261907	1.516635	EME2	essential meiotic structure-specific endonuclease subunit 2	197342
240983_s_at	4.28e-06	8.63e-07	5.80	5.261069	1.5476139	CARS	cysteinyl-tRNA synthetase	833
212436_at	4.28e-06	8.64e-07	5.80	5.260453	1.2918445	TRIM33	tripartite motif containing 33	51592
201683_x_at	4.29e-06	8.65e-07	5.80	5.25956	1.3918616	TOX4	TOX high mobility group box family member 4	9878
220340_at	4.30e-06	8.67e-07	5.80	5.257221	3.1755191	GREB1L	growth regulation by estrogen in breast cancer 1 like	80000
205990_s_at	4.30e-06	8.68e-07	5.80	5.255442	2.7430713	WNT5A	Wnt family member 5A	7474
229606_at	4.31e-06	8.70e-07	5.80	5.253455	1.8687033			
201146_at	4.31e-06	8.71e-07	5.80	5.25279	1.1509259	NFE2L2	nuclear factor, erythroid 2 like 2	4780
231217_at	4.32e-06	8.72e-07	-5.80	5.250894	-0.5014886	SLC13A3	solute carrier family 13 member 3	64849
212795_at	4.33e-06	8.73e-07	5.80	5.249696	0.8604715	KIAA1033	KIAA1033	23325
224694_at	4.33e-06	8.73e-07	5.80	5.249465	1.4263898	ANTXR1	anthrax toxin receptor 1	84168
222622_at	4.33e-06	8.74e-07	5.80	5.249267	1.6797565	PGP	phosphoglycolate phosphatase	283871
210825_s_at	4.34e-06	8.76e-07	-5.79	5.246134	-0.7189545	PEBP1	phosphatidylethanolamine binding protein 1	5037
201546_at	4.35e-06	8.79e-07	5.79	5.243308	0.8290084	TRIP12	thyroid hormone receptor interactor 12	9320
223156_at	4.36e-06	8.81e-07	5.79	5.240537	1.251774	MRPS23	mitochondrial ribosomal protein S23	51649
201052_s_at	4.36e-06	8.82e-07	5.79	5.239784	1.0154304	PSMF1	proteasome inhibitor subunit 1	9491
205330_at	4.37e-06	8.83e-07	5.79	5.238407	2.4964956	MN1	MN1 proto-oncogene, transcriptional regulator	4330
212672_at	4.37e-06	8.84e-07	5.79	5.237776	0.9432912	ATM	ATM serine/threonine kinase	472
202449_s_at	4.37e-06	8.84e-07	-5.79	5.237423	-0.6717999	RXRA	retinoid X receptor alpha	6256
209254_at	4.38e-06	8.85e-07	5.79	5.236226	1.6144879	KLHDC10	kelch domain containing 10	23008
204968_at	4.40e-06	8.89e-07	-5.79	5.231995	-0.7489637	C6orf47	chromosome 6 open reading frame 47	57827
225074_at	4.40e-06	8.90e-07	5.79	5.231212	1.2604546	RAB2B	RAB2B, member RAS oncogene family	84932
201288_at	4.41e-06	8.92e-07	5.79	5.228626	1.1349461	ARHGDIB	Rho GDP dissociation inhibitor beta	397
201284_s_at	4.42e-06	8.94e-07	5.79	5.226589	1.2309453	APEH	acylaminoacyl-peptide hydrolase	327
223461_at	4.43e-06	8.97e-07	5.79	5.222965	1.5501753	TBC1D7	TBC1 domain family member 7	51256
218958_at	4.43e-06	8.97e-07	-5.79	5.222929	-0.9486105	C19orf60	chromosome 19 open reading frame 60	55049
240183_at	4.45e-06	9.01e-07	-5.79	5.218417	-1.0361085	TMEM213	transmembrane protein 213	155006
202552_s_at	4.45e-06	9.02e-07	-5.79	5.218085	-1.2659637	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1	101929500///51232
1569665_at	4.46e-06	9.04e-07	-5.79	5.216103	-0.471639			
223992_x_at	4.47e-06	9.05e-07	-5.79	5.214748	-0.6935439	ZCWPW1	zinc finger CW-type and PWWP domain containing 1	55063
235040_at	4.47e-06	9.06e-07	5.78	5.212977	1.4379024	RUNDC1	RUN domain containing 1	146923
219213_at	4.47e-06	9.06e-07	-5.78	5.212848	-2.0502002	JAM2	junctional adhesion molecule 2	58494
236511_at	4.48e-06	9.07e-07	-5.78	5.211828	-0.999697			
209092_s_at	4.48e-06	9.08e-07	5.78	5.21163	1.2458998	GLOD4	glyoxalase domain containing 4	51031
243309_at	4.48e-06	9.08e-07	5.78	5.21105	1.4876824	C15orf65	chromosome 15 open reading frame 65	145788
239680_at	4.48e-06	9.08e-07	-5.78	5.210925	-0.6858409	WDR76	WD repeat domain 76	79968
202037_s_at	4.50e-06	9.12e-07	-5.78	5.207063	-5.109043	SFRP1	secreted frizzled related protein 1	6422
214435_x_at	4.50e-06	9.13e-07	5.78	5.206248	1.1398156	RALA	RALA Ras like proto-oncogene A	5898
212694_s_at	4.50e-06	9.13e-07	5.78	5.205725	1.6426455	PCCB	propionyl-CoA carboxylase beta subunit	5096
232925_at	4.52e-06	9.17e-07	-5.78	5.201864	-1.3846678			
202968_s_at	4.53e-06	9.19e-07	5.78	5.199505	1.1721772	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	8445
225312_at	4.53e-06	9.20e-07	-5.78	5.19867	-0.5798984	COMMD6	COMM domain containing 6	170622
220255_at	4.54e-06	9.22e-07	-5.78	5.196438	-0.9195382	FANCE	Fanconi anemia complementation group E	2178
219037_at	4.54e-06	9.22e-07	5.78	5.195841	1.0003833	RRP15	ribosomal RNA processing 15 homolog	51018
203664_s_at	4.56e-06	9.25e-07	5.78	5.192748	0.8777015	POLR2D	RNA polymerase II subunit D	5433
209418_s_at	4.56e-06	9.25e-07	-5.78	5.192552	-1.1301283	THOC5	THO complex 5	8563
243651_at	4.56e-06	9.26e-07	-5.78	5.19181	-0.8452999	CPEB3	cytoplasmic polyadenylation element binding protein 3	22849
203460_s_at	4.56e-06	9.27e-07	5.78	5.19089	1.3232186	PSEN1	presenilin 1	5663
205930_at	4.57e-06	9.28e-07	5.78	5.189816	0.6142426	GTF2E1	general transcription factor IIE subunit 1	2960
1559020_a_at	4.58e-06	9.30e-07	5.78	5.187266	1.2711609			
225971_at	4.58e-06	9.32e-07	5.78	5.185503	0.9209276	DDHD1	DDHD domain containing 1	80821
209681_at	4.59e-06	9.32e-07	5.78	5.185202	2.0575905	SLC19A2	solute carrier family 19 member 2	10560
217758_s_at	4.59e-06	9.33e-07	5.78	5.184354	0.5180003	TM9SF3	transmembrane 9 superfamily member 3	56889
237887_at	4.60e-06	9.35e-07	-5.78	5.182591	-0.6319692			
231918_s_at	4.60e-06	9.36e-07	5.77	5.181615	1.7156275	GFM2	G elongation factor mitochondrial 2	84340
235376_at	4.64e-06	9.43e-07	5.77	5.173534	1.1835296			
217185_s_at	4.64e-06	9.45e-07	5.77	5.171906	1.3703115	ZNF259P1///ZPR1	zinc finger protein 259 pseudogene 1///ZPR1 zinc finger	442240///8882
234985_at	4.65e-06	9.46e-07	5.77	5.170909	1.5190447	LDLRAD3	low density lipoprotein receptor class A domain containing 3	143458
244012_x_at	4.65e-06	9.46e-07	-5.77	5.170838	-0.3499684	XPO1	exportin 1	7514
207830_s_at	4.65e-06	9.47e-07	5.77	5.169548	1.0795377	PPP1R8	protein phosphatase 1 regulatory subunit 8	5511
231821_x_at	4.68e-06	9.52e-07	-5.77	5.164083	-1.3089353	LOC729218///GTF2IP20///LINC01061	uncharacterized LOC729218///general transcription factor IIi pseudogene 20///long intergenic non-protein coding RNA 1061	729218///441124///401149
202480_s_at	4.69e-06	9.54e-07	5.77	5.161941	1.5508639	DEDD	death effector domain containing	9191
209370_s_at	4.69e-06	9.56e-07	-5.77	5.160565	-0.5964537	SH3BP2	SH3 domain binding protein 2	6452
1554078_s_at	4.70e-06	9.58e-07	5.77	5.157979	0.8026591	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3	9093
1556486_at	4.72e-06	9.61e-07	-5.77	5.155345	-2.2353532	LOC105378577	basic proline-rich protein-like	105378577
225595_at	4.72e-06	9.62e-07	-5.77	5.154365	-1.1442627	CREBZF	CREB/ATF bZIP transcription factor	58487
205619_s_at	4.73e-06	9.63e-07	-5.77	5.153016	-2.7045887	MEOX1	mesenchyme homeobox 1	4222
225246_at	4.73e-06	9.65e-07	5.77	5.151053	1.4099728	STIM2	stromal interaction molecule 2	57620
206734_at	4.74e-06	9.66e-07	-5.76	5.149752	-1.296776	JRKL	JRK-like	8690
223310_x_at	4.74e-06	9.66e-07	5.76	5.149696	1.2838039	PNPLA8	patatin like phospholipase domain containing 8	50640
218101_s_at	4.74e-06	9.67e-07	5.76	5.149437	1.1648032	NDUFC2-KCTD14///NDUFC2	NDUFC2-KCTD14 readthrough///NADH:ubiquinone oxidoreductase subunit C2	100532726///4718
203252_at	4.75e-06	9.68e-07	5.76	5.148211	1.1812344	CDK2AP2	cyclin dependent kinase 2 associated protein 2	10263
202733_at	4.76e-06	9.71e-07	5.76	5.144496	1.7661477	LOC101927705///P4HA2	uncharacterized LOC101927705///prolyl 4-hydroxylase subunit alpha 2	101927705///8974
1555426_a_at	4.76e-06	9.72e-07	5.76	5.143793	1.1220992	OTUD5	OTU deubiquitinase 5	55593
205522_at	4.78e-06	9.76e-07	-5.76	5.140032	-1.6728802	HOXD4	homeobox D4	3233
204934_s_at	4.79e-06	9.77e-07	5.76	5.139162	2.6543012	HPN	hepsin	3249
220233_at	4.79e-06	9.77e-07	-5.76	5.138818	-1.2181477	FBXO17	F-box protein 17	115290
204003_s_at	4.79e-06	9.79e-07	5.76	5.137312	0.7744915	NUPL2	nucleoporin like 2	11097
212058_at	4.80e-06	9.80e-07	5.76	5.135999	0.7671432	U2SURP	U2 snRNP associated SURP domain containing	23350
211699_x_at	4.81e-06	9.82e-07	-5.76	5.1334	-3.3249264	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	3040///3039
216345_at	4.82e-06	9.84e-07	-5.76	5.131383	-0.845701	ZSWIM8	zinc finger SWIM-type containing 8	23053
228131_at	4.83e-06	9.87e-07	-5.76	5.128488	-0.9067082	ERCC1	ERCC excision repair 1, endonuclease non-catalytic subunit	2067
214149_s_at	4.83e-06	9.87e-07	-5.76	5.128459	-1.5054991	ATP6V0E1	ATPase H+ transporting V0 subunit e1	8992
209251_x_at	4.85e-06	9.91e-07	5.76	5.124358	0.7721806	TUBA1C	tubulin alpha 1c	84790
201076_at	4.85e-06	9.92e-07	-5.76	5.123752	-0.9257853	SNU13	SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)	4809
224684_at	4.86e-06	9.94e-07	5.76	5.122218	0.9155195	SNX12	sorting nexin 12	29934
221957_at	4.86e-06	9.94e-07	5.76	5.121773	1.5216775	PDK3	pyruvate dehydrogenase kinase 3	5165
207239_s_at	4.87e-06	9.96e-07	5.76	5.12024	1.1288386	CDK16	cyclin dependent kinase 16	5127
226217_at	4.87e-06	9.96e-07	5.76	5.120189	0.6758889	SLC30A7	solute carrier family 30 member 7	148867
218652_s_at	4.87e-06	9.96e-07	5.76	5.120167	1.0826658	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	54872
221611_s_at	4.87e-06	9.96e-07	-5.76	5.119535	-0.9662716	PHF7	PHD finger protein 7	51533
1555192_at	4.87e-06	9.96e-07	-5.76	5.119496	-0.5319902	ZNF277	zinc finger protein 277	11179
215434_x_at	4.89e-06	1.00e-06	5.75	5.114682	1.1843034	LOC102724250///NBPF26///NBPF19///NBPF10///NBPF15///NBPF11///NBPF1///NBPF14	neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 26///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14	102724250///101060684///101060226///100132406///284565///200030///55672///25832
230529_at	4.90e-06	1.00e-06	-5.75	5.113384	-1.228549	HECA	hdc homolog, cell cycle regulator	51696
200941_at	4.91e-06	1.00e-06	-5.75	5.111663	-0.9587617	HSBP1	heat shock factor binding protein 1	3281
1556121_at	4.91e-06	1.00e-06	-5.75	5.111213	-1.0486472	NAP1L1	nucleosome assembly protein 1 like 1	4673
237266_at	4.92e-06	1.01e-06	-5.75	5.108746	-0.6812581	KCNIP2-AS1	KCNIP2 antisense RNA 1	100289509
213038_at	4.93e-06	1.01e-06	5.75	5.105769	1.3330594	RNF19B	ring finger protein 19B	127544
218647_s_at	4.94e-06	1.01e-06	5.75	5.104908	0.9368203	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693
243074_at	4.94e-06	1.01e-06	5.75	5.103331	1.136209			
218668_s_at	4.94e-06	1.01e-06	5.75	5.103235	1.590723	RAP2C	RAP2C, member of RAS oncogene family	57826
206845_s_at	4.94e-06	1.01e-06	5.75	5.103051	1.2493904	RNF40	ring finger protein 40	9810
205981_s_at	4.96e-06	1.02e-06	5.75	5.100065	1.2603531	ING2	inhibitor of growth family member 2	3622
224581_s_at	4.96e-06	1.02e-06	5.75	5.099518	0.9448963	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	64710
224097_s_at	4.96e-06	1.02e-06	5.75	5.098225	1.3596069	F11R	F11 receptor	50848
204305_at	4.97e-06	1.02e-06	5.75	5.096814	1.2271037	MIPEP	mitochondrial intermediate peptidase	4285
201400_at	4.97e-06	1.02e-06	5.75	5.096016	0.8256773	PSMB3	proteasome subunit beta 3	5691
215209_at	5.00e-06	1.03e-06	5.75	5.090434	1.19239	SEC24D	SEC24 homolog D, COPII coat complex component	9871
206469_x_at	5.01e-06	1.03e-06	5.75	5.088898	2.0613719	AKR7A3	aldo-keto reductase family 7 member A3	22977
222132_s_at	5.01e-06	1.03e-06	5.75	5.08817	0.869893	AGK	acylglycerol kinase	55750
202645_s_at	5.03e-06	1.03e-06	5.74	5.083912	1.5637437	MEN1	menin 1	4221
226988_s_at	5.03e-06	1.03e-06	-5.74	5.083455	-1.2699034	MYH14	myosin, heavy chain 14, non-muscle	79784
224693_at	5.05e-06	1.04e-06	5.74	5.079249	1.5402044	FAM210B	family with sequence similarity 210 member B	116151
211495_x_at	5.06e-06	1.04e-06	5.74	5.078854	1.4878581	TNFSF12-TNFSF13///TNFSF13	TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13	407977///8741
200613_at	5.06e-06	1.04e-06	5.74	5.076936	0.8326395	AP2M1	adaptor related protein complex 2 mu 1 subunit	1173
239862_at	5.07e-06	1.04e-06	5.74	5.076362	2.1015485			
207868_at	5.07e-06	1.04e-06	-5.74	5.075402	-0.7689855	CHRNA2	cholinergic receptor nicotinic alpha 2 subunit	1135
237337_at	5.07e-06	1.04e-06	-5.74	5.075293	-0.8013693			
209458_x_at	5.07e-06	1.04e-06	-5.74	5.07523	-3.5056059	HBA2///HBA1	hemoglobin subunit alpha 2///hemoglobin subunit alpha 1	3040///3039
232220_at	5.07e-06	1.04e-06	-5.74	5.074996	-0.602879	S100A7A	S100 calcium binding protein A7A	338324
201103_x_at	5.09e-06	1.05e-06	5.74	5.070907	0.9206317	NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF14	neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 14	100288142///100132406///728841///400818///284565///200030///149013///25832
203714_s_at	5.10e-06	1.05e-06	5.74	5.067967	1.1827901	TBCE	tubulin folding cofactor E	6905
212076_at	5.11e-06	1.05e-06	5.74	5.067623	2.1703632	KMT2A	lysine methyltransferase 2A	4297
229575_at	5.11e-06	1.05e-06	5.74	5.067285	1.4745155			
224763_at	5.11e-06	1.05e-06	-5.74	5.067187	-1.2799187	LOC100506548///RPL37	uncharacterized LOC100506548///ribosomal protein L37	100506548///6167
218273_s_at	5.11e-06	1.05e-06	5.74	5.067138	2.145788	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	54704
1569604_at	5.11e-06	1.05e-06	-5.74	5.066563	-0.6035082	LINC01134	long intergenic non-protein coding RNA 1134	100133612
200991_s_at	5.11e-06	1.05e-06	5.74	5.06539	0.7367568	SNX17	sorting nexin 17	9784
215920_s_at	5.12e-06	1.05e-06	5.74	5.063712	1.0049651	NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1	nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B15///pyridoxal dependent decarboxylase domain containing 2, pseudogene///nuclear pore complex interacting protein family member B3///nuclear pore complex interacting protein family member A1	100288332///728741///440348///283970///23117///9284
230172_at	5.13e-06	1.06e-06	-5.74	5.061129	-1.0085075	IFI27L1	interferon alpha inducible protein 27 like 1	122509
235167_at	5.14e-06	1.06e-06	5.74	5.05965	3.2486808	LOC100190986	uncharacterized LOC100190986	100190986
221511_x_at	5.15e-06	1.06e-06	5.74	5.057219	1.3625355	DYX1C1-CCPG1///CCPG1	DYX1C1-CCPG1 readthrough (NMD candidate)///cell cycle progression 1	100533483///9236
225365_at	5.16e-06	1.06e-06	5.74	5.05603	0.6417661	ZDHHC20	zinc finger DHHC-type containing 20	253832
223066_at	5.16e-06	1.06e-06	5.74	5.055411	0.9459729	SNAPIN	SNAP associated protein	23557
204600_at	5.16e-06	1.06e-06	-5.74	5.054642	-1.7231001	EPHB3	EPH receptor B3	2049
235648_at	5.17e-06	1.06e-06	5.74	5.054015	1.2441047	ZNF567	zinc finger protein 567	163081
