"biotid","substrate_name","substrate_cid","substrate_inchikey","substrate_inchi","enzyme","reaction_type","biotransformation_type","biosystem","prod_name","prod_cid","prod_inchikey","prod_inchi","reference"
"BIOTID00038","(-)-thalidomide","92142","UEJJHQNACJXSKW-VIFPVBQESA-N","InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)/t9-/m0/s1","CYP2C19","Alpha hydroxylation of carbonyl group","Human Phase I","Human","cis, trans-5'-OH-thalidomide","NULL","HHTOWVWIVBSOKC-IENPIDJESA-N","InChI=1S/C13H10N2O5/c16-9-5-8(10(17)14-11(9)18)15-12(19)6-3-1-2-4-7(6)13(15)20/h1-4,8-9,16H,5H2,(H,14,17,18)/t8-,9?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00039","(-)-thalidomide","92142","UEJJHQNACJXSKW-VIFPVBQESA-N","InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)/t9-/m0/s1","CYP2C19","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","5-OH-thalidomide","44250311","LJBQRRQTZUJWRC-VIFPVBQESA-N","InChI=1S/C13H10N2O5/c16-6-1-2-7-8(5-6)13(20)15(12(7)19)9-3-4-10(17)14-11(9)18/h1-2,5,9,16H,3-4H2,(H,14,17,18)/t9-/m0/s1","R1) Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00040","(-)-thalidomide","92142","UEJJHQNACJXSKW-VIFPVBQESA-N","InChI=1S/C13H10N2O4/c16-10-6-5-9(11(17)14-10)15-12(18)7-3-1-2-4-8(7)13(15)19/h1-4,9H,5-6H2,(H,14,16,17)/t9-/m0/s1","CYP1A1; CYP1A2; CYP2C19; CYP2E1","ARENE_EPOXIDATION","Human Phase I","Human","(-)-thalidomide arene oxide","NULL","MNALUCRLHVMELD-UEJVZZJDSA-N","InChI=1S/C13H10N2O5/c16-10-2-1-7(11(17)14-10)15-12(18)5-3-8-9(20-8)4-6(5)13(15)19/h3-4,7-9H,1-2H2,(H,14,16,17)/t7-,8?,9?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00041","(-)-zileuton","10220327","MWLSOWXNZPKENC-ZETCQYMHSA-N","InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)/t7-/m0/s1","CYP3A4","Thiohene S-oxidation","Human Phase I","Human","Zileuton sulfoxide","95162932","KWEAXQJUQDQMNY-ISJKBYAMSA-N","InChI=1S/C11H12N2O3S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)17(10)16/h2-7,15H,1H3,(H2,12,14)/t7-,17?/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00042","(-)-zileuton","10220327","MWLSOWXNZPKENC-ZETCQYMHSA-N","InChI=1S/C11H12N2O2S/c1-7(13(15)11(12)14)10-6-8-4-2-3-5-9(8)16-10/h2-7,15H,1H3,(H2,12,14)/t7-/m0/s1","CYP1A2; CYP2C9","Aromatic hydroxylation of fused benzene ring","Human Phase I","Human","Hydroxyzileuton","NULL","ZQQVPNNYZLDMMO-LURJTMIESA-N","InChI=1S/C11H12N2O3S/c1-6(13(16)11(12)15)9-4-7-2-3-8(14)5-10(7)17-9/h2-6,14,16H,1H3,(H2,12,15)/t6-/m0/s1","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
"BIOTID00043","Perhexiline","38988177","CYXKNKQEMFBLER-GOSISDBHSA-N","InChI=1S/C19H35N/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18/h16-20H,1-15H2/t18-/m1/s1","CYP2D6","Hydroxylation of alicyclic secondary carbon","Human Phase I","Human","cis-hydroxyperhexilline","NULL","DZFRYNPJLZCKSC-BTRQGYIVSA-N","InChI=1S/C19H35NO/c21-18-11-9-16(10-12-18)19(15-6-2-1-3-7-15)14-17-8-4-5-13-20-17/h15-21H,1-14H2/t16?,17?,18-,19-/m0/s1","Zhou, S.F. (2009); Polymorphism of Human Cytochrome P450 2D6 and Its Clinical Significance; Clin Pharmacokinet 2009; 48 (11); PMID:19902987"
"BIOTID00044","Perhexiline","38988177","CYXKNKQEMFBLER-GOSISDBHSA-N","InChI=1S/C19H35N/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18/h16-20H,1-15H2/t18-/m1/s1","CYP2D6","Hydroxylation of alicyclic secondary carbon","Human Phase I","Human","trans-hydroxyperhexilline","NULL","DZFRYNPJLZCKSC-CRIGQSRLSA-N","InChI=1S/C19H35NO/c21-18-11-9-16(10-12-18)19(15-6-2-1-3-7-15)14-17-8-4-5-13-20-17/h15-21H,1-14H2/t16-,17?,18+,19?","Zhou, S.F. (2009); Polymorphism of Human Cytochrome P450 2D6 and Its Clinical Significance; Clin Pharmacokinet 2009; 48 (11); PMID:19902987"
"BIOTID00045","(+)-3-carene","443156","BQOFWKZOCNGFEC-BDAKNGLRSA-N","InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9+/m1/s1","CYP2B6; CYP2C19; CYP2D6","Hydroxlation of methyl carbon adjacent to an aliphatic ring","Human Phase I","Human","3-Caren-10-ol","129775894","BLWHTASVUYWISZ-BDAKNGLRSA-N","InChI=1S/C10H16O/c1-10(2)8-4-3-7(6-11)5-9(8)10/h3,8-9,11H,4-6H2,1-2H3/t8-,9+/m1/s1","Jaeger, W. and Haeferl, M.; Metabolism of Terpenoids in Animal Models and Humans (Chapter 9) in Handbook of Essential Oils - Science, Technology, and Applications, Second Edition; Edited by K. Husnu Can Baser and Gerhard Buchbauer; CRC Press 2015; pp. 253Ã¢â‚¬â€œ279."
"BIOTID00046","(+)-3-carene","443156","BQOFWKZOCNGFEC-BDAKNGLRSA-N","InChI=1S/C10H16/c1-7-4-5-8-9(6-7)10(8,2)3/h4,8-9H,5-6H2,1-3H3/t8-,9+/m1/s1","CYP1A2","EPOXIDATION_OF_112_TRISUBSTITUTED_ALKLENE","Human Phase I","Human","Carene epoxide","59057784","AGHSZSJVJPSERC-CCSIGSMKSA-N","InChI=1S/C10H16O/c1-9(2)6-4-8-10(3,11-8)5-7(6)9/h6-8H,4-5H2,1-3H3/t6-,7+,8?,10?/m1/s1","Jaeger, W. and Haeferl, M.; Metabolism of Terpenoids in Animal Models and Humans (Chapter 9) in Handbook of Essential Oils - Science, Technology, and Applications, Second Edition; Edited by K. Husnu Can Baser and Gerhard Buchbauer; CRC Press 2015; pp. 253Ã¢â‚¬â€œ279."
"BIOTID00047","(+)-bisoprolol","NULL","VHYCDWMUTMEGQY-QGZVFWFLSA-N","InChI=1S/C18H31NO4/c1-14(2)19-11-17(20)13-23-18-7-5-16(6-8-18)12-21-9-10-22-15(3)4/h5-8,14-15,17,19-20H,9-13H2,1-4H3/t17-/m1/s1","CYP2D6; CYP3A4","O-deisopropylation","Human Phase I","Human","(+)-bisoprolol, O-deisopropyl","NULL","AIGGWEPYIOOYLI-CQSZACIVSA-N","InChI=1S/C15H25NO4/c1-12(2)16-9-14(18)11-20-15-5-3-13(4-6-15)10-19-8-7-17/h3-6,12,14,16-18H,7-11H2,1-2H3/t14-/m1/s1","Horikiri, Y. (1998); Pharmacokinetics and Metabolism of Bisoprolol Enantiomers in Humans; Journal of Pharmaceutical Sciences; Vol. 87, No. 3"
"BIOTID00048","(+)-fipronil","15278225","ZOCSXAVNDGMNBV-SANMLTNESA-N","InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2H,22H2/t26-/m0/s1","CYP3A4","S-oxidation of sulfoxide to sulfone","Human Phase I","Human","f ipronil sulfone","3078139","LGHZJDKSVUTELU-UHFFFAOYSA-N","InChI=1S/C12H4Cl2F6N4O2S/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)27(25,26)12(18,19)20/h1-2H,22H2","Tang, J. et al. (2004); In vitro metabolism of fipronil by human and rat cytochrome P450 and its interactions with testosterone and diazepam; Chem Biol Interact. 2004 Apr 15;147(3):319-29"
"BIOTID00049","(+)-halofantrine","36688213","FOHHNHSLJDZUGQ-RUZDIDTESA-N","InChI=1S/C26H30Cl2F3NO/c1-3-5-10-32(11-6-4-2)12-9-25(33)23-16-22-21(14-18(27)15-24(22)28)20-13-17(26(29,30)31)7-8-19(20)23/h7-8,13-16,25,33H,3-6,9-12H2,1-2H3/t25-/m1/s1","CYP3A4","N-dealkylation of acyclic tertiary amine","Human Phase I","Human","(+)-halofantrine, N-desbutyl","76971137","FYHCHSNOXWVJJT-OAQYLSRUSA-N","InChI=1S/C22H22Cl2F3NO/c1-2-3-7-28-8-6-21(29)19-12-18-17(10-14(23)11-20(18)24)16-9-13(22(25,26)27)4-5-15(16)19/h4-5,9-12,21,28-29H,2-3,6-8H2,1H3/t21-/m1/s1","Halliday, R.C. et al. An investigation of the interaction between halofantrine, CYP2D6 and CYP3A4: studies with human liver microsomes and heterologous enzyme expression systems. Br J Clin Phar- macol 1995; 40: 369-78."
"BIOTID00050","(+)-isothujone","91456","USMNOWBWPHYOEA-XKSSXDPKSA-N","InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1","CYP2A6; CYP2B6; CYP2D6; CYP3A4","Hydroxylation of penultimate aliphatic tertiary carbon","Human Phase I","Human","4-hydroxy-isothujone","45096397","QCIUNUUHBWFYTD-QNSHHTMESA-N","InChI=1S/C10H16O2/c1-6(2)10-4-7(10)9(3,12)8(11)5-10/h6-7,12H,4-5H2,1-3H3/t7-,9-,10+/m1/s1","Jaeger, W. and Haeferl, M.; Metabolism of Terpenoids in Animal Models and Humans (Chapter 9) in Handbook of Essential Oils - Science, Technology, and Applications, Second Edition; Edited by K. Husnu Can Baser and Gerhard Buchbauer; CRC Press 2015; pp. 253Ã¢â‚¬â€œ279."
"BIOTID00051","(+)-isothujone","91456","USMNOWBWPHYOEA-XKSSXDPKSA-N","InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1","CYP2A6; CYP2B6; CYP2D6; CYP3A4","Hydroxylation of penultimate aliphatic tertiary carbon","Human Phase I","Human","7-hydroxy-isothujone","NULL","BWIMEHVFTVSHCC-NYNCVSEMSA-N","InChI=1S/C10H16O2/c1-6-7-4-10(7,5-8(6)11)9(2,3)12/h6-7,12H,4-5H2,1-3H3/t6-,7+,10+/m0/s1","Jaeger, W. and Haeferl, M.; Metabolism of Terpenoids in Animal Models and Humans (Chapter 9) in Handbook of Essential Oils - Science, Technology, and Applications, Second Edition; Edited by K. Husnu Can Baser and Gerhard Buchbauer; CRC Press 2015; pp. 253Ã¢â‚¬â€œ279."
"BIOTID00052","(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol","101235253","ULAADVBNYHGIBP-UJWQCDCRSA-N","InChI=1S/C19H26O2/c1-19-10-9-15-14-6-4-13(21-2)11-12(14)3-5-16(15)17(19)7-8-18(19)20/h4,6,11,15-18,20H,3,5,7-10H2,1-2H3/t15-,16-,17+,18-,19-/m1/s1","CYP2C19(major);CYP2C9;CYP1A2;CYP3A4","O-Demethylation","Human Phase I","Human","Estradiol","5757","VOXZDWNPVJITMN-UYTYNIKBSA-N","InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17-,18-/m1/s1","PMID:9714305"
"BIOTID00053","(2r)-1-(2-methoxyphenyl)propan-2-amine","7432381","VBAHFEPKESUPDE-MRVPVSSYSA-N","InChI=1S/C10H15NO/c1-8(11)7-9-5-3-4-6-10(9)12-2/h3-6,8H,7,11H2,1-2H3/t8-/m1/s1","CYP2D6","O-Demethylation","Human Phase I","Human","NULL","541960","BCYNCBWCTHFJIU-UHFFFAOYSA-N","InChI=1S/C9H13NO/c1-7(10)6-8-4-2-3-5-9(8)11/h2-5,7,11H,6,10H2,1H3","PMID:10456690"
"BIOTID00054","(2r)-1-(2-methoxyphenyl)propan-2-amine","7432381","VBAHFEPKESUPDE-MRVPVSSYSA-N","InChI=1S/C10H15NO/c1-8(11)7-9-5-3-4-6-10(9)12-2/h3-6,8H,7,11H2,1-2H3/t8-/m1/s1","CYP2D6","Aromatic Hydroxylation","Human Phase I","Human","NULL","84732347","PKIJOVMSOHJKHU-UHFFFAOYSA-N","InChI=1S/C10H15NO2/c1-7(11)6-8-4-3-5-9(12)10(8)13-2/h3-5,7,12H,6,11H2,1-2H3","PMID:10456690"
"BIOTID00055","(2r)-1-(2-methoxyphenyl)propan-2-amine","7432381","VBAHFEPKESUPDE-MRVPVSSYSA-N","InChI=1S/C10H15NO/c1-8(11)7-9-5-3-4-6-10(9)12-2/h3-6,8H,7,11H2,1-2H3/t8-/m1/s1","CYP2D6","Aromatic Hydroxylation","Human Phase I","Human","NULL","NULL","IPNIOEZCSLMIQL-UHFFFAOYSA-N","InChI=1S/C10H21NO2/c1-7(11)5-8-6-9(12)3-4-10(8)13-2/h7-10,12H,3-6,11H2,1-2H3","PMID:10456690"
"BIOTID00056","(2r)-2-[4-(3-methylthiophen-2-yl)phenyl]propanoic acid","127523","DTOPKPBTCXKNFF-SNVBAGLBSA-N","InChI=1S/C14H14O2S/c1-9-7-8-17-13(9)12-5-3-11(4-6-12)10(2)14(15)16/h3-8,10H,1-2H3,(H,15,16)/t10-/m1/s1","CYP2C9","C-Oxidation","Human Phase I","Human","NULL","NULL","UCLJEKUGFLLCDU-SECBINFHSA-N","InChI=1S/C14H14O3S/c1-8-7-12(15)18-13(8)11-5-3-10(4-6-11)9(2)14(16)17/h3-6,9H,7H2,1-2H3,(H,16,17)/t9-/m1/s1","PMID:10548450"
"BIOTID00058","(2s,5s)-troglitazone","6518172","GXPHKUHSUJUWKP-CYFREDJKSA-N","InChI=1S/C24H27NO5S/c1-13-14(2)21-18(15(3)20(13)26)9-10-24(4,30-21)12-29-17-7-5-16(6-8-17)11-19-22(27)25-23(28)31-19/h5-8,19,26H,9-12H2,1-4H3,(H,25,27,28)/t19-,24-/m0/s1","CYP3A4","2,4-thiazolidinedione ring opening","Human Phase I","Human","(2S)â€3â€(4â€{[(2S)â€6â€hydroxyâ€2,5,7,8â€tetramethylâ€3,4â€dihydroâ€1â€benzopyranâ€2â€yl]methoxy}phenyl)â€2â€(hydroxysulfanyl)propanecarbonyl isocyanate","NULL","HMEBITABBUPZPK-RDPSFJRHSA-N","InChI=1S/C24H27NO6S/c1-14-15(2)22-19(16(3)21(14)27)9-10-24(4,31-22)12-30-18-7-5-17(6-8-18)11-20(32-29)23(28)25-13-26/h5-8,20,27,29H,9-12H2,1-4H3/t20-,24-/m0/s1","He, K. et al. (2001); Troglitazone quinone formation catalyzed by human and rat CYP3A: an atypical CYP oxidation reaction; Biochem Pharmacol.; 62(2):191-8|Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103Ã¢â‚¬â€œ141; PMID:23333322|SÃƒÂ¡nchez, A. ET AL. (2006); Thiazolidinedione Bioactivation: A Comparison of the Bioactivation Potentials of Troglitazone, Rosiglitazone, and Pioglitazone Using Stable Isotope-Labeled Analogues and Liquid Chromatography Tandem Mass Spectrometry; Current Medicinal Chemistry, 2009 Vol. 16, No. 27"
"BIOTID00059","(2s,5s)-troglitazone","6518172","GXPHKUHSUJUWKP-CYFREDJKSA-N","InChI=1S/C24H27NO5S/c1-13-14(2)21-18(15(3)20(13)26)9-10-24(4,30-21)12-29-17-7-5-16(6-8-17)11-19-22(27)25-23(28)31-19/h5-8,19,26H,9-12H2,1-4H3,(H,25,27,28)/t19-,24-/m0/s1","CYP3A4","2,4-thiazolidinedione ring opening","Human Phase I","Human","(1S)-1-(formylcarbamoyl)-2-(4-{[(2S)-6-hydroxy-2,5,7,8-tetramethyl-3,4-dihydro-2H-1-benzopyran-2-yl]methoxy}phenyl)ethane-1-sulfinic acid","NULL","XIINUBVMVMENJH-RDPSFJRHSA-N","InChI=1S/C24H29NO7S/c1-14-15(2)22-19(16(3)21(14)27)9-10-24(4,32-22)12-31-18-7-5-17(6-8-18)11-20(33(29)30)23(28)25-13-26/h5-8,13,20,27H,9-12H2,1-4H3,(H,29,30)(H,25,26,28)/t20-,24-/m0/s1","He, K. et al. (2001); Troglitazone quinone formation catalyzed by human and rat CYP3A: an atypical CYP oxidation reaction; Biochem Pharmacol.; 62(2):191-8|Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103Ã¢â‚¬â€œ141; PMID:23333322|SÃƒÂ¡nchez, A. ET AL. (2006); Thiazolidinedione Bioactivation: A Comparison of the Bioactivation Potentials of Troglitazone, Rosiglitazone, and Pioglitazone Using Stable Isotope-Labeled Analogues and Liquid Chromatography Tandem Mass Spectrometry; Current Medicinal Chemistry, 2009 Vol. 16, No. 27"
"BIOTID00060","Saquinavir","441243","QWAXKHKRTORLEM-UGJKXSETSA-N","InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)/t26-,27+,30-,31-,32-,33+/m0/s1","CYP3A4","Hydroxylation of terminal methyl","Human Phase I","Human","(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-[(1-hydroxy-2-methylpropan-2-yl)carbamoyl]-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide","122197282","SQCJGICLIMLWFB-UGJKXSETSA-N","InChI=1S/C38H50N6O6/c1-38(2,23-45)43-37(50)32-19-26-13-6-7-14-27(26)21-44(32)22-33(46)30(18-24-10-4-3-5-11-24)41-36(49)31(20-34(39)47)42-35(48)29-17-16-25-12-8-9-15-28(25)40-29/h3-5,8-12,15-17,26-27,30-33,45-46H,6-7,13-14,18-23H2,1-2H3,(H2,39,47)(H,41,49)(H,42,48)(H,43,50)/t26-,27+,30-,31-,32-,33+/m0/s1","Fitzsimmons, M.E. and Collins, J.M. (1997); Selective Biotransformation of the HIV Protease Inhibitor Saquinavir by Human Small Intestinal Cytochrome P450 3A4: Potential Contribution to High First-Pass Metabolism. Drug Metab. Dispos.; 25; pp. 256Ã¢â‚¬â€œ266"
"BIOTID00061","Saquinavir","441243","QWAXKHKRTORLEM-UGJKXSETSA-N","InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)/t26-,27+,30-,31-,32-,33+/m0/s1","CYP3A4","Hydroxylation of alicyclic secondary carbon","Human Phase I","Human","(2S)-N-[(2S,3R)-4-[(3S,4aR,8aS)-3-(tert-butylcarbamoyl)-6-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide","NULL","VEVTYHWFAKZKCL-VICGCSEUSA-N","InChI=1S/C38H50N6O6/c1-38(2,3)43-37(50)32-19-26-18-27(45)15-13-25(26)21-44(32)22-33(46)30(17-23-9-5-4-6-10-23)41-36(49)31(20-34(39)47)42-35(48)29-16-14-24-11-7-8-12-28(24)40-29/h4-12,14,16,25-27,30-33,45-46H,13,15,17-22H2,1-3H3,(H2,39,47)(H,41,49)(H,42,48)(H,43,50)/t25-,26+,27?,30+,31+,32+,33-/m1/s1","Fitzsimmons, M.E. and Collins, J.M. (1997); Selective Biotransformation of the HIV Protease Inhibitor Saquinavir by Human Small Intestinal Cytochrome P450 3A4: Potential Contribution to High First-Pass Metabolism. Drug Metab. Dispos.; 25; pp. 256Ã¢â‚¬â€œ266"
"BIOTID00062","Saquinavir","441243","QWAXKHKRTORLEM-UGJKXSETSA-N","InChI=1S/C38H50N6O5/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49)/t26-,27+,30-,31-,32-,33+/m0/s1","CYP3A4","Hydroxylation of alicyclic secondary carbon","Human Phase I","Human","(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-7-hydroxy-decahydroisoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-[(quinolin-2-yl)formamido]butanediamide","NULL","YHJGQHOJUFVUIN-XFHLUWSMSA-N","InChI=1S/C38H50N6O6/c1-38(2,3)43-37(50)32-19-25-13-15-27(45)18-26(25)21-44(32)22-33(46)30(17-23-9-5-4-6-10-23)41-36(49)31(20-34(39)47)42-35(48)29-16-14-24-11-7-8-12-28(24)40-29/h4-12,14,16,25-27,30-33,45-46H,13,15,17-22H2,1-3H3,(H2,39,47)(H,41,49)(H,42,48)(H,43,50)/t25-,26+,27?,30-,31-,32-,33+/m0/s1","Fitzsimmons, M.E. and Collins, J.M. (1997); Selective Biotransformation of the HIV Protease Inhibitor Saquinavir by Human Small Intestinal Cytochrome P450 3A4: Potential Contribution to High First-Pass Metabolism. Drug Metab. Dispos.; 25; pp. 256Ã¢â‚¬â€œ266"
"BIOTID00063","(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid","101619702","IBHYMKYJWOYNMU-KHECKTLASA-N","InChI=1S/C18H23NO4S/c20-17(21)9-5-4-8-16-13-10-11-14(12-13)18(16)19-24(22,23)15-6-2-1-3-7-15/h1-7,13-14,16,18-19H,8-12H2,(H,20,21)/b5-4-/t13-,14+,16+,18+/m1/s1","CYP2C9;CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","(3Z)â€5â€{3â€benzenesulfonamidoâ€6â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid","NULL","JJKBBLIIFRKQPZ-PLNGDYQASA-N","InChI=1S/C18H23NO5S/c20-16-11-12-10-15(16)14(8-4-5-9-17(21)22)18(12)19-25(23,24)13-6-2-1-3-7-13/h1-7,12,14-16,18-20H,8-11H2,(H,21,22)/b5-4-","PMID:9010633"
"BIOTID00064","(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid","101619702","IBHYMKYJWOYNMU-KHECKTLASA-N","InChI=1S/C18H23NO4S/c20-17(21)9-5-4-8-16-13-10-11-14(12-13)18(16)19-24(22,23)15-6-2-1-3-7-15/h1-7,13-14,16,18-19H,8-12H2,(H,20,21)/b5-4-/t13-,14+,16+,18+/m1/s1","CYP3A4","Aliphatic Hydroxylation","Human Phase I","Human","(3Z)â€5â€{3â€benzenesulfonamidoâ€5â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid","NULL","AXYCZOBHLHHYRD-PLNGDYQASA-N","InChI=1S/C18H23NO5S/c20-16-11-12-10-15(16)18(14(12)8-4-5-9-17(21)22)19-25(23,24)13-6-2-1-3-7-13/h1-7,12,14-16,18-20H,8-11H2,(H,21,22)/b5-4-","PMID:9010633"
"BIOTID00065","(r)-(+)-felodipine","941699","RZTAMFZIAATZDJ-HNNXBMFYSA-N","InChI=1S/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,15,21H,5H2,1-4H3/t15-/m0/s1","CYP3A4","Dehydrogenation of 4-aryl substituted 1,4-dihydropyridine","Human Phase I","Human","Dehydrofelodipine","62970","REQRUBNOOIAHMG-UHFFFAOYSA-N","InChI=1S/C18H17Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8H,5H2,1-4H3","Zanger, U.M. and Schwab, M.; Cytochrome P450 enzymes in drug metabolism: Regulation of gene expression, enzyme activities, and impact of genetic variation; Pharmacology & Therapeutics 138 (2013) 103Ã¢â‚¬â€œ141; PMID:23333322"
"BIOTID00066","(R)-(-)-Mexiletine","180621","VLPIATFUUWWMKC-SNVBAGLBSA-N","InChI=1S/C11H17NO/c1-8-5-4-6-9(2)11(8)13-7-10(3)12/h4-6,10H,7,12H2,1-3H3/t10-/m1/s1","CYP1A2 (minor); CYP2D6 (major)","HYDROXYLATION_OF_AROMATIC_CARBON; HYDROXYLATION_OF_BENZENE_PARA_TO_EDG","Human Phase I","Human","(R)-(-)-Mexiletine, p-hydroxyl","71351213","YWOSWRCXWBDSRQ-SECBINFHSA-N","InChI=1S/C11H17NO2/c1-7-4-10(13)5-8(2)11(7)14-6-9(3)12/h4-5,9,13H,6,12H2,1-3H3/t9-/m1/s1","Zhou, S.F. (2009); Polymorphism of Human Cytochrome P450 2D6 and Its Clinical Significance; Clin Pharmacokinet 2009; 48 (11); PMID:19902987|Zhou, S.F. and Wang, B. (2009); Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 4066-4218; PMID:19754423"
