Name,InChIKey,InChI,PubChem_CID,SMILES,Synonym1,Synonym2
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,"InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)",2754,C1CCC(CC1)n1c(CCCCOc2ccc3c(CCC(=O)N3)c2)nnn1,,
"1,8-Cineole",WEEGYLXZBRQIMU-WAAGHKOSSA-N,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3",2758,CC1(C)C2CCC(C)(CC2)O1,,
(+-)-Cisapride,DCSUBABJRXZOMT-UHFFFAOYNA-N,"InChI=1S/C23H29ClFN3O4/c1-30-21-13-19(26)18(24)12-17(21)23(29)27-20-8-10-28(14-22(20)31-2)9-3-11-32-16-6-4-15(25)5-7-16/h4-7,12-13,20,22H,3,8-11,14,26H2,1-2H3,(H,27,29)",2769,COc1cc(c(cc1C(=NC1CCN(CCCOc2ccc(cc2)F)CC1OC)O)Cl)N,,
Citalopram,WSEQXVZVJXJVFP-UHFFFAOYNA-N,"InChI=1S/C20H21FN2O/c1-23(2)11-3-10-20(17-5-7-18(21)8-6-17)19-9-4-15(13-22)12-16(19)14-24-20/h4-9,12H,3,10-11,14H2,1-2H3",2771,CN(C)CCCC1(c2ccc(cc2)F)c2ccc(cc2CO1)C#N,,
Clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,"InChI=1S/C9H5ClINO/c10-6-4-7(11)9(13)8-5(6)2-1-3-12-8/h1-4,13H",2788,c1cc2c(cc(c(c2nc1)O)I)Cl,,
clobazam,CXOXHMZGEKVPMT-UHFFFAOYSA-N,"InChI=1S/C16H13ClN2O2/c1-18-13-8-7-11(17)9-14(13)19(16(21)10-15(18)20)12-5-3-2-4-6-12/h2-9H,10H2,1H3",2789,CN1c2ccc(cc2N(c2ccccc2)C(=O)CC1=O)Cl,,
Clofibric acid,TXCGAZHTZHNUAI-UHFFFAOYSA-N,"InChI=1S/C10H11ClO3/c1-10(2,9(12)13)14-8-5-3-7(11)4-6-8/h3-6H,1-2H3,(H,12,13)",2797,CC(C)(C(=O)O)Oc1ccc(cc1)Cl,,
clomipramine,GDLIGKIOYRNHDA-UHFFFAOYSA-N,"InChI=1S/C19H23ClN2/c1-21(2)12-5-13-22-18-7-4-3-6-15(18)8-9-16-10-11-17(20)14-19(16)22/h3-4,6-7,10-11,14H,5,8-9,12-13H2,1-2H3",2801,CN(C)CCCN1c2ccccc2CCc2ccc(cc12)Cl,,
clotiazepam,CHBRHODLKOZEPZ-UHFFFAOYSA-N,"InChI=1S/C16H15ClN2OS/c1-3-10-8-12-15(11-6-4-5-7-13(11)17)18-9-14(20)19(2)16(12)21-10/h4-8H,3,9H2,1-2H3",2811,CCc1cc2C(=NCC(=O)N(C)c2s1)c1ccccc1Cl,,
4-Methylphenol,IWDCLRJOBJJRNH-UHFFFAOYSA-N,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",2879,Cc1ccc(cc1)O,p-cresol,
cyclobenzaprine,JURKNVYFZMSNLP-UHFFFAOYSA-N,"InChI=1S/C20H21N/c1-21(2)15-7-12-20-18-10-5-3-8-16(18)13-14-17-9-4-6-11-19(17)20/h3-6,8-14H,7,15H2,1-2H3",2895,CN(C)CCC=C1c2ccccc2C=Cc2ccccc12,,
Cyproheptadine,JJCFRYNCJDLXIK-UHFFFAOYSA-N,"InChI=1S/C21H21N/c1-22-14-12-18(13-15-22)21-19-8-4-2-6-16(19)10-11-17-7-3-5-9-20(17)21/h2-11H,12-15H2,1H3",2913,CN1CCC(=C2c3ccccc3C=Cc3ccccc23)CC1,,
dapsone,MQJKPEGWNLWLTK-UHFFFAOYSA-N,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",2955,c1cc(ccc1N)S(=O)(=O)c1ccc(cc1)N,,
debrisoquine,JWPGJSVJDAJRLW-UHFFFAOYSA-N,"InChI=1S/C10H13N3/c11-10(12)13-6-5-8-3-1-2-4-9(8)7-13/h1-4H,5-7H2,(H3,11,12)",2966,c1ccc2CN(CCc2c1)C(=N)N,,
Desipramine,HCYAFALTSJYZDH-UHFFFAOYSA-N,"InChI=1S/C18H22N2/c1-19-13-6-14-20-17-9-4-2-7-15(17)11-12-16-8-3-5-10-18(16)20/h2-5,7-10,19H,6,11-14H2,1H3",2995,CNCCCN1c2ccccc2CCc2ccccc12,Desimipramine ,desimipramine
nordiazepam,AKPLHCDWDRPJGD-UHFFFAOYSA-N,"InChI=1S/C15H11ClN2O/c16-11-6-7-13-12(8-11)15(17-9-14(19)18-13)10-4-2-1-3-5-10/h1-8H,9H2,(H,18,19)",2997,c1ccc(cc1)C1=NCC(=Nc2ccc(cc12)Cl)O,,
amphetamine,KWTSXDURSIMDCE-UHFFFAOYSA-N,"InChI=1S/C9H13N/c1-8(10)7-9-5-3-2-4-6-9/h2-6,8H,7,10H2,1H3",3007,CC(Cc1ccccc1)N,,
diazepam,AAOVKJBEBIDNHE-UHFFFAOYSA-N,"InChI=1S/C16H13ClN2O/c1-19-14-8-7-12(17)9-13(14)16(18-10-15(19)20)11-5-3-2-4-6-11/h2-9H,10H2,1H3",3016,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1)Cl,,
Diazinon,FHIVAFMUCKRCQO-UHFFFAOYSA-N,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",3017,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,,
"2,6-dichlorobenzonitrile",YOYAIZYFCNQIRF-UHFFFAOYSA-N,InChI=1S/C7H3Cl2N/c8-6-2-1-3-7(9)5(6)4-10/h1-3H,3031,c1cc(c(C#N)c(c1)Cl)Cl,,
diclofenac,DCOPUUMXTXDBNB-UHFFFAOYSA-N,"InChI=1S/C14H11Cl2NO2/c15-10-5-3-6-11(16)14(10)17-12-7-2-1-4-9(12)8-13(18)19/h1-7,17H,8H2,(H,18,19)",3033,c1ccc(c(c1)CC(=O)O)Nc1c(cccc1Cl)Cl,,
Dimethadione,JYJFNDQBESEHJQ-UHFFFAOYSA-N,"InChI=1S/C5H7NO3/c1-5(2)3(7)6-4(8)9-5/h1-2H3,(H,6,7,8)",3081,CC1(C)C(=NC(=O)O1)O,,
Dimethoate,MCWXGJITAZMZEV-UHFFFAOYSA-N,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",3082,CN=C(CSP(=S)(OC)OC)O,,
diphenhydramine,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,"InChI=1S/C17H21NO/c1-18(2)13-14-19-17(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,17H,13-14H2,1-2H3",3100,CN(C)CCOC(c1ccccc1)c1ccccc1,,
Benzophenone,RWCCWEUUXYIKHB-UHFFFAOYSA-N,InChI=1S/C13H10O/c14-13(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,3102,c1ccc(cc1)C(=O)c1ccccc1,,
Disopyramide,UVTNFZQICZKOEM-UHFFFAOYSA-N,"InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)",3114,CC(C)N(CCC(c1ccccc1)(c1ccccn1)C(=N)O)C(C)C,,
Disulfoton,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",3118,CCOP(=S)(OCC)SCCSCC,,
Diuron,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",3120,CN(C)C(=Nc1ccc(c(c1)Cl)Cl)O,,
valproic acid,NIJJYAXOARWZEE-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",3121,CCCC(CCC)C(=O)O,,
domperidone,FGXWKSZFVQUSTL-UHFFFAOYSA-N,"InChI=1S/C22H24ClN5O2/c23-15-6-7-20-18(14-15)25-22(30)28(20)16-8-12-26(13-9-16)10-3-11-27-19-5-2-1-4-17(19)24-21(27)29/h1-2,4-7,14,16H,3,8-13H2,(H,24,29)(H,25,30)",3151,c1ccc2c(c1)nc(n2CCCN1CCC(CC1)n1c2ccc(cc2nc1O)Cl)O,,
donepezil,ADEBPBSSDYVVLD-UHFFFAOYNA-N,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3",3152,COc1cc2CC(CC3CCN(CC3)Cc3ccccc3)C(=O)c2cc1OC,,
ebastine,VPIRRYIYIPYTGX-UHFFFAOYSA-N,"InChI=1S/C32H39NO2/c1-32(2,3)28-18-16-25(17-19-28)30(34)15-10-22-33-23-20-29(21-24-33)35-31(26-11-6-4-7-12-26)27-13-8-5-9-14-27/h4-9,11-14,16-19,29,31H,10,15,20-24H2,1-3H3",3191,CC(C)(C)c1ccc(cc1)C(=O)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1,,
Emodin,RHMXXJGYXNZAPX-UHFFFAOYSA-N,"InChI=1S/C15H10O5/c1-6-2-8-12(10(17)3-6)15(20)13-9(14(8)19)4-7(16)5-11(13)18/h2-5,16-18H,1H3",3220,Cc1cc2c(c(c1)O)C(=O)c1c(cc(cc1O)O)C2=O,,
estazolam,CDCHDCWJMGXXRH-UHFFFAOYSA-N,"InChI=1S/C16H11ClN4/c17-12-6-7-14-13(8-12)16(11-4-2-1-3-5-11)18-9-15-20-19-10-21(14)15/h1-8,10H,9H2",3261,c1ccc(cc1)C1=NCc2nncn2c2ccc(cc12)Cl,,
7-ethoxyresorufin,CRCWUBLTFGOMDD-UHFFFAOYSA-N,"InChI=1S/C14H11NO3/c1-2-17-10-4-6-12-14(8-10)18-13-7-9(16)3-5-11(13)15-12/h3-8H,2H2,1H3",3294,CCOc1ccc2c(c1)oc1cc(=O)ccc1n2,,
etizolam,VMZUTJCNQWMAGF-UHFFFAOYSA-N,"InChI=1S/C17H15ClN4S/c1-3-11-8-13-16(12-6-4-5-7-14(12)18)19-9-15-21-20-10(2)22(15)17(13)23-11/h4-8H,3,9H2,1-2H3",3307,CCc1cc2C(=NCc3nnc(C)n3c2s1)c1ccccc1Cl,,
Etodolac,NNYBQONXHNTVIJ-UHFFFAOYSA-N,"InChI=1S/C17H21NO3/c1-3-11-6-5-7-12-13-8-9-21-17(4-2,10-14(19)20)16(13)18-15(11)12/h5-7,18H,3-4,8-10H2,1-2H3,(H,19,20)",3308,CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,,
eugenol,RRAFCDWBNXTKKO-UHFFFAOYSA-N,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",3314,C=CCc1ccc(c(c1)OC)O,,
Farnesol,CRDAMVZIKSXKFV-UHFFFAOYSA-N,"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3",3327,CC(=CCCC(=CCCC(=CCO)C)C)C,,
fentanyl,PJMPHNIQZUBGLI-UHFFFAOYSA-N,"InChI=1S/C22H28N2O/c1-2-22(25)24(20-11-7-4-8-12-20)21-14-17-23(18-15-21)16-13-19-9-5-3-6-10-19/h3-12,21H,2,13-18H2,1H3",3345,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,,
Fenthion,PNVJTZOFSHSLTO-UHFFFAOYSA-N,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",3346,Cc1cc(ccc1SC)OP(=S)(OC)OC,,
Esfenvalerate,NYPJDWWKZLNGGM-UHFFFAOYNA-N,"InChI=1S/C25H22ClNO3/c1-17(2)24(18-11-13-20(26)14-12-18)25(28)30-23(16-27)19-7-6-10-22(15-19)29-21-8-4-3-5-9-21/h3-15,17,23-24H,1-2H3",3347,CC(C)C(c1ccc(cc1)Cl)C(=O)OC(C#N)c1cccc(c1)Oc1ccccc1,,
fluphenazine,PLDUPXSUYLZYBN-UHFFFAOYSA-N,"InChI=1S/C22H26F3N3OS/c23-22(24,25)17-6-7-21-19(16-17)28(18-4-1-2-5-20(18)30-21)9-3-8-26-10-12-27(13-11-26)14-15-29/h1-2,4-7,16,29H,3,8-15H2",3372,c1ccc2c(c1)N(CCCN1CCN(CC1)CCO)c1cc(ccc1S2)C(F)(F)F,,
flunitrazepam,PPTYJKAXVCCBDU-UHFFFAOYSA-N,"InChI=1S/C16H12FN3O3/c1-19-14-7-6-10(20(22)23)8-12(14)16(18-9-15(19)21)11-4-2-3-5-13(11)17/h2-8H,9H2,1H3",3380,CN1c2ccc(cc2C(=NCC1=O)c1ccccc1F)N(=O)=O,,
5-Fluorouracil,GHASVSINZRGABV-UHFFFAOYSA-N,"InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)",3385,c1c(c(nc(n1)O)O)F,,
Fluoxetine ,RTHCYVBBDHJXIQ-UHFFFAOYSA-N,"InChI=1S/C17H18F3NO/c1-21-12-11-16(13-5-3-2-4-6-13)22-15-9-7-14(8-10-15)17(18,19)20/h2-10,16,21H,11-12H2,1H3",3386,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,,
flutamide,MKXKFYHWDHIYRV-UHFFFAOYSA-N,"InChI=1S/C11H11F3N2O3/c1-6(2)10(17)15-7-3-4-9(16(18)19)8(5-7)11(12,13)14/h3-6H,1-2H3,(H,15,17)",3397,CC(C)C(=Nc1ccc(c(c1)C(F)(F)F)N(=O)=O)O,,
furafylline,KGQZGCIVHYLPBH-UHFFFAOYSA-N,"InChI=1S/C12H12N4O3/c1-7-13-9-10(14-7)16(6-8-4-3-5-19-8)12(18)15(2)11(9)17/h3-5H,6H2,1-2H3,(H,13,14)",3433,Cc1nc2c([nH]1)n(Cc1ccco1)c(=O)n(C)c2=O,,
vanoxerine,NAUWTFJOPJWYOT-UHFFFAOYSA-N,"InChI=1S/C28H32F2N2O/c29-26-12-8-24(9-13-26)28(25-10-14-27(30)15-11-25)33-22-21-32-19-17-31(18-20-32)16-4-7-23-5-2-1-3-6-23/h1-3,5-6,8-15,28H,4,7,16-22H2",3455,c1ccc(cc1)CCCN1CCN(CC1)CCOC(c1ccc(cc1)F)c1ccc(cc1)F,,
Gemfibrozil,HEMJJKBWTPKOJG-UHFFFAOYSA-N,"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)",3463,Cc1ccc(C)c(c1)OCCCC(C)(C)C(=O)O,,
5-hydroxylation,WXTMDXOMEHJXQO-UHFFFAOYSA-N,"InChI=1S/C7H6O4/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,8-9H,(H,10,11)",3469,c1cc(c(cc1O)C(=O)O)O,,
Gliclazide,BOVGTQGAOIONJV-UHFFFAOYNA-N,"InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",3475,Cc1ccc(cc1)S(=O)(=O)NC(=NN1CC2CCCC2C1)O,,
Glimepiride,WIGIZIANZCJQQY-UHFFFAOYSA-N,"InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)",3476,CCC1=C(C)CN(C1=O)C(=NCCc1ccc(cc1)S(=O)(=O)NC(=NC1CCC(C)CC1)O)O,,
Glipizide,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,"InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)",3478,Cc1cnc(cn1)C(=NCCc1ccc(cc1)S(=O)(=O)NC(=NC1CCCCC1)O)O,,
Glyburide,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",3488,COc1ccc(cc1C(=NCCc1ccc(cc1)S(=O)(=O)NC(=NC1CCCCC1)O)O)Cl,,
haloperidol,LNEPOXFFQSENCJ-UHFFFAOYSA-N,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",3559,C(CC(=O)c1ccc(cc1)F)CN1CCC(CC1)(c1ccc(cc1)Cl)O,,
Halothane ,BCQZXOMGPXTTIC-UHFFFAOYSA-N,"InChI=1S/C2HBrClF3/c3-1(4)2(5,6)7/h1H",3562,C(C(F)(F)F)(Br)Cl,,
harmaline,RERZNCLIYCABFS-UHFFFAOYSA-N,"InChI=1S/C13H14N2O/c1-8-13-11(5-6-14-8)10-4-3-9(16-2)7-12(10)15-13/h3-4,7,15H,5-6H2,1-2H3",3564,CC1=NCCc2c3ccc(cc3[nH]c12)OC,,
Harmalol,RHVPEFQDYMMNSY-UHFFFAOYSA-N,"InChI=1S/C12H12N2O/c1-7-12-10(4-5-13-7)9-3-2-8(15)6-11(9)14-12/h2-3,6,14-15H,4-5H2,1H3",3565,CC1=NCCc2c3ccc(cc3[nH]c12)O,,
hydralazine,RPTUSVTUFVMDQK-UHFFFAOYSA-N,"InChI=1S/C8H8N4/c9-11-8-7-4-2-1-3-6(7)5-10-12-8/h1-5H,9H2,(H,11,12)",3637,c1ccc2c(c1)cn[nH]c2=NN,,
Hydromorphone,WVLOADHCBXTIJK-UHFFFAOYSA-N,"InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2,4,10-11,16,19H,3,5-8H2,1H3",3648,CN1CCC23C4CCC(=O)C3Oc3c(ccc(CC14)c23)O,,
4-Hydroxyamphetamine,GIKNHHRFLCDOEU-UHFFFAOYSA-N,"InChI=1S/C9H13NO/c1-7(10)6-8-2-4-9(11)5-3-8/h2-5,7,11H,6,10H2,1H3",3651,CC(Cc1ccc(cc1)O)N,,
N4-hydroxylamine,HLVVITIHAZBPKB-UHFFFAOYSA-N,"InChI=1S/C13H14N2O/c14-13-8-4-1-2-5-9(8)15-10-6-3-7-11(16)12(10)13/h1-2,4-5,11,16H,3,6-7H2,(H2,14,15)",3655,c1ccc2c(c1)c(=N)c1c(CCCC1O)[nH]2,,
4-Hydroxytolbutamide,SJRHYONYKZIRPM-UHFFFAOYSA-N,"InChI=1S/C12H18N2O4S/c1-2-3-8-13-12(16)14-19(17,18)11-6-4-10(9-15)5-7-11/h4-7,15H,2-3,8-9H2,1H3,(H2,13,14,16)",3656,CCCCN=C(NS(=O)(=O)c1ccc(cc1)CO)O,,
lidocaine,NNJVILVZKWQKPM-UHFFFAOYSA-N,"InChI=1S/C14H22N2O/c1-5-16(6-2)10-13(17)15-14-11(3)8-7-9-12(14)4/h7-9H,5-6,10H2,1-4H3,(H,15,17)",3676,CCN(CC)CC(=Nc1c(C)cccc1C)O,,
imipramine,BCGWQEUPMDMJNV-UHFFFAOYSA-N,"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",3696,CN(C)CCCN1c2ccccc2CCc2ccccc12,,
Amrinone,RNLQIBCLLYYYFJ-UHFFFAOYSA-N,"InChI=1S/C10H9N3O/c11-9-5-8(6-13-10(9)14)7-1-3-12-4-2-7/h1-6H,11H2,(H,13,14)",3698,c1cnccc1c1cc(c(nc1)O)N,Inamrinone,
indomethacin,CGIGDMFJXJATDK-UHFFFAOYSA-N,"InChI=1S/C19H16ClNO4/c1-11-15(10-18(22)23)16-9-14(25-2)7-8-17(16)21(11)19(24)12-3-5-13(20)6-4-12/h3-9H,10H2,1-2H3,(H,22,23)",3715,Cc1c(CC(=O)O)c2cc(ccc2n1C(=O)c1ccc(cc1)Cl)OC,,
ipriflavone,SFBODOKJTYAUCM-UHFFFAOYSA-N,"InChI=1S/C18H16O3/c1-12(2)21-14-8-9-15-17(10-14)20-11-16(18(15)19)13-6-4-3-5-7-13/h3-12H,1-2H3",3747,CC(C)Oc1ccc2c(c1)occ(c1ccccc1)c2=O,,
irbesartan,YOSHYTLCDANDAN-UHFFFAOYSA-N,"InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",3749,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,,
isoniazid,QRXWMOHMRWLFEY-UHFFFAOYSA-N,"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)",3767,c1cnccc1C(=O)NN,Isonicotinoylhydrazine,
"3,4,5-Trihydroxy-6-[2-(pyridine-4-carbonyl)hydrazinyl]oxane-2-carboxylic acid",QVJOLLPKYFYTIH-UHFFFAOYSA-N,"InChI=1S/C12H15N3O7/c16-6-7(17)9(12(20)21)22-11(8(6)18)15-14-10(19)5-1-3-13-4-2-5/h1-4,6-9,11,15-18H,(H,14,19)(H,20,21)",3768,c1cnccc1C(=O)NNC1C(C(C(C(C(=O)O)O1)O)O)O,,
2-propanol,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",3776,CC(C)O,,
Ketoprofen,DKYWVDODHFEZIM-UHFFFAOYSA-N,"InChI=1S/C16H14O3/c1-11(16(18)19)13-8-5-9-14(10-13)15(17)12-6-3-2-4-7-12/h2-11H,1H3,(H,18,19)",3825,CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O,,
Ketotifen,ZCVMWBYGMWKGHF-UHFFFAOYSA-N,"InChI=1S/C19H19NOS/c1-20-9-6-13(7-10-20)18-15-5-3-2-4-14(15)12-17(21)19-16(18)8-11-22-19/h2-5,8,11H,6-7,9-10,12H2,1H3",3827,CN1CCC(=C2c3ccccc3CC(=O)c3c2ccs3)CC1,,
lauric acid,POULHZVOKOAJMA-UHFFFAOYSA-N,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",3893,CCCCCCCCCCCC(=O)O,,
leflunomide,VHOGYURTWQBHIL-UHFFFAOYSA-N,"InChI=1S/C12H9F3N2O2/c1-7-10(6-16-19-7)11(18)17-9-4-2-8(3-5-9)12(13,14)15/h2-6H,1H3,(H,17,18)",3899,Cc1c(cno1)C(=O)Nc1ccc(cc1)C(F)(F)F,,
loperamide,RDOIQAHITMMDAJ-UHFFFAOYSA-N,"InChI=1S/C29H33ClN2O2/c1-31(2)27(33)29(24-9-5-3-6-10-24,25-11-7-4-8-12-25)19-22-32-20-17-28(34,18-21-32)23-13-15-26(30)16-14-23/h3-16,34H,17-22H2,1-2H3",3955,CN(C)C(=O)C(CCN1CCC(CC1)(c1ccc(cc1)Cl)O)(c1ccccc1)c1ccccc1,,
loratadine,JCCNYMKQOSZNPW-UHFFFAOYSA-N,"InChI=1S/C22H23ClN2O2/c1-2-27-22(26)25-12-9-15(10-13-25)20-19-8-7-18(23)14-17(19)6-5-16-4-3-11-24-21(16)20/h3-4,7-8,11,14H,2,5-6,9-10,12-13H2,1H3",3957,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3cccnc23)Cl)CC1,,
Lorazepam,DIWRORZWFLOCLC-UHFFFAOYSA-N,"InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)",3958,c1ccc(c(c1)C1=NC(C(=Nc2ccc(cc12)Cl)O)O)Cl,,
losartan,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)",3961,CCCCc1nc(c(CO)n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)Cl,,
Loxepine,XJGVXQDUIWGIRW-UHFFFAOYSA-N,"InChI=1S/C18H18ClN3O/c1-21-8-10-22(11-9-21)18-14-12-13(19)6-7-16(14)23-17-5-3-2-4-15(17)20-18/h2-7,12H,8-11H2,1H3",3964,CN1CCN(CC1)C1=Nc2ccccc2Oc2ccc(cc12)Cl,,
maprotiline,QSLMDECMDJKHMQ-GSXCWMCISA-N,"InChI=1S/C20H23N/c1-21-14-6-12-20-13-11-15(16-7-2-4-9-18(16)20)17-8-3-5-10-19(17)20/h2-5,7-10,15,21H,6,11-14H2,1H3",4011,CNCCCC12CCC(c3ccccc13)c1ccccc21,,
mefenamic acid,HYYBABOKPJLUIN-UHFFFAOYSA-N,"InChI=1S/C15H15NO2/c1-10-6-5-9-13(11(10)2)16-14-8-4-3-7-12(14)15(17)18/h3-9,16H,1-2H3,(H,17,18)",4044,Cc1cccc(c1C)Nc1ccccc1C(=O)O,,
meperidine,XADCESSVHJOZHK-UHFFFAOYSA-N,"InChI=1S/C15H21NO2/c1-3-18-14(17)15(9-11-16(2)12-10-15)13-7-5-4-6-8-13/h4-8H,3,9-12H2,1-2H3",4058,CCOC(=O)C1(CCN(C)CC1)c1ccccc1,,
mesalazine,KBOPZPXVLCULAV-UHFFFAOYSA-N,"InChI=1S/C7H7NO3/c8-4-1-2-6(9)5(3-4)7(10)11/h1-3,9H,8H2,(H,10,11)",4075,c1cc(c(cc1N)C(=O)O)O,,
Thioridazine 2-sulfoxide ,SLVMESMUVMCQIY-UHFFFAOYSA-N,"InChI=1S/C21H26N2OS2/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3",4078,CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(=O)C,,
