Predecessor_CID,Predecessor_Name,Successor_CID,Successor_Name,Transformation,Biosystem,Enzyme,Source_ID,Source,Source_Description,Dataset_DOI,Dataset_Description,Evidence_ID,Evidence_Description
6989,Thymol,12456386,thymol sulfate,3-OH sulfonation of phenolic compound / Human Phase II,Human,SULT,BIOTID01605,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0062720
6989,Thymol,101461902,thymol O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT,BIOTID01604,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Jager, W. and Hoferl,M. (2016); Metabolism of Terpenoids in Animal Models and Humans"
5452,Thioridazine,24494,Thioridazine 5-sulfoxide,S-oxidation of diarylthioether to sulfoxide / Human Phase I,Human,CYP1A2; CYP3A4,BIOTID01481,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425"
5452,Thioridazine,4078,Thioridazine 2-sulfoxide ,S-oxidation of alkylarylthioether to sulfoxide / Human Phase I,Human,CYP2D6; CYP3A4,BIOTID01479,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Wang and Zhou; Synthetic and Natural Compounds that Interact with Human Cytochrome P450 1A2 and Implications in Drug Development; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754425"
38409,ticrynafen,154699925,"Thiophene-4,5-epoxide",Epoxidation of thiophene / Human Phase I,Human,CYP2C8; CYP2C9 (major); CYP2C18; CYP2C19,BIOTID01022,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
5359,suprofen,131769994,"Thiophene-4,5-epoxide",Epoxidation of thiophene / Human Phase I,Human,CYP2C9,BIOTID01476,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
5472,ticlopidine,71314787,Thienodihydropyridinium,Formation of imminium ion from N-substituted piperidine / Human Phase I,Human,CYP3A4; CYP2C19,BIOTID01019,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
2519,caffeine,2153,theophylline,N-dealkylation of mixed tertiary amine / Human Phase I,Human,CYP1A2 (major); CYP2C8 (minor); CYP2C9 (minor); CYP3A4 (minor); CYP2E1 (minor),BIOTID00322,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
2519,caffeine,5429,Theobromine,N-dealkylation of N-acylurea / Human Phase I,Human,CYP1A2 (major); CYP2E1 (minor),BIOTID00321,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675"
176907,Dihydrodazein,6430026,Tetrahydrodaidzein,Dehydration of isoflavanone / Human Gut Microbial,Gut microbial environment,Unspecified gut bacterial enzyme,BIOTID02154,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Duda-Chodak, A. et al. (2015); Interaction of dietary compounds, especially polyphenols, with the intestinal microbiota: a review; Eur J Nutr (2015) 54:325-341; DOI 10.1007/s00394-015-0852-y"
6013,testosterone,119207,Testosterone sulfate,O-sulfonation / Human Phase II,Human,SULT,BIOTID01835,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,http://www.hmdb.ca/metabolites/HMDB0002833
6386,tert-butanol,10005178,Tert-butyl hydrogen sulfate,O-sulfation / Human Phase II,Human,SULT,BIOTID01718,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:24887323|https://ofmpub.epa.gov/eims/eimscomm.getfile?p_download_id=528031
15413,tert-butyl methyl ether,6386,tert-butanol,O-desmethylation / Human Phase I,Human,CYP2A6;CYP2E1,BIOTID00998,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9101044
12512,tert-butyl ethyl ether (ETBE),6386,tert-butanol,O-desmethylation / Human Phase I,Human,CYP2A6;CYP2E1,BIOTID00997,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9101044
61247,tert-amyl methyl ether,6405,tert-amyl alcohol,O-desmethylation / Human Phase I,Human,CYP2A6;CYP2E1,BIOTID00996,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9101044
13450,Terbutryn,101593708,Terbutrynsulfoxide,S-Oxidation / Human Phase I,Human,CYP1A2;CYP2B6;CYP3A4,BIOTID01141,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:9305587
452548,teniposide,101670240,Teniposide catechol ,O-aryl dealkylation adjacent to substituted carbon / Human Phase I,Human,CYP3A4; CYP3A5 ,BIOTID00985,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985|Wang and Zhou; Current Medicinal Chemistry, 2009 Vol. 16, No. 31; PMID:19754423|Zhou, S.F. (2009); Polymorphism of Human Cytochrome P450 2D6 and Its Clinical Significance; Clin Pharmacokinet 2009; 48 (11); PMID:19902987|Rendic,S. (2002) Summary of information on human CYP enzymes: human P450 metabolism data, Drug Metabolism Reviews, 34:1-2, 83-448, DOI:10.1081/ DMR-120001392; PMID:11996015"
3016,diazepam,5391,Temazepam,"3-Hydroxylation of 5-aryl-1,4-benzodiazepine / Human Phase I",Human,CYP3A4; CYP3A5; CYP2C19 (minor),BIOTID00488,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985"
2733526,tamoxifen,154699993,Tamoxifen N-glucuronide,N-glucuronidation of tertiary aliphatic amine / Human Phase II,Human,UGT1A4,BIOTID01584,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
449459,4-Hydroxytamoxifen,154699530,Tamoxifen 4-O-sulfate,4-OH sulfonation of phenolic compound / Human Phase II,Human,SULT1A1,BIOTID01583,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
449459,4-Hydroxytamoxifen,71749358,Tamoxifen 4-O-glucuronide,Aromatic-OH glucuronidation / Human Phase II,Human,UGT1A1; UGT1A4; UGT1A6; UGT1A7; UGT1A8; UGT1A9; UGT1A10; UGT2B15; UGT2B17; UGT2B7,BIOTID01582,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
5359,suprofen,131769993,Suprofen -sulfoxide,Thiophene S-oxidation / Human Phase I,Human,CYP2C9,BIOTID01475,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
38988334,Sulprofos,588272,Sulprofos sulfoxide,S-oxidation of dialkylthioether to sulfoxide / Human Phase I,Human,CYP1A1; CYP1A2; CYP3A4; CYP2C9; CYP2C18; CYP2C19; CYP2D6,BIOTID01474,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Usmani, K.A.; (2004b). In vitro sulfoxidation of thioether compounds by human cytochrome P450 and flavin-containing monooxygenase isoforms with particular reference to the CYP2C subfamily. Drug Metab. Dispos., Vol. 32, No. 3, (333-339)."
57146948,schembl149458,5452,Sulphoridazine,S-reduction / Human Phase I,Human,CYP2D6,BIOTID00907,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:16272405
70693563,"2-[(S)-[4-(cyclopropylmethoxy)pyridin-2-yl]methanesulfinyl]-5-fluoro-1H-1,3-benzodiazole",142657211,Sulphone,S-Oxidation / Human Phase I,Human,CYP1A2;CYP2C9;CYP3A4,BIOTID00367,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:10611141
20974,"2,4-dinitrobenzylalcohol",10683971,"Sulfuric acid 2,4-dinitrobenzyl ester",Sulfation of primary alcohol / Human Phase II,Human,SULT1A1,BIOTID01636,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Rendic, S. et al. 2012; Contributions of Human Enzymes in Carcinogen Metabolism Slobodan Rendic1,* and F. Peter Guengerich; Chem Res Toxicol. 2012 July 16; 25(7): 1316-1383. doi:10.1021/tx300132k"
5342,Sulfinpyrazone,70676,Sulfinpyrazone sulfone,S-oxidation of sulfoxide to sulfone / Human Phase I,Human,CYP3A4; CYP2C9,BIOTID01472,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682"
77327,sulfinpyrazone_sulfide,5342,Sulfinpyrazone,S-Oxidation / Human Phase I,Human,CYP2C9;CYP3A4,BIOTID01152,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,PMID:11302937
5336,Sulfapyridine,58638,"Sulfapyridine, N-acetyl",N-acetylation of arylamine / Human Phase II,Human,NAT,BIOTID01655,MetXBioDB,MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/),10.5281/zenodo.4056560,S73 | METXBIODB | Metabolite Reaction Database from BioTransformer,10.1186/s13321-018-0324-5,"Taggart, A.J. et al. (1992); The Effect of Age and Acetylator Phenotype on the Pharmacokinetics of Sulfasalazine in Patients with Rheumatoid Arthritis; Clinical Pharmacokinetics; October 1992, Volume 23, Issue 4, pp 311-320"
