ID,Gene.symbol,Gene.title,Gene.ID,adj.P.Val,P.Value,t,B,logFC
202253_s_at,DNM2,dynamin 2,1785,0.00388,0.00172,3.36,-2.12825,0.66583
200748_s_at,FTH1,ferritin heavy chain 1,2495,0.00388,0.00172,3.36,-2.12922,0.384192
224656_s_at,LUZP6,leucine zipper protein 6///myotrophin,767558,0.00389,0.00172,3.36,-2.13216,0.418785
214221_at,ALMS1,"ALMS1, centrosome and basal body associated protein",7840,0.00389,0.00172,3.36,-2.13245,0.648933
244786_at,SCARNA13,small Cajal body-specific RNA 13///small nucleolar RNA host gene 10,677768,0.00389,0.00173,3.36,-2.13325,0.828702
219305_x_at,FBXO2,F-box protein 2,26232,0.00391,0.00173,-3.35,-2.13731,-1.39046
215565_at,LOC101929272,uncharacterized LOC101929272,101929272,0.00391,0.00173,-3.35,-2.13768,-0.515179
212375_at,EP400,E1A binding protein p400,57634,0.00391,0.00174,3.35,-2.13863,0.647029
202452_at,ZER1,zyg-11 related cell cycle regulator,10444,0.00391,0.00174,-3.35,-2.1387,-0.47198
238039_at,SCAMP1-AS1,SCAMP1 antisense RNA 1,728769,0.00392,0.00174,-3.35,-2.13926,-0.503264
238590_x_at,TMEM107,transmembrane protein 107,84314,0.00392,0.00174,3.35,-2.14137,1.0072
227624_at,TET2,tet methylcytosine dioxygenase 2,54790,0.00394,0.00175,3.35,-2.14491,0.580013
226849_at,DENND1A,DENN domain containing 1A,57706,0.00396,0.00176,-3.35,-2.14962,-0.392648
206856_at,LILRB5,leukocyte immunoglobulin like receptor B5,10990,0.00396,0.00176,-3.35,-2.15139,-0.83185
202107_s_at,MCM2,minichromosome maintenance complex component 2,4171,0.00397,0.00176,3.35,-2.15177,0.897768
227822_at,ZNF605,zinc finger protein 605,100289635,0.00397,0.00176,3.35,-2.15282,0.534072
230880_at,KIAA1652,KIAA1652 protein,85367,0.00397,0.00176,-3.35,-2.15413,-0.689201
235964_x_at,SAMHD1,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,25939,0.00398,0.00177,-3.35,-2.15495,-0.68416
228686_at,LOC101929964,uncharacterized LOC101929964///long intergenic non-protein coding RNA 1184,101929964,0.00398,0.00177,3.35,-2.15544,0.982263
203350_at,AP1G1,adaptor related protein complex 1 gamma 1 subunit,164,0.00398,0.00177,3.35,-2.15697,0.80169
202598_at,S100A13,S100 calcium binding protein A13,6284,0.00399,0.00177,-3.35,-2.15833,-0.667762
238725_at,IRF1,interferon regulatory factor 1,3659,0.004,0.00178,3.35,-2.16149,1.30879
202326_at,EHMT2,euchromatic histone lysine methyltransferase 2,10919,0.00401,0.00178,3.34,-2.16311,0.659027
203122_at,TRAPPC12,trafficking protein particle complex 12,51112,0.00402,0.00179,-3.34,-2.16569,-0.473041
206638_at,HTR2B,5-hydroxytryptamine receptor 2B,3357,0.00404,0.0018,3.34,-2.17104,1.72202
1555836_at,POLR2B,RNA polymerase II subunit B,5431,0.00405,0.0018,-3.34,-2.17301,-0.337595
1556067_a_at,KDM6B,lysine demethylase 6B,23135,0.00405,0.0018,3.34,-2.17427,0.816782
203936_s_at,MMP9,matrix metallopeptidase 9,4318,0.00405,0.0018,3.34,-2.17508,2.79166
219784_at,C16orf95,chromosome 16 open reading frame 95,100506581,0.00406,0.0018,-3.34,-2.1756,-0.460913
227280_s_at,CCNYL1,cyclin Y like 1,151195,0.00406,0.00181,3.34,-2.17621,0.657646
231861_at,LRP10,LDL receptor related protein 10,26020,0.00406,0.00181,3.34,-2.17733,0.710496
221541_at,CRISPLD2,cysteine rich secretory protein LCCL domain containing 2,83716,0.00408,0.00182,3.34,-2.18116,1.14988
221889_at,KCTD13,potassium channel tetramerization domain containing 13,253980,0.00408,0.00182,3.34,-2.18176,0.444535
213216_at,OTUD3,OTU deubiquitinase 3,23252,0.00409,0.00182,3.34,-2.18383,0.668458
218826_at,SLC35F2,solute carrier family 35 member F2,54733,0.00409,0.00182,3.34,-2.18526,0.674744
235711_at,MIR4657,microRNA 4657///purine rich element binding protein B,100616393,0.0041,0.00182,-3.34,-2.18541,-0.37436
223041_at,CD99L2,CD99 molecule like 2,83692,0.0041,0.00182,-3.34,-2.18561,-0.817368
205320_at,APC2,"APC2, WNT signaling pathway regulator",10297,0.0041,0.00183,-3.34,-2.18711,-0.298655
219303_at,RNF219,ring finger protein 219,79596,0.0041,0.00183,3.34,-2.18758,0.46698
211057_at,ROR1,receptor tyrosine kinase like orphan receptor 1,4919,0.00411,0.00183,-3.34,-2.18936,-0.317061
226066_at,MITF,melanogenesis associated transcription factor,4286,0.00411,0.00183,-3.33,-2.19006,-0.704514
235779_at,ZNF790-AS1,ZNF790 antisense RNA 1,284408,0.00412,0.00184,-3.33,-2.19286,-0.808292
203277_at,DFFA,DNA fragmentation factor subunit alpha,1676,0.00413,0.00184,3.33,-2.19409,0.662748
1553011_at,TAF1L,TATA-box binding protein associated factor 1 like,138474,0.00414,0.00184,-3.33,-2.19568,-0.409701
202461_at,EIF2B2,eukaryotic translation initiation factor 2B subunit beta,8892,0.00414,0.00184,3.33,-2.1959,0.469644
209311_at,BCL2L2,BCL2 like 2,599,0.00414,0.00185,3.33,-2.19677,0.75434
231770_x_at,WDPCP,WD repeat containing planar cell polarity effector,51057,0.00416,0.00185,-3.33,-2.20079,-0.395964
203157_s_at,GLS,glutaminase,2744,0.00416,0.00185,3.33,-2.20134,0.547129
241650_x_at,HMCN2,hemicentin 2,256158,0.00416,0.00186,-3.33,-2.2023,-0.322845
1561141_at,LOC101929504,uncharacterized LOC101929504,101929504,0.00417,0.00186,3.33,-2.20362,1.37976
203925_at,GCLM,glutamate-cysteine ligase modifier subunit,2730,0.00417,0.00186,3.33,-2.20427,0.622683
235117_at,CHAC2,ChaC cation transport regulator homolog 2,494143,0.00418,0.00186,3.33,-2.20622,1.07736
235154_at,TAF3,TATA-box binding protein associated factor 3,83860,0.00418,0.00186,-3.33,-2.20645,-0.568896
206315_at,CRLF1,cytokine receptor like factor 1,9244,0.0042,0.00187,-3.33,-2.21106,-1.04819
209994_s_at,ABCB4,ATP binding cassette subfamily B member 4///ATP binding cassette subfamily B member 1,5244,0.0042,0.00188,-3.33,-2.21226,-1.0605
226018_at,MTURN,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",222166,0.00422,0.00189,-3.32,-2.21701,-1.28285
226668_at,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",151525,0.00423,0.00189,3.32,-2.21791,0.627107
213390_at,ZC3H4,zinc finger CCCH-type containing 4,23211,0.00423,0.00189,3.32,-2.21803,0.325862
204981_at,SLC22A18,solute carrier family 22 member 18,5002,0.00423,0.00189,3.32,-2.21905,1.03476
214661_s_at,NOP14,NOP14 nucleolar protein,8602,0.00424,0.00189,-3.32,-2.22033,-0.532253
209200_at,MEF2C,myocyte enhancer factor 2C,4208,0.00424,0.00189,-3.32,-2.22147,-0.841957
238493_at,ZNF506,zinc finger protein 506,440515,0.00425,0.0019,3.32,-2.22426,0.612074
203498_at,RCAN2,regulator of calcineurin 2,10231,0.00425,0.0019,-3.32,-2.22512,-0.994407
215554_at,GPLD1,glycosylphosphatidylinositol specific phospholipase D1,2822,0.00426,0.0019,-3.32,-2.22567,-1.33046
215933_s_at,HHEX,hematopoietically expressed homeobox,3087,0.00427,0.00191,3.32,-2.22967,1.60291
223560_s_at,NDUFAF7,NADH:ubiquinone oxidoreductase complex assembly factor 7,55471,0.00427,0.00191,3.32,-2.22972,0.46365
242417_at,PLEKHA7,pleckstrin homology domain containing A7,144100,0.00427,0.00191,3.32,-2.23016,0.637236
232536_at,LRRC3,leucine rich repeat containing 3///LRRC3 downstream neighbor (non-protein coding),81543,0.00427,0.00191,-3.32,-2.23021,-0.320252
209605_at,TST,thiosulfate sulfurtransferase,7263,0.00428,0.00191,-3.32,-2.23083,-0.916687
224308_s_at,INTS2,integrator complex subunit 2,57508,0.00428,0.00191,3.32,-2.23096,0.62903
40255_at,DDX28,DEAD-box helicase 28,55794,0.00429,0.00192,-3.32,-2.23381,-0.555688
203741_s_at,ADCY7,adenylate cyclase 7,113,0.00429,0.00192,3.32,-2.23442,1.22502
220356_at,CORIN,"corin, serine peptidase",10699,0.00429,0.00192,3.32,-2.23466,1.80394
227425_at,REPS2,RALBP1 associated Eps domain containing 2,9185,0.0043,0.00192,3.32,-2.23572,2.26648
226553_at,TMPRSS2,"transmembrane protease, serine 2",7113,0.0043,0.00193,-3.32,-2.23755,-0.958308
201391_at,TRAP1,TNF receptor associated protein 1,10131,0.0043,0.00193,-3.32,-2.23761,-0.543215
202191_s_at,GAS7,growth arrest specific 7,8522,0.00431,0.00193,-3.32,-2.23798,-1.15014
205793_x_at,TNK1,tyrosine kinase non receptor 1,8711,0.00431,0.00193,-3.32,-2.23889,-0.359651
1570120_at,LOC105373150,uncharacterized LOC105373150,105373150,0.00432,0.00193,-3.32,-2.24068,-0.246819
225946_at,RASSF8,Ras association domain family member 8,11228,0.00432,0.00193,3.32,-2.24123,1.06548
1555735_a_at,BAP1,BRCA1 associated protein 1,8314,0.00432,0.00194,3.32,-2.24239,0.534038
228707_at,CLDN23,claudin 23,137075,0.00432,0.00194,-3.32,-2.2427,-0.89288
243483_at,TRPM8,transient receptor potential cation channel subfamily M member 8,79054,0.00432,0.00194,-3.31,-2.24272,-0.227512
235867_at,GSTM3,glutathione S-transferase mu 3,2947,0.00433,0.00194,-3.31,-2.24322,-1.83766
205327_s_at,ACVR2A,activin A receptor type 2A,92,0.00434,0.00194,-3.31,-2.24555,-0.632982
202847_at,PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial",5106,0.00434,0.00195,3.31,-2.24677,0.762962
224348_s_at,HOTS,H19 opposite tumor suppressor,103344718,0.00434,0.00195,-3.31,-2.24729,-0.576205
209398_at,HIST1H1C,"histone cluster 1, H1c",3006,0.00434,0.00195,3.31,-2.2477,1.99176
218011_at,UBL5,ubiquitin like 5,59286,0.00436,0.00196,3.31,-2.25159,0.383609
214043_at,PTPRD,"protein tyrosine phosphatase, receptor type D",5789,0.00438,0.00196,3.31,-2.25572,1.509
226883_at,KLHL11,kelch like family member 11,55175,0.00438,0.00196,3.31,-2.25597,0.637989
222871_at,KLHDC8A,kelch domain containing 8A,55220,0.00438,0.00197,-3.31,-2.25686,-0.273714
223009_at,LAMTOR1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",55004,0.00438,0.00197,-3.31,-2.25711,-0.424521
1552716_at,SPEF2,sperm flagellar 2,79925,0.00439,0.00197,3.31,-2.2595,0.810876
223342_at,RRM2B,ribonucleotide reductase regulatory TP53 inducible subunit M2B,50484,0.0044,0.00198,3.31,-2.26177,0.769381
228221_at,SLC44A3,solute carrier family 44 member 3,126969,0.00441,0.00198,3.31,-2.26282,1.05025
224302_s_at,MRPS36,mitochondrial ribosomal protein S36,92259,0.00442,0.00199,3.31,-2.26581,0.634197
209216_at,WDR45,WD repeat domain 45,11152,0.00443,0.00199,-3.31,-2.26863,-0.363043
207771_at,SLC5A2,solute carrier family 5 member 2,6524,0.00443,0.00199,-3.31,-2.26875,-0.268915
214777_at,IGKC,immunoglobulin kappa constant,3514,0.00445,0.002,3.3,-2.27267,1.96998
207071_s_at,ACO1,aconitase 1,48,0.00446,0.002,-3.3,-2.27415,-0.98922
200884_at,CKB,creatine kinase B,1152,0.00446,0.002,-3.3,-2.27483,-1.21931
231300_at,CCDC189,coiled-coil domain containing 189,90835,0.00446,0.00201,3.3,-2.27574,0.844568
205404_at,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1,3290,0.00447,0.00201,-3.3,-2.27674,-1.41984
1554093_a_at,SNAPC5,small nuclear RNA activating complex polypeptide 5,10302,0.00448,0.00201,3.3,-2.27975,0.650893
218868_at,ACTR3B,ARP3 actin related protein 3 homolog B,57180,0.00449,0.00202,-3.3,-2.28148,-0.76767
203287_at,LAD1,ladinin 1,3898,0.00449,0.00202,-3.3,-2.28155,-1.07049
222402_at,POMP,proteasome maturation protein,51371,0.00449,0.00202,3.3,-2.2825,0.468417
228055_at,NAPSB,"napsin B aspartic peptidase, pseudogene",256236,0.00451,0.00203,3.3,-2.2859,1.70607
47553_at,WHRN,whirlin,25861,0.00451,0.00203,3.3,-2.28646,1.04679
238350_at,UBN2,ubinuclein 2,254048,0.00452,0.00203,3.3,-2.28742,0.822049
213971_s_at,SUZ12P1,SUZ12 polycomb repressive complex 2 subunit pseudogene 1///SUZ12 polycomb repressive complex 2 subunit,440423,0.00452,0.00203,3.3,-2.28776,0.556116
228002_at,IDI2,isopentenyl-diphosphate delta isomerase 2///GTP binding protein 4,91734,0.00453,0.00204,-3.3,-2.28963,-0.811828
200805_at,LMAN2,"lectin, mannose binding 2",10960,0.00453,0.00204,3.3,-2.29034,0.483287
211097_s_at,PBX2,PBX homeobox 2,5089,0.00453,0.00204,-3.3,-2.29196,-0.321219
236328_at,ZNF806,zinc finger protein 806///zinc finger protein 285,646915,0.00453,0.00204,-3.3,-2.29202,-0.573087
1558279_a_at,KDSR,3-ketodihydrosphingosine reductase,2531,0.00453,0.00204,3.3,-2.29207,0.780893
232790_at,RNASEH1-AS1,RNASEH1 antisense RNA 1,100506054,0.00453,0.00204,-3.3,-2.29239,-0.517504
228774_at,CEP78,centrosomal protein 78,84131,0.00455,0.00205,3.29,-2.29609,0.778715
219962_at,ACE2,angiotensin I converting enzyme 2,59272,0.00456,0.00205,-3.29,-2.29799,-0.256386
210653_s_at,BCKDHB,branched chain keto acid dehydrogenase E1 subunit beta,594,0.00456,0.00206,3.29,-2.29909,1.08156
205668_at,LY75,lymphocyte antigen 75,4065,0.00457,0.00206,-3.29,-2.29937,-1.51961
236718_at,MYO10,myosin X,4651,0.00458,0.00207,-3.29,-2.30348,-0.422548
239422_at,GPC2,glypican 2,221914,0.00459,0.00207,-3.29,-2.30579,-0.53498
1552286_at,ATP6V1E2,ATPase H+ transporting V1 subunit E2,90423,0.00459,0.00207,-3.29,-2.30613,-0.471384
1554452_a_at,HILPDA,hypoxia inducible lipid droplet associated,29923,0.00464,0.00209,3.29,-2.31564,1.09645
207030_s_at,CSRP2,cysteine and glycine rich protein 2,1466,0.00464,0.0021,-3.29,-2.31705,-0.931021
227591_at,SH3BP5-AS1,SH3BP5 antisense RNA 1,100505696,0.00466,0.0021,-3.29,-2.31958,-0.56174
227226_at,MRAP2,melanocortin 2 receptor accessory protein 2,112609,0.00466,0.00211,-3.29,-2.32163,-0.453399
209724_s_at,ZBTB14,zinc finger and BTB domain containing 14,7541,0.00468,0.00211,3.28,-2.32494,0.395914
218810_at,MIR6732,microRNA 6732///zinc finger CCCH-type containing 12A,102465438,0.00468,0.00211,3.28,-2.32521,0.899778
215600_x_at,FBXW12,F-box and WD repeat domain containing 12,285231,0.00468,0.00212,-3.28,-2.32619,-0.377046
223283_s_at,TSHZ1,teashirt zinc finger homeobox 1,10194,0.00469,0.00212,3.28,-2.3277,0.847898
221555_x_at,CDC14B,cell division cycle 14B,8555,0.0047,0.00212,-3.28,-2.32864,-0.920054
225230_at,DRAM2,DNA damage regulated autophagy modulator 2,128338,0.0047,0.00212,3.28,-2.32935,0.947667
228538_at,ZNF662,zinc finger protein 662,389114,0.00471,0.00213,-3.28,-2.33122,-1.46013
225505_s_at,PCED1A,PC-esterase domain containing 1A,64773,0.00472,0.00213,-3.28,-2.33376,-0.556101
204438_at,MRC1,"mannose receptor, C type 1",4360,0.00475,0.00215,-3.28,-2.34164,-1.52538
1558649_at,ALDH1A3,aldehyde dehydrogenase 1 family member A3,220,0.00476,0.00215,-3.28,-2.34223,-0.718158
219910_at,FICD,FIC domain containing,11153,0.00476,0.00216,3.28,-2.34348,0.782288
225838_at,EPC2,enhancer of polycomb homolog 2,26122,0.00478,0.00217,-3.28,-2.34789,-0.369261
211302_s_at,PDE4B,phosphodiesterase 4B,5142,0.00479,0.00217,3.27,-2.34972,1.5906
213568_at,OSR2,odd-skipped related transciption factor 2,116039,0.0048,0.00218,3.27,-2.35213,1.12551
229614_at,ZNF320,zinc finger protein 320,162967,0.00481,0.00218,3.27,-2.35431,0.758076
232366_at,KIAA0232,KIAA0232,9778,0.00482,0.00218,3.27,-2.35526,0.972874
209350_s_at,GPS2,G protein pathway suppressor 2,2874,0.00483,0.00219,3.27,-2.357,0.804886
202888_s_at,ANPEP,"alanyl aminopeptidase, membrane",290,0.00483,0.00219,-3.27,-2.35814,-2.43853
236017_at,CDKL3,cyclin dependent kinase like 3,51265,0.00484,0.0022,3.27,-2.3607,0.444416
223692_at,NMNAT1,nicotinamide nucleotide adenylyltransferase 1,64802,0.00488,0.00221,3.27,-2.36734,0.714099
201241_at,DDX1,DEAD/H-box helicase 1,1653,0.00488,0.00221,3.27,-2.36872,0.365719
228460_at,ZNF319,zinc finger protein 319,57567,0.00489,0.00222,-3.27,-2.37027,-0.264551
228865_at,C1orf116,chromosome 1 open reading frame 116,79098,0.0049,0.00222,-3.27,-2.37156,-1.58882
225799_at,LOC101930489,uncharacterized LOC101930489///MIR4435-2 host gene///long intergenic non-protein coding RNA 152,101930489,0.0049,0.00222,3.27,-2.3732,0.724651
235583_at,ILDR1,immunoglobulin like domain containing receptor 1,286676,0.00491,0.00222,3.27,-2.37344,0.83844
221014_s_at,RAB33B,"RAB33B, member RAS oncogene family",83452,0.00491,0.00223,-3.27,-2.37351,-0.436354
208647_at,FDFT1,farnesyl-diphosphate farnesyltransferase 1,2222,0.00491,0.00223,-3.27,-2.37423,-0.537496
217640_x_at,SKA1,spindle and kinetochore associated complex subunit 1,220134,0.00492,0.00223,-3.26,-2.37731,-0.214741
215690_x_at,GPAA1,glycosylphosphatidylinositol anchor attachment 1,8733,0.00493,0.00224,-3.26,-2.37963,-0.393066
238681_at,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,284161,0.00495,0.00225,3.26,-2.38199,1.47746
212502_at,ADO,2-aminoethanethiol dioxygenase,84890,0.00495,0.00225,3.26,-2.38208,0.449877
227922_x_at,GTF2IP20,general transcription factor IIi pseudogene 20,441124,0.00497,0.00226,3.26,-2.38718,0.615614
233894_x_at,COL26A1,collagen type XXVI alpha 1 chain,136227,0.00499,0.00227,-3.26,-2.39115,-0.555689
226241_s_at,MRPL52,mitochondrial ribosomal protein L52,122704,0.00499,0.00227,-3.26,-2.3919,-0.485158
206142_at,ZNF135,zinc finger protein 135,7694,0.00502,0.00228,3.26,-2.3969,0.750642
232394_at,LOC105371374,uncharacterized LOC105371374,105371374,0.00504,0.00229,-3.26,-2.40049,-0.306545
208723_at,USP11,ubiquitin specific peptidase 11,8237,0.00504,0.00229,-3.25,-2.40206,-0.45057
218725_at,SLC25A22,solute carrier family 25 member 22,79751,0.00505,0.0023,3.25,-2.40401,0.469053
235037_at,TMEM41A,transmembrane protein 41A,90407,0.00507,0.00231,3.25,-2.4068,0.328101
215749_s_at,GORASP1,golgi reassembly stacking protein 1,64689,0.00507,0.00231,3.25,-2.40719,0.458077
235443_at,CKMT2-AS1,CKMT2 antisense RNA 1,100131067,0.00508,0.00231,-3.25,-2.40873,-0.538037
204677_at,CDH5,cadherin 5,1003,0.00508,0.00231,-3.25,-2.40931,-1.13309
218282_at,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2,55741,0.00508,0.00231,3.25,-2.40972,0.597611
1563209_a_at,MACROD2,MACRO domain containing 2,140733,0.00508,0.00231,-3.25,-2.41001,-1.21413
230072_at,TBC1D15,TBC1 domain family member 15,64786,0.00512,0.00233,-3.25,-2.41678,-0.508797
204882_at,ARHGAP25,Rho GTPase activating protein 25,9938,0.00513,0.00234,-3.25,-2.42034,-1.14214
205475_at,SCRG1,stimulator of chondrogenesis 1,11341,0.00514,0.00234,-3.25,-2.42148,-0.446929
226072_at,FUK,fucokinase,197258,0.00515,0.00235,-3.25,-2.42372,-0.623049
210206_s_at,DDX11,DEAD/H-box helicase 11,1663,0.00515,0.00235,3.25,-2.42454,0.603764
229232_at,LRRC57,leucine rich repeat containing 57,255252,0.00516,0.00235,3.25,-2.42588,0.635618
243750_x_at,FAM207A,family with sequence similarity 207 member A,85395,0.00518,0.00236,-3.24,-2.42879,-0.653175
238043_at,ARID1B,AT-rich interaction domain 1B,57492,0.00518,0.00236,-3.24,-2.42932,-0.677555
235486_at,KIAA1549L,KIAA1549 like,25758,0.00519,0.00237,-3.24,-2.43101,-0.578011
214087_s_at,MYBPC1,"myosin binding protein C, slow type",4604,0.0052,0.00237,-3.24,-2.43291,-4.00394
1553142_at,LACC1,laccase domain containing 1,144811,0.0052,0.00237,-3.24,-2.4338,-0.45062
205898_at,CX3CR1,C-X3-C motif chemokine receptor 1,1524,0.0052,0.00237,3.24,-2.43393,1.3294
1564359_a_at,CCDC144NL-AS1,CCDC144NL antisense RNA 1,440416,0.0052,0.00237,-3.24,-2.43484,-0.247409
219284_at,HSPBAP1,HSPB1 associated protein 1,79663,0.00521,0.00238,3.24,-2.43507,1.02173
211988_at,SMARCE1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",6605,0.00521,0.00238,3.24,-2.4356,0.589243
211908_x_at,IGK,immunoglobulin kappa locus,50802,0.00521,0.00238,3.24,-2.43563,1.49325
226869_at,MEGF6,multiple EGF like domains 6,1953,0.00521,0.00238,3.24,-2.43701,1.59132
238055_at,LOC100505549,uncharacterized LOC100505549,100505549,0.00521,0.00238,-3.24,-2.43701,-0.484753
230569_at,CFAP97,cilia and flagella associated protein 97,57587,0.00522,0.00238,-3.24,-2.43866,-0.332805
225342_at,LOC100507855,"adenylate kinase 4, mitochondrial-like///adenylate kinase 4",100507855,0.00523,0.00239,-3.24,-2.43989,-1.87277
226126_at,TBCK,TBC1 domain containing kinase,93627,0.00524,0.00239,3.24,-2.44219,0.564558
212620_at,ZNF609,zinc finger protein 609,23060,0.00524,0.00239,3.24,-2.44253,0.639129
220661_s_at,ZNF692,zinc finger protein 692,55657,0.00525,0.0024,3.24,-2.44369,0.671115
231647_s_at,FCRL5,Fc receptor like 5,83416,0.00525,0.0024,-3.24,-2.44375,-0.536355
1555363_s_at,LINC00663,long intergenic non-protein coding RNA 663,284440,0.00527,0.00241,-3.24,-2.44801,-0.901992
208583_x_at,HIST1H2AJ,"histone cluster 1, H2aj",8331,0.00527,0.00241,3.24,-2.44898,0.762836
227864_s_at,MVB12A,multivesicular body subunit 12A,93343,0.00528,0.00241,3.24,-2.44978,0.607078
234082_at,LOC100505874,uncharacterized LOC100505874,100505874,0.00528,0.00242,-3.24,-2.45087,-1.83217
206016_at,CCDC22,coiled-coil domain containing 22,28952,0.0053,0.00242,3.23,-2.45385,0.863196
230925_at,APBB1IP,amyloid beta precursor protein binding family B member 1 interacting protein,54518,0.0053,0.00242,-3.23,-2.4544,-1.02794
220351_at,ACKR4,atypical chemokine receptor 4,51554,0.00531,0.00243,-3.23,-2.45617,-1.25891
209617_s_at,CTNND2,catenin delta 2,1501,0.00532,0.00243,3.23,-2.45772,1.71112
207226_at,HIST1H2BN,"histone cluster 1, H2bn",8341,0.00533,0.00244,-3.23,-2.45927,-0.309733
1558097_at,PRR14L,proline rich 14 like,253143,0.00533,0.00244,3.23,-2.45953,0.566659
227625_s_at,STUB1,STIP1 homology and U-box containing protein 1,10273,0.00533,0.00244,-3.23,-2.46097,-0.405033
