MeSH Disease Term source	MeSH Disease Term target	symptom similarity score
Pulmonary Embolism	Pulmonary Fibrosis	0.820483
Pulmonary Embolism	Lymphangioleiomyomatosis	0.831116
Pulmonary Embolism	Emphysema	0.724451
Myositis	Scleroderma, Localized	0.727702
Myositis	Muscular Dystrophies, Limb-Girdle	0.720998
Myositis	Muscular Dystrophy, Facioscapulohumeral	0.722118
Myositis	Muscular Atrophy	0.755863
Lymphatic Diseases	Job's Syndrome	0.756451
Lymphatic Diseases	Lymphopenia	0.763662
Lymphatic Diseases	Hypergammaglobulinemia	0.725753
Hypophosphatemic Rickets, X-Linked Dominant	Pseudohypoaldosteronism	0.783369
Gonadal Dysgenesis	Gonadal Dysgenesis, 46,XY	0.71414
Myocardial Reperfusion Injury	Reperfusion Injury	0.900946
Myocardial Reperfusion Injury	Polycythemia	0.915145
Diabetes Mellitus	Glucose Intolerance	0.949045
Diabetes Mellitus	Hyperlipoproteinemias	0.914581
Diabetes Mellitus	Endometrial Hyperplasia	0.902974
Diabetes Mellitus	Hyperuricemia	0.864876
Diabetes Mellitus	Lipid Metabolism Disorders	0.857292
Diabetes Mellitus	Bardet-Biedl Syndrome	0.897043
Diabetes Mellitus	Hyperlipidemia, Familial Combined	0.958193
Diabetes Mellitus	Hypoalphalipoproteinemias	0.9503
Diabetes Mellitus	Dyslipidemias	0.935345
Facial Nerve Diseases	Salivary Gland Neoplasms	0.75014
Infertility, Male	Infertility	0.74048
Hypertension, Renal	Hypertension, Pregnancy-Induced	0.756306
Hypertension, Renal	Kidney Failure, Chronic	0.902079
Hypertension, Renal	Nephrotic Syndrome	0.793623
Hypertension, Renal	Hypertension	0.731349
Hypertension, Renal	Diabetes Mellitus, Type 1	0.747468
Hypertension, Renal	Diabetic Angiopathies	0.732348
Hypertension, Renal	Glomerulosclerosis, Focal Segmental	0.805964
Hypertension, Renal	Renal Insufficiency	0.940069
Hypertension, Renal	Glomerulonephritis	0.781639
Craniosynostoses	Coloboma	0.779625
Craniosynostoses	Smith-Lemli-Opitz Syndrome	0.766018
Craniosynostoses	Nails, Malformed	0.775699
Craniosynostoses	Macrocephaly	0.787519
Craniosynostoses	Orofaciodigital Syndromes	0.81997
Craniosynostoses	Fibromatosis, Gingival	0.865058
Craniosynostoses	Hypertelorism	0.834492
Craniosynostoses	Syndactyly	0.868614
Craniosynostoses	Polydactyly	0.843141
Craniosynostoses	Hand Deformities, Congenital	0.857413
Craniosynostoses	Stereotypic Movement Disorder	0.752621
Craniosynostoses	Chromosome Breakage	0.889575
Craniosynostoses	Cri-du-Chat Syndrome	0.849686
Craniosynostoses	Eye Abnormalities	0.752575
Craniosynostoses	Wolf-Hirschhorn Syndrome	0.820358
Craniosynostoses	Foot Deformities, Congenital	0.756212
MELAS Syndrome	Mitochondrial Myopathies	0.783233
Cholelithiasis	Gallbladder Diseases	0.730298
Cholelithiasis	Gallstones	0.98902
Hypotension, Orthostatic	Long QT Syndrome	0.887297
Hypotension, Orthostatic	Arrhythmogenic Right Ventricular Dysplasia	0.835245
Hypotension, Orthostatic	Torsades de Pointes	0.840508
Hypotension, Orthostatic	Arrhythmias, Cardiac	0.774859
Hypotension, Orthostatic	Heart Block	0.879771
Hypotension, Orthostatic	Death, Sudden, Cardiac	0.807489
Hypotension, Orthostatic	Tachycardia, Ventricular	0.866519
Hypotension, Orthostatic	Ventricular Fibrillation	0.798897
Hypotension, Orthostatic	Brugada Syndrome	0.871666
Heart Septal Defects, Atrial	Hypertension, Pulmonary	0.807186
Heart Septal Defects, Atrial	Polycythemia	0.779255
Heart Septal Defects, Atrial	Heart Septal Defects	0.725947
Hirschsprung Disease	Megacolon	0.977637
Hirschsprung Disease	Multiple Endocrine Neoplasia Type 2b	0.862143
Hirschsprung Disease	Anus Diseases	0.898427
Hirschsprung Disease	Intestinal Pseudo-Obstruction	0.78193
Melanoma	Carcinoma, Small Cell	0.73947
Melanoma	Carcinoma, Non-Small-Cell Lung	0.705227
Melanoma	Sarcoma	0.767366
Neuronal Ceroid-Lipofuscinoses	Incontinentia Pigmenti	0.742958
Hypogonadism	Eunuchism	0.812045
Hypogonadism	Kallmann Syndrome	0.913948
Carbohydrate Metabolism, Inborn Errors	Macrocephaly	0.780934
Carbohydrate Metabolism, Inborn Errors	Orofaciodigital Syndromes	0.712832
Carbohydrate Metabolism, Inborn Errors	Amino Acid Metabolism, Inborn Errors	0.789652
Carbohydrate Metabolism, Inborn Errors	Hypobetalipoproteinemias	0.748166
Carbohydrate Metabolism, Inborn Errors	Polydactyly	0.731194
Carbohydrate Metabolism, Inborn Errors	Xeroderma Pigmentosum	0.759749
Carbohydrate Metabolism, Inborn Errors	Hand Deformities, Congenital	0.704724
Carbohydrate Metabolism, Inborn Errors	Chromosome Breakage	0.782794
Carbohydrate Metabolism, Inborn Errors	Exostoses, Multiple Hereditary	0.711107
Polydactyly	Smith-Lemli-Opitz Syndrome	0.876675
Polydactyly	Nails, Malformed	0.724707
Polydactyly	Macrocephaly	0.832167
Polydactyly	Orofaciodigital Syndromes	0.782145
Polydactyly	Fibromatosis, Gingival	0.80519
Polydactyly	Hypertelorism	0.775841
Polydactyly	Xeroderma Pigmentosum	0.803221
Polydactyly	Stereotypic Movement Disorder	0.717848
Polydactyly	Chromosome Breakage	0.83728
Polydactyly	Cri-du-Chat Syndrome	0.869929
Polydactyly	Foot Deformities, Congenital	0.707356
Cushing Syndrome	Hyperprolactinemia	0.714514
Cushing Syndrome	Metabolic Diseases	0.779608
Cushing Syndrome	Pituitary ACTH Hypersecretion	0.87935
Cushing Syndrome	Glucose Intolerance	0.732265
Cushing Syndrome	Hyperlipoproteinemias	0.71339
Cushing Syndrome	Endometrial Hyperplasia	0.886014
Cushing Syndrome	Acanthosis Nigricans	0.954254
Cushing Syndrome	Polycystic Ovary Syndrome	0.894041
Cushing Syndrome	Endometrial Neoplasms	0.738175
Cushing Syndrome	Diabetes Mellitus	0.747182
Cushing Syndrome	Puberty, Precocious	0.743597
Cushing Syndrome	Hyperlipidemia, Familial Combined	0.757289
Cushing Syndrome	Hypoalphalipoproteinemias	0.756403
Cushing Syndrome	Dyslipidemias	0.732962
Bronchial Hyperreactivity	Respiratory Hypersensitivity	0.832925
Bronchial Hyperreactivity	Hypersensitivity, Immediate	0.772915
Bile Duct Neoplasms	Gallbladder Neoplasms	0.774284
Myopathies, Nemaline	Distal Myopathies	0.751559
Myopathies, Nemaline	Andersen Syndrome	0.795657
Myopathies, Nemaline	Muscular Dystrophy, Facioscapulohumeral	0.753196
Myopathies, Nemaline	Myositis, Inclusion Body	0.827881
Prostatic Intraepithelial Neoplasia	Female Urogenital Diseases	0.733568
Blindness	Optic Atrophy, Hereditary, Leber	0.854919
Blindness	Optic Atrophies, Hereditary	0.813228
Blindness	Arachnodactyly	0.781691
Alcoholism	Substance-Related Disorders	0.714556
Respiratory Hypersensitivity	Hypersensitivity, Immediate	0.703786
Mevalonate Kinase Deficiency	Hereditary Autoinflammatory Diseases	0.900829
Xeroderma Pigmentosum	Orofaciodigital Syndromes	0.871656
Xeroderma Pigmentosum	Fibromatosis, Gingival	0.934896
Xeroderma Pigmentosum	Hypertelorism	0.857974
Xeroderma Pigmentosum	Wolf-Hirschhorn Syndrome	0.823272
Proteinuria	Hypertension, Pregnancy-Induced	0.781865
Proteinuria	Nephrotic Syndrome	0.9937
Proteinuria	Nephrosis	0.988762
Proteinuria	Anemia, Megaloblastic	0.733973
Proteinuria	Lecithin Acyltransferase Deficiency	0.995019
Proteinuria	Immune Complex Diseases	0.904121
Proteinuria	Glomerulonephritis, Membranoproliferative	0.9813
Proteinuria	Oculocerebrorenal Syndrome	0.874829
Proteinuria	Polycystic Kidney, Autosomal Dominant	0.700768
Proteinuria	Glomerulosclerosis, Focal Segmental	0.998468
Proteinuria	Pre-Eclampsia	0.712804
Proteinuria	Renal Insufficiency	0.789475
Proteinuria	Polycystic Kidney Diseases	0.723095
Proteinuria	Amyloidosis	0.788542
Proteinuria	Glomerulonephritis, IGA	0.866215
Rhinitis, Allergic, Seasonal	Rhinitis, Allergic, Perennial	0.976313
Brucellosis	Staphylococcal Infections	0.751743
Brucellosis	Neutropenia	0.704787
Brucellosis	Infection	0.709088
Puberty, Precocious	Pituitary ACTH Hypersecretion	0.720231
Puberty, Precocious	Acanthosis Nigricans	0.726504
Puberty, Precocious	Androgen-Insensitivity Syndrome	0.712086
Cardiomyopathy, Dilated	Ventricular Dysfunction, Left	0.948292
Cardiomyopathy, Dilated	Cardiomyopathy, Restrictive	0.826491
Myocardial Infarction	Myocardial Stunning	0.940106
Myocardial Infarction	Coronary Stenosis	0.906333
Myocardial Infarction	Coronary Restenosis	0.943375
Staphylococcal Skin Infections	Dermatitis, Allergic Contact	0.73608
Staphylococcal Skin Infections	Keloid	0.754788
Staphylococcal Skin Infections	Dermatitis, Contact	0.740578
Staphylococcal Skin Infections	Dermatitis	0.849574
Staphylococcal Skin Infections	Parapsoriasis	0.715098
Staphylococcal Skin Infections	Dermatitis, Atopic	0.775427
Cleft Palate	Cleft Lip	0.970755
Cleft Palate	Speech Disorders	0.798995
Myopathy, Central Core	Myopathies, Structural, Congenital	0.899884
Myopathy, Central Core	Myopathies, Nemaline	0.841368
Bacterial Infections	Measles	0.747017
Bacterial Infections	Gram-Negative Bacterial Infections	0.835858
Bacterial Infections	AIDS-Related Opportunistic Infections	0.789968
Bacterial Infections	Neutropenia	0.712352
Bacterial Infections	Communicable Diseases	0.948336
Bone Neoplasms	Neoplasm Metastasis	0.747561
Bone Neoplasms	Opioid-Related Disorders	0.827192
Polycystic Kidney, Autosomal Dominant	Renal Insufficiency	0.902789
Arthritis, Rheumatoid	Arthritis, Psoriatic	0.736432
Arthritis, Rheumatoid	Osteoarthritis	0.717281
Arthritis, Rheumatoid	Arthritis	0.747375
Hand Deformities, Congenital	Coloboma	0.857863
Hand Deformities, Congenital	Smith-Lemli-Opitz Syndrome	0.731377
Hand Deformities, Congenital	Blepharophimosis	0.867673
Hand Deformities, Congenital	Nails, Malformed	0.845315
Hand Deformities, Congenital	Macrocephaly	0.759749
Hand Deformities, Congenital	Orofaciodigital Syndromes	0.857104
Hand Deformities, Congenital	Fibromatosis, Gingival	0.87633
Hand Deformities, Congenital	Hypopigmentation	0.708565
Hand Deformities, Congenital	Hallermann's Syndrome	0.789439
Hand Deformities, Congenital	Dandy-Walker Syndrome	0.764692
Hand Deformities, Congenital	Hypertelorism	0.941051
Hand Deformities, Congenital	Mucopolysaccharidosis II	0.711373
Hand Deformities, Congenital	Polydactyly	0.784472
Hand Deformities, Congenital	Xeroderma Pigmentosum	0.86684
Hand Deformities, Congenital	Stereotypic Movement Disorder	0.723022
Hand Deformities, Congenital	Chromosome Breakage	0.887149
Hand Deformities, Congenital	Cri-du-Chat Syndrome	0.731721
Hand Deformities, Congenital	Wolf-Hirschhorn Syndrome	0.835068
Hand Deformities, Congenital	Foot Deformities, Congenital	0.923577
Hand Deformities, Congenital	Maple Syrup Urine Disease	0.749535
Darier Disease	Hypotrichosis	0.797612
Keratoconus	Corneal Dystrophies, Hereditary	0.823596
Colorectal Neoplasms, Hereditary Nonpolyposis	Cafe-au-Lait Spots	0.953854
Infection	Leukemia, Myeloid, Acute	0.703647
Infection	Panniculitis, Nodular Nonsuppurative	0.71956
Infection	Malaria	0.812962
Infection	Severe Acute Respiratory Syndrome	0.724737
Infection	Neutropenia	0.844494
Infection	Bacterial Infections	0.934135
Infection	Sepsis	0.727015
Bone Diseases, Metabolic	Bone Resorption	0.833223
Bone Diseases, Metabolic	Liver Cirrhosis, Experimental	0.723067
Congenital Hypothyroidism	Coloboma	0.896017
Congenital Hypothyroidism	Nails, Malformed	0.816124
Congenital Hypothyroidism	Tooth Abnormalities	0.840326
Congenital Hypothyroidism	Chromosome Disorders	0.782817
Congenital Hypothyroidism	Orofaciodigital Syndromes	0.821642
Congenital Hypothyroidism	Amino Acid Metabolism, Inborn Errors	0.785921
Congenital Hypothyroidism	Fibromatosis, Gingival	0.83856
Congenital Hypothyroidism	Klinefelter Syndrome	0.76468
Congenital Hypothyroidism	Hypertelorism	0.835352
Congenital Hypothyroidism	Congenital Abnormalities	0.7196
Congenital Hypothyroidism	Syndactyly	0.784746
Congenital Hypothyroidism	Craniosynostoses	0.757907
Congenital Hypothyroidism	Polydactyly	0.716997
Congenital Hypothyroidism	Hand Deformities, Congenital	0.83761
Congenital Hypothyroidism	Ectodermal Dysplasia	0.789069
Congenital Hypothyroidism	Chromosome Breakage	0.770179
Congenital Hypothyroidism	Exostoses, Multiple Hereditary	0.731978
Congenital Hypothyroidism	Cryptorchidism	0.729604
Congenital Hypothyroidism	Foot Deformities, Congenital	0.797285
Salmonella Infections, Animal	Entamoebiasis	0.845078
Salmonella Infections, Animal	Inflammatory Bowel Diseases	0.850442
Uveitis	Retinal Vein Occlusion	0.77707
Uveitis	Optic Atrophy, Hereditary, Leber	0.700155
Uveitis	Choroidal Neovascularization	0.790103
Glaucoma, Open-Angle	Retinal Vein Occlusion	0.748945
Glaucoma, Open-Angle	Low Tension Glaucoma	0.94979
Glaucoma, Open-Angle	Choroidal Neovascularization	0.77927
Mood Disorders	Depressive Disorder	0.844228
Mood Disorders	Depressive Disorder, Major	0.820039
Frasier Syndrome	Denys-Drash Syndrome	0.703745
Epilepsy, Generalized	Classical Lissencephalies and Subcortical Band Heterotopias	0.881602
Epilepsy, Generalized	Incontinentia Pigmenti	0.876469
Epilepsy, Generalized	Epilepsy, Absence	0.813497
Epilepsy, Generalized	Spasms, Infantile	0.737181
Epilepsy, Generalized	Tuberous Sclerosis	0.731776
Epilepsy, Generalized	Epilepsy, Temporal Lobe	0.700925
Epilepsy, Generalized	Seizures	0.844218
Epilepsy, Generalized	Seizures, Febrile	0.845991
Epilepsy, Generalized	Malformations of Cortical Development	0.786098
Liver Cirrhosis, Experimental	Diabetic Cardiomyopathies	0.723885
Lipid Metabolism Disorders	Hyperlipoproteinemias	0.825252
Lipid Metabolism Disorders	Hypoalphalipoproteinemias	0.848201
Lipid Metabolism Disorders	Dyslipidemias	0.877798
Stereotypic Movement Disorder	Macrocephaly	0.753285
Stereotypic Movement Disorder	Orofaciodigital Syndromes	0.74762
Stereotypic Movement Disorder	Hallermann's Syndrome	0.764144
Stereotypic Movement Disorder	Hypertelorism	0.70135
Stereotypic Movement Disorder	Xeroderma Pigmentosum	0.795231
Stereotypic Movement Disorder	Chromosome Breakage	0.817372
Myotonic Disorders	Paralysis, Hyperkalemic Periodic	0.709516
Hyperinsulinism	Metabolic Diseases	0.955192
Hyperinsulinism	Hypercholesterolemia	0.809877
Hyperinsulinism	Glucose Intolerance	0.968732
Hyperinsulinism	Hyperlipoproteinemias	0.924413
Hyperinsulinism	Endometrial Hyperplasia	0.94465
Hyperinsulinism	Prader-Willi Syndrome	0.779435
Hyperinsulinism	Acanthosis Nigricans	0.775091
Hyperinsulinism	Endometrial Neoplasms	0.940178
Hyperinsulinism	Diabetes Mellitus	0.969844
Hyperinsulinism	Cushing Syndrome	0.813863
Hyperinsulinism	Hypothalamic Diseases	0.850321
Hyperinsulinism	Bardet-Biedl Syndrome	0.914436
Hyperinsulinism	Hypoalphalipoproteinemias	0.965888
Hyperinsulinism	Dyslipidemias	0.936131
Appendicitis	Peritonitis	0.94653
Muscular Dystrophy, Facioscapulohumeral	Glycogen Storage Disease Type IIb	0.705713
Muscular Dystrophy, Facioscapulohumeral	Myositis, Inclusion Body	0.846779
Muscular Dystrophy, Facioscapulohumeral	Multiple Acyl Coenzyme A Dehydrogenase Deficiency	0.749659
Nerve Degeneration	Tauopathies	0.73497
Nerve Degeneration	Atrophy	0.719741
Muscular Dystrophies	Myositis	0.721465
Muscular Dystrophies	Muscular Atrophy	0.783381
Muscular Dystrophies	Myotonic Dystrophy	0.730199
Progeria	Werner Syndrome	0.97877
Progeria	Cutis Laxa	0.792939
Blood Coagulation Disorders	Disseminated Intravascular Coagulation	0.706435
Blood Coagulation Disorders	Hemorrhagic Disorders	0.819894
Blood Coagulation Disorders	Afibrinogenemia	0.707283
Blood Coagulation Disorders	von Willebrand Diseases	0.7876
Blood Coagulation Disorders	Thrombasthenia	0.7054
Homocystinuria	Rubinstein-Taybi Syndrome	0.751859
Homocystinuria	Amino Acid Metabolism, Inborn Errors	0.861482
Homocystinuria	Hypertelorism	0.707722
Brain Neoplasms	Glioblastoma	0.827372
Brain Neoplasms	Central Nervous System Diseases	0.723212
Brain Neoplasms	Sinus Thrombosis, Intracranial	0.724135
Brain Neoplasms	Cerebral Hemorrhage	0.720686
Brain Neoplasms	Intracranial Arteriovenous Malformations	0.842662
Brain Neoplasms	Intracranial Aneurysm	0.732797
Brain Neoplasms	Epilepsies, Partial	0.745507
Brain Neoplasms	Astrocytoma	0.850011
Sepsis	Pneumococcal Infections	0.705843
Sepsis	Shock, Septic	0.776097
Sepsis	Malaria	0.702233
Rickets	Hypocalcemia	0.93206
Rickets	Hypoparathyroidism	0.911767
Arthritis, Experimental	Sciatic Neuropathy	0.78872
Arthritis, Experimental	Neurogenic Inflammation	0.816798
Arthritis, Experimental	Hyperalgesia	0.787663
Death, Sudden, Cardiac	Arrhythmogenic Right Ventricular Dysplasia	0.918616
Death, Sudden, Cardiac	Coffin-Lowry Syndrome	0.76383
Death, Sudden, Cardiac	Romano-Ward Syndrome	0.754577
Abortion, Spontaneous	Premature Birth	0.839874
Abortion, Spontaneous	Fetal Death	0.802656
Abortion, Spontaneous	Congenital Abnormalities	0.747548
Abortion, Spontaneous	Fetal Growth Retardation	0.822877
Abortion, Spontaneous	Hernia, Umbilical	0.758625
Abortion, Spontaneous	Hyaline Membrane Disease	0.812427
Anophthalmos	Coloboma	0.756571
Myelodysplastic Syndromes	Common Variable Immunodeficiency	0.735949
Carcinoma, Renal Cell	Kidney Neoplasms	0.800235
Leiomyoma	Fallopian Tube Neoplasms	0.719766
Leiomyoma	Endometriosis	0.743768
Leiomyoma	Uterine Neoplasms	0.7045
Ataxia Telangiectasia	Spinocerebellar Degenerations	0.770645
Ectodermal Dysplasia	Coloboma	0.775174
Ectodermal Dysplasia	Smith-Lemli-Opitz Syndrome	0.714346
Ectodermal Dysplasia	Cleidocranial Dysplasia	0.731524
Ectodermal Dysplasia	Nails, Malformed	0.791694
Ectodermal Dysplasia	Macrocephaly	0.711992
Ectodermal Dysplasia	Chromosome Disorders	0.815068
Ectodermal Dysplasia	Craniofacial Dysostosis	0.865958
Ectodermal Dysplasia	Rubinstein-Taybi Syndrome	0.703075
Ectodermal Dysplasia	Orofaciodigital Syndromes	0.797288
Ectodermal Dysplasia	Amino Acid Metabolism, Inborn Errors	0.805192
Ectodermal Dysplasia	Fibromatosis, Gingival	0.828533
Ectodermal Dysplasia	Piebaldism	0.766708
Ectodermal Dysplasia	Hallermann's Syndrome	0.744378
Ectodermal Dysplasia	Hypertelorism	0.828724
Ectodermal Dysplasia	Chromosome Aberrations	0.835299
Ectodermal Dysplasia	Syndactyly	0.806214
Ectodermal Dysplasia	Craniosynostoses	0.791534
Ectodermal Dysplasia	Polydactyly	0.731367
Ectodermal Dysplasia	Xeroderma Pigmentosum	0.828001
Ectodermal Dysplasia	Hand Deformities, Congenital	0.824598
Ectodermal Dysplasia	Chromosome Breakage	0.810072
Ectodermal Dysplasia	Cri-du-Chat Syndrome	0.702416
Ectodermal Dysplasia	Exostoses, Multiple Hereditary	0.75188
Ectodermal Dysplasia	Sebaceous Gland Neoplasms	0.718243
Ectodermal Dysplasia	Pierre Robin Syndrome	0.770329
Ectodermal Dysplasia	Wolf-Hirschhorn Syndrome	0.76707
Ectodermal Dysplasia	Foot Deformities, Congenital	0.758371
Ectodermal Dysplasia	Maple Syrup Urine Disease	0.700541
Chromosome Breakage	Blepharophimosis	0.908825
Chromosome Breakage	Silver-Russell Syndrome	0.724528
Chromosome Breakage	Macrocephaly	0.85008
Chromosome Breakage	Orofaciodigital Syndromes	0.851511
Chromosome Breakage	Fibromatosis, Gingival	0.933633
Chromosome Breakage	Hypertelorism	0.865904
Chromosome Breakage	Xeroderma Pigmentosum	0.931248
Chromosome Breakage	Wolf-Hirschhorn Syndrome	0.884691
Chromosome Breakage	Foot Deformities, Congenital	0.792511
Neuroectodermal Tumors	Fibromatosis, Aggressive	0.734322
Cri-du-Chat Syndrome	Macrocephaly	0.803949
Cri-du-Chat Syndrome	Orofaciodigital Syndromes	0.7698
Cri-du-Chat Syndrome	Hallermann's Syndrome	0.773025
Cri-du-Chat Syndrome	Hypertelorism	0.716372
Cri-du-Chat Syndrome	Stereotypic Movement Disorder	0.725156
Cri-du-Chat Syndrome	Chromosome Breakage	0.826058
Goiter	Deafness	0.913079
Venous Thromboembolism	Acute Coronary Syndrome	0.703995
Meningomyelocele	Spina Bifida Cystica	0.895833
Parkinson Disease	Tremor	0.706391
Parkinson Disease	Parkinsonian Disorders	0.771966
Parkinson Disease	Parkinson Disease, Secondary	0.832781
Choanal Atresia	Orofaciodigital Syndromes	0.765334
Choanal Atresia	Hypertelorism	0.809895
Choanal Atresia	Hand Deformities, Congenital	0.782036
Choanal Atresia	Ectodermal Dysplasia	0.717046
Choanal Atresia	Foot Deformities, Congenital	0.764815
Burns	Arthritis, Experimental	0.768609
Epilepsies, Partial	Classical Lissencephalies and Subcortical Band Heterotopias	0.812969
Epilepsies, Partial	Incontinentia Pigmenti	0.830532
Epilepsies, Partial	Substance Withdrawal Syndrome	0.726359
Liver Diseases	Gallbladder Neoplasms	0.823494
Liver Diseases	Hepatomegaly	0.725547
Liver Diseases	Hepatic Veno-Occlusive Disease	0.842556
Liver Diseases	Cholangitis, Sclerosing	0.775204
Liver Diseases	Jaundice, Chronic Idiopathic	0.899012
Liver Diseases	Hyperbilirubinemia	0.85684
Liver Diseases	Spherocytosis, Hereditary	0.8761
Liver Diseases	Hepatitis	0.961975
Liver Diseases	Protoporphyria, Erythropoietic	0.838557
Liver Diseases	Liver Failure, Acute	0.780774
Liver Diseases	Hepatitis B, Chronic	0.82738
Liver Diseases	Drug-Induced Liver Injury	0.950571
Liver Diseases	Liver Failure	0.817143
Hypoglycemia	Citrullinemia	0.775604
Hypoglycemia	Hyperammonemia	0.751351
Hypoglycemia	Poisoning	0.726996
Cholestasis, Intrahepatic	Eczema	0.738966
Cholestasis, Intrahepatic	Candidiasis, Vulvovaginal	0.873439
Cholestasis, Intrahepatic	Dermatitis, Allergic Contact	0.84027
Cholestasis, Intrahepatic	Keloid	0.854675
Cholestasis, Intrahepatic	Photosensitivity Disorders	0.723347
Cholestasis, Intrahepatic	Dermatitis, Contact	0.740728
Cholestasis, Intrahepatic	Dermatitis	0.829513
Cholestasis, Intrahepatic	Polycythemia Vera	0.73331
Cholestasis, Intrahepatic	Cholangitis, Sclerosing	0.720011
Cholestasis, Intrahepatic	Liver Cirrhosis, Biliary	0.869967
Cholestasis, Intrahepatic	Pruritus	0.924153
Cholestasis, Intrahepatic	Parapsoriasis	0.717025
Cholestasis, Intrahepatic	Dermatitis, Atopic	0.90396
Cholestasis, Intrahepatic	Keratosis	0.774276
Frontotemporal Dementia	Tauopathies	0.751219
Frontotemporal Dementia	Pick Disease of the Brain	0.97513
Primary Ovarian Insufficiency	Gonadal Dysgenesis	0.985235
Exostoses, Multiple Hereditary	Coloboma	0.734808
Exostoses, Multiple Hereditary	Nails, Malformed	0.793583
Exostoses, Multiple Hereditary	Macrocephaly	0.76966
Exostoses, Multiple Hereditary	Craniofacial Dysostosis	0.83881
Exostoses, Multiple Hereditary	Rubinstein-Taybi Syndrome	0.758104
Exostoses, Multiple Hereditary	Orofaciodigital Syndromes	0.795681
Exostoses, Multiple Hereditary	Fibromatosis, Gingival	0.855428
Exostoses, Multiple Hereditary	Hallermann's Syndrome	0.858467
Exostoses, Multiple Hereditary	Hypertelorism	0.787059
Exostoses, Multiple Hereditary	Syndactyly	0.852104
Exostoses, Multiple Hereditary	Craniosynostoses	0.838812
Exostoses, Multiple Hereditary	Polydactyly	0.781435
Exostoses, Multiple Hereditary	Xeroderma Pigmentosum	0.843561
Exostoses, Multiple Hereditary	Hand Deformities, Congenital	0.808104
Exostoses, Multiple Hereditary	Chromosome Breakage	0.874222
Exostoses, Multiple Hereditary	Cri-du-Chat Syndrome	0.795336
Exostoses, Multiple Hereditary	Sebaceous Gland Neoplasms	0.787899
Exostoses, Multiple Hereditary	Mucopolysaccharidosis III	0.745459
Exostoses, Multiple Hereditary	Foot Deformities, Congenital	0.748289
Exostoses, Multiple Hereditary	Maple Syrup Urine Disease	0.768303
Sarcoma	Carcinoma, Small Cell	0.77466
Glomerulosclerosis, Focal Segmental	Hypertension, Pregnancy-Induced	0.785477
Glomerulosclerosis, Focal Segmental	Nephrotic Syndrome	0.993939
Glomerulosclerosis, Focal Segmental	Nephrosis	0.987949
Glomerulosclerosis, Focal Segmental	Denys-Drash Syndrome	0.958784
Glomerulosclerosis, Focal Segmental	Lecithin Acyltransferase Deficiency	0.995165
Glomerulosclerosis, Focal Segmental	Immune Complex Diseases	0.906962
Glomerulosclerosis, Focal Segmental	Anemia, Macrocytic	0.834157
Glomerulosclerosis, Focal Segmental	Frasier Syndrome	0.713329
Glomerulosclerosis, Focal Segmental	Pre-Eclampsia	0.715126
Glomerulosclerosis, Focal Segmental	Renal Insufficiency	0.794383
Glomerulosclerosis, Focal Segmental	Polycystic Kidney Diseases	0.731106
Glomerulosclerosis, Focal Segmental	Hematuria	0.938179
Pre-Eclampsia	Hypertension, Pregnancy-Induced	0.942472
Acne Vulgaris	Dermatitis, Seborrheic	0.902395
Acne Vulgaris	Lipodystrophy, Familial Partial	0.740328
Acne Vulgaris	Alopecia	0.926259
Leukemia	Leukemia, Myeloid, Acute	0.850886
Leukemia	Pancytopenia	0.705408
Leukemia	Hodgkin Disease	0.718912
Leukemia	Leukemia, Lymphoid	0.807489
Leukemia	Hematologic Neoplasms	0.722691
Leukemia	Leukemia, Myeloid	0.842408
Leukemia	Agranulocytosis	0.763478
Liver Failure, Acute	Spherocytosis, Hereditary	0.703441
Tachycardia, Ventricular	Arrhythmogenic Right Ventricular Dysplasia	0.979451
Tachycardia, Ventricular	Torsades de Pointes	0.962598
Tachycardia, Ventricular	Coffin-Lowry Syndrome	0.833079
Tachycardia, Ventricular	Romano-Ward Syndrome	0.820721
Tachycardia, Ventricular	Death, Sudden, Cardiac	0.949027
Tachycardia, Ventricular	Ventricular Fibrillation	0.899273
Tachycardia, Ventricular	Atrioventricular Block	0.961193
Cholangiocarcinoma	Bile Duct Neoplasms	0.962963
Intestinal Diseases	AIDS-Related Opportunistic Infections	0.724921
Intestinal Diseases	Inflammatory Bowel Diseases	0.808853
Intestinal Diseases	Celiac Disease	0.838719
Liver Neoplasms, Experimental	Mammary Neoplasms, Experimental	0.85455
Liver Neoplasms, Experimental	Precancerous Conditions	0.705441
Liver Neoplasms, Experimental	Liver Cirrhosis, Experimental	0.809022
Fractures, Bone	Femoral Fractures	0.769513
Brain Diseases	Glioblastoma	0.73481
Brain Diseases	Central Nervous System Diseases	0.839746
Brain Diseases	Glioma	0.737883
Brain Diseases	Cerebral Hemorrhage	0.761196
Brain Diseases	Epilepsy	0.730356
Brain Diseases	Epilepsy, Generalized	0.713274
Brain Diseases	Brain Neoplasms	0.848345
Mitochondrial Myopathies	Mitochondrial Encephalomyopathies	0.969837
Hypothalamic Diseases	Glucose Intolerance	0.805023
Hypothalamic Diseases	Endometrial Hyperplasia	0.788509
Hypothalamic Diseases	Diabetes Mellitus	0.819489
Hypothalamic Diseases	Hypoalphalipoproteinemias	0.821128
Lymphoma, Large B-Cell, Diffuse	Lymphoma, T-Cell	0.749668
Genital Diseases, Male	Hypoproteinemia	0.735817
Keratitis	Branchio-Oto-Renal Syndrome	0.766546
