MeSH Disease ID,MeSH Symptom Term,TFIDF score
MESH:D018288,Nausea,63.7702
MESH:D009456,Nausea,1.13875
MESH:D009101,Nausea,20.4976
MESH:D008258,Nausea,1.13875
MESH:D001943,Nausea,368.956
MESH:D046152,Nausea,2.27751
MESH:D015179,Nausea,74.0189
MESH:D013274,Nausea,95.6553
MESH:D010190,Nausea,67.1864
MESH:D010051,Nausea,153.732
MESH:D008175,Nausea,278.995
MESH:D011471,Nausea,45.5501
MESH:D001749,Nausea,38.7176
MESH:D016864,Nausea,2.27751
MESH:D006502,Nausea,1.13875
MESH:D002538,Nausea,4.55501
MESH:D000741,Nausea,3.41626
MESH:D013922,Nausea,1.13875
MESH:D009190,Nausea,11.3875
MESH:D011087,Nausea,2.27751
MESH:D055728,Nausea,1.13875
MESH:D017681,Nausea,1.13875
MESH:D010505,Nausea,2.27751
MESH:D008180,Nausea,10.2488
MESH:D017492,Nausea,1.13875
MESH:D054198,Postoperative Nausea and Vomiting,3.4201
MESH:D006528,Postoperative Nausea and Vomiting,3.4201
MESH:D001943,Postoperative Nausea and Vomiting,3.4201
MESH:D015179,Postoperative Nausea and Vomiting,3.4201
MESH:D013274,Postoperative Nausea and Vomiting,3.4201
MESH:D008175,Postoperative Nausea and Vomiting,3.4201
MESH:D011471,Postoperative Nausea and Vomiting,3.4201
MESH:D054198,Vomiting,23.6184
MESH:D015464,Vomiting,5.06108
MESH:D015470,Vomiting,29.5229
MESH:D015473,Vomiting,1.68703
MESH:D009396,Vomiting,2.53054
MESH:D008415,Vomiting,1.68703
MESH:D012516,Vomiting,12.6527
MESH:D005910,Vomiting,15.1832
MESH:D008527,Vomiting,10.9657
MESH:D012175,Vomiting,1.68703
MESH:D011125,Vomiting,1.68703
MESH:D006528,Vomiting,10.1222
MESH:D018288,Vomiting,37.1146
MESH:D009456,Vomiting,2.53054
MESH:D009101,Vomiting,8.43513
MESH:D008258,Vomiting,0.843513
MESH:D001943,Vomiting,189.79
MESH:D046152,Vomiting,3.37405
MESH:D015179,Vomiting,33.7405
MESH:D013274,Vomiting,73.3856
MESH:D010190,Vomiting,33.7405
MESH:D010051,Vomiting,102.909
MESH:D020288,Vomiting,2.53054
MESH:D008175,Vomiting,172.92
MESH:D011471,Vomiting,23.6184
MESH:D001749,Vomiting,18.5573
MESH:D016864,Vomiting,0.843513
MESH:D006502,Vomiting,0.843513
MESH:D002538,Vomiting,7.59161
MESH:D000741,Vomiting,3.37405
MESH:D000361,Vomiting,0.843513
MESH:D009190,Vomiting,4.21756
MESH:D011087,Vomiting,1.68703
MESH:D019851,Vomiting,0.843513
MESH:D010505,Vomiting,5.06108
MESH:D008180,Vomiting,6.7481
MESH:D054198,Hematemesis,6.25759
MESH:D015473,Hematemesis,2.08586
MESH:D006528,Hematemesis,10.4293
MESH:D009456,Hematemesis,4.17172
MESH:D009101,Hematemesis,4.17172
MESH:D001943,Hematemesis,6.25759
MESH:D046152,Hematemesis,14.601
MESH:D013274,Hematemesis,152.268
MESH:D010190,Hematemesis,22.9445
MESH:D008175,Hematemesis,8.34345
MESH:D001749,Hematemesis,2.08586
MESH:D006502,Hematemesis,12.5152
MESH:D054990,Hematemesis,2.08586
MESH:D014923,Hematemesis,2.08586
MESH:D013922,Hematemesis,2.08586
MESH:D055728,Hematemesis,4.17172
MESH:D008180,Hematemesis,4.17172
MESH:D009101,Hyperemesis Gravidarum,2.87508
MESH:D001943,Hyperemesis Gravidarum,5.75017
MESH:D013274,Hyperemesis Gravidarum,17.2505
MESH:D010190,Hyperemesis Gravidarum,2.87508
MESH:D019851,Hyperemesis Gravidarum,2.87508
MESH:D054198,"Vomiting, Anticipatory",13.6221
MESH:D015470,"Vomiting, Anticipatory",4.54069
MESH:D001943,"Vomiting, Anticipatory",127.139
MESH:D015179,"Vomiting, Anticipatory",36.3255
MESH:D013274,"Vomiting, Anticipatory",27.2441
MESH:D010190,"Vomiting, Anticipatory",18.1628
MESH:D010051,"Vomiting, Anticipatory",31.7848
MESH:D008175,"Vomiting, Anticipatory",99.8952
MESH:D054198,Anoxia,3.00597
MESH:D015464,Anoxia,10.0199
MESH:D015470,Anoxia,7.01392
MESH:D015473,Anoxia,2.00398
MESH:D008415,Anoxia,3.00597
MESH:D012516,Anoxia,15.0298
MESH:D005910,Anoxia,49.0974
MESH:D008527,Anoxia,1.00199
MESH:D012175,Anoxia,7.01392
MESH:D011125,Anoxia,1.00199
MESH:D006528,Anoxia,35.0696
MESH:D018288,Anoxia,5.00994
MESH:D009456,Anoxia,1.00199
MESH:D009101,Anoxia,6.01193
MESH:D008258,Anoxia,1.00199
MESH:D001943,Anoxia,77.1531
MESH:D015179,Anoxia,20.0398
MESH:D013274,Anoxia,18.0358
MESH:D010190,Anoxia,25.0497
MESH:D010051,Anoxia,12.0239
MESH:D008175,Anoxia,82.1631
MESH:D011471,Anoxia,40.0795
MESH:D001749,Anoxia,8.01591
MESH:D006502,Anoxia,1.00199
MESH:D054990,Anoxia,74.1472
MESH:D002538,Anoxia,1.00199
MESH:D004916,Anoxia,1.00199
MESH:D000741,Anoxia,8.01591
MESH:D005199,Anoxia,1.00199
MESH:D013922,Anoxia,7.01392
MESH:D009190,Anoxia,2.00398
MESH:D011087,Anoxia,27.0537
MESH:D055728,Anoxia,3.00597
MESH:D019851,Anoxia,3.00597
MESH:D019871,Anoxia,1.00199
MESH:D008180,Anoxia,9.0179
MESH:D054198,Apnea,1.87655
MESH:D008415,Apnea,3.75311
MESH:D005910,Apnea,1.87655
MESH:D009456,Apnea,3.75311
MESH:D008258,Apnea,1.87655
MESH:D001943,Apnea,1.87655
MESH:D054990,Apnea,3.75311
MESH:D008180,Apnea,1.87655
MESH:D054198,Cough,1.31473
MESH:D015464,Cough,2.62946
MESH:D015470,Cough,5.25892
MESH:D012516,Cough,1.31473
MESH:D008527,Cough,1.31473
MESH:D006528,Cough,1.31473
MESH:D018288,Cough,17.0915
MESH:D009456,Cough,2.62946
MESH:D009101,Cough,2.62946
MESH:D008258,Cough,3.94419
MESH:D001943,Cough,14.462
MESH:D015179,Cough,2.62946
MESH:D013274,Cough,1.31473
MESH:D010190,Cough,2.62946
MESH:D010051,Cough,1.31473
MESH:D008175,Cough,227.448
MESH:D054990,Cough,38.1271
MESH:D052537,Cough,1.31473
MESH:D001260,Cough,1.31473
MESH:D002538,Cough,1.31473
MESH:D000741,Cough,1.31473
MESH:D014923,Cough,1.31473
MESH:D000361,Cough,2.62946
MESH:D009190,Cough,1.31473
MESH:D011087,Cough,3.94419
MESH:D017681,Cough,7.88837
MESH:D008180,Cough,11.8326
MESH:D017074,Cough,6.57365
MESH:D054198,Dyspnea,7.03655
MESH:D015464,Dyspnea,6.03133
MESH:D015470,Dyspnea,9.047
MESH:D015473,Dyspnea,14.0731
MESH:D008415,Dyspnea,2.01044
MESH:D012516,Dyspnea,3.01567
MESH:D005910,Dyspnea,2.01044
MESH:D006528,Dyspnea,10.0522
MESH:D018288,Dyspnea,18.094
MESH:D009456,Dyspnea,9.047
MESH:D009101,Dyspnea,20.1044
MESH:D008258,Dyspnea,7.03655
MESH:D001943,Dyspnea,40.2089
MESH:D046152,Dyspnea,2.01044
MESH:D015179,Dyspnea,1.00522
MESH:D013274,Dyspnea,16.0835
MESH:D010190,Dyspnea,5.02611
MESH:D010051,Dyspnea,17.0888
MESH:D008175,Dyspnea,323.681
MESH:D011471,Dyspnea,4.02089
MESH:D001749,Dyspnea,3.01567
MESH:D004613,Dyspnea,3.01567
MESH:D044542,Dyspnea,1.00522
MESH:D009634,Dyspnea,2.01044
MESH:D054990,Dyspnea,174.909
MESH:D052537,Dyspnea,1.00522
MESH:D000741,Dyspnea,6.03133
MESH:D000361,Dyspnea,2.01044
MESH:D009190,Dyspnea,3.01567
MESH:D011087,Dyspnea,2.01044
MESH:D055728,Dyspnea,9.047
MESH:D017681,Dyspnea,8.04177
MESH:D019851,Dyspnea,4.02089
MESH:D019871,Dyspnea,1.00522
MESH:D008180,Dyspnea,38.1984
MESH:D017074,Dyspnea,1.00522
MESH:D001943,"Dyspnea, Paroxysmal",3.75223
MESH:D008175,"Dyspnea, Paroxysmal",3.75223
MESH:D054198,Hemoptysis,10.1824
MESH:D015470,Hemoptysis,6.7883
MESH:D015473,Hemoptysis,1.69707
MESH:D012516,Hemoptysis,1.69707
MESH:D012175,Hemoptysis,1.69707
MESH:D006528,Hemoptysis,1.69707
MESH:D018288,Hemoptysis,23.759
MESH:D009101,Hemoptysis,3.39415
MESH:D001943,Hemoptysis,8.48537
MESH:D015179,Hemoptysis,3.39415
MESH:D010190,Hemoptysis,1.69707
MESH:D010051,Hemoptysis,3.39415
MESH:D008175,Hemoptysis,514.214
MESH:D011471,Hemoptysis,1.69707
MESH:D054990,Hemoptysis,25.4561
MESH:D001260,Hemoptysis,1.69707
MESH:D013922,Hemoptysis,3.39415
MESH:D009190,Hemoptysis,1.69707
MESH:D010505,Hemoptysis,1.69707
MESH:D008180,Hemoptysis,33.9415
MESH:D005910,Hypercapnia,2.11098
MESH:D008175,Hypercapnia,4.22197
MESH:D054990,Hypercapnia,10.5549
MESH:D002538,Hypercapnia,2.11098
MESH:D008180,Hypercapnia,2.11098
MESH:D005910,Hyperoxia,2.94919
MESH:D018288,Hyperoxia,2.94919
MESH:D001943,Hyperoxia,2.94919
MESH:D008175,Hyperoxia,2.94919
MESH:D011471,Hyperoxia,2.94919
MESH:D001749,Hyperoxia,2.94919
MESH:D054990,Hyperoxia,29.4919
MESH:D005199,Hyperoxia,2.94919
MESH:D015470,Hyperventilation,2.10513
MESH:D005910,Hyperventilation,8.42052
MESH:D008527,Hyperventilation,2.10513
MESH:D009456,Hyperventilation,2.10513
MESH:D054990,Hyperventilation,10.5257
MESH:D002538,Hyperventilation,4.21026
MESH:D011087,Hyperventilation,2.10513
MESH:D008180,Hyperventilation,4.21026
MESH:D005910,Hypocapnia,3.37062
MESH:D002538,Hypocapnia,3.37062
MESH:D018288,Hypoventilation,7.56406
MESH:D009456,Hypoventilation,2.52135
MESH:D001943,Hypoventilation,2.52135
MESH:D010051,Hypoventilation,7.56406
MESH:D008175,Hypoventilation,17.6495
MESH:D001260,Hypoventilation,2.52135
MESH:D011087,Hypoventilation,2.52135
MESH:D054990,Mouth Breathing,3.22936
MESH:D011471,Respiratory Aspiration,3.33007
MESH:D054990,Respiratory Aspiration,6.66015
MESH:D054198,Respiratory Sounds,1.63927
MESH:D008415,Respiratory Sounds,1.63927
MESH:D012516,Respiratory Sounds,1.63927
MESH:D005910,Respiratory Sounds,1.63927
MESH:D018288,Respiratory Sounds,1.63927
MESH:D009456,Respiratory Sounds,1.63927
MESH:D009101,Respiratory Sounds,3.27854
MESH:D001943,Respiratory Sounds,3.27854
MESH:D013274,Respiratory Sounds,1.63927
MESH:D008175,Respiratory Sounds,39.3425
MESH:D004613,Respiratory Sounds,1.63927
MESH:D054990,Respiratory Sounds,39.3425
MESH:D000741,Respiratory Sounds,1.63927
MESH:D000361,Respiratory Sounds,1.63927
MESH:D008180,Respiratory Sounds,4.91781
MESH:D017074,Respiratory Sounds,1.63927
MESH:D005910,Snoring,2.7601
MESH:D054990,Snoring,2.7601
MESH:D015470,Skin Manifestations,3.67414
MESH:D008415,Skin Manifestations,1.83707
MESH:D012516,Skin Manifestations,0.612357
MESH:D005910,Skin Manifestations,0.612357
MESH:D008527,Skin Manifestations,0.612357
MESH:D009456,Skin Manifestations,19.5954
MESH:D009101,Skin Manifestations,7.34829
MESH:D008258,Skin Manifestations,6.12357
MESH:D001943,Skin Manifestations,4.2865
MESH:D013274,Skin Manifestations,3.06179
MESH:D010190,Skin Manifestations,6.73593
MESH:D010051,Skin Manifestations,2.44943
MESH:D008175,Skin Manifestations,9.18536
MESH:D011471,Skin Manifestations,0.612357
MESH:D001749,Skin Manifestations,0.612357
MESH:D008557,Skin Manifestations,0.612357
MESH:D006502,Skin Manifestations,0.612357
MESH:D054990,Skin Manifestations,0.612357
MESH:D001260,Skin Manifestations,4.2865
MESH:D000741,Skin Manifestations,0.612357
MESH:D014923,Skin Manifestations,0.612357
MESH:D013922,Skin Manifestations,1.83707
MESH:D000361,Skin Manifestations,4.2865
MESH:D011087,Skin Manifestations,1.83707
MESH:D055728,Skin Manifestations,1.83707
MESH:D011038,Skin Manifestations,0.612357
MESH:D010505,Skin Manifestations,2.44943
MESH:D008180,Skin Manifestations,36.1291
MESH:D054198,Cafe-au-Lait Spots,3.30393
MESH:D015470,Cafe-au-Lait Spots,3.30393
MESH:D008415,Cafe-au-Lait Spots,3.30393
MESH:D008527,Cafe-au-Lait Spots,3.30393
MESH:D009456,Cafe-au-Lait Spots,287.442
MESH:D015179,Cafe-au-Lait Spots,6.60786
MESH:D013274,Cafe-au-Lait Spots,3.30393
MESH:D008175,Cafe-au-Lait Spots,3.30393
MESH:D009634,Cafe-au-Lait Spots,16.5196
MESH:D005199,Cafe-au-Lait Spots,9.91178
MESH:D017074,Cafe-au-Lait Spots,3.30393
MESH:D054198,Ecchymosis,4.59996
MESH:D015464,Ecchymosis,2.29998
MESH:D015473,Ecchymosis,4.59996
MESH:D006528,Ecchymosis,2.29998
MESH:D018288,Ecchymosis,4.59996
MESH:D009101,Ecchymosis,22.9998
MESH:D001943,Ecchymosis,4.59996
MESH:D008175,Ecchymosis,6.89994
MESH:D011471,Ecchymosis,4.59996
MESH:D000741,Ecchymosis,4.59996
MESH:D013922,Ecchymosis,2.29998
MESH:D019851,Ecchymosis,4.59996
MESH:D010505,Ecchymosis,2.29998
MESH:D008180,Ecchymosis,11.4999
MESH:D054198,Jaundice,4.36414
MESH:D015464,Jaundice,1.45471
MESH:D015470,Jaundice,10.183
MESH:D012516,Jaundice,1.45471
MESH:D012175,Jaundice,1.45471
MESH:D006528,Jaundice,37.8225
MESH:D018288,Jaundice,2.90942
MESH:D009456,Jaundice,2.90942
MESH:D009101,Jaundice,13.0924
MESH:D008258,Jaundice,2.90942
MESH:D001943,Jaundice,17.4565
MESH:D046152,Jaundice,1.45471
MESH:D015179,Jaundice,1.45471
MESH:D013274,Jaundice,5.81885
MESH:D010190,Jaundice,216.752
MESH:D010051,Jaundice,1.45471
MESH:D008175,Jaundice,5.81885
MESH:D011471,Jaundice,2.90942
MESH:D006502,Jaundice,1.45471
MESH:D054990,Jaundice,2.90942
MESH:D000741,Jaundice,17.4565
MESH:D013922,Jaundice,1.45471
MESH:D000361,Jaundice,5.81885
MESH:D011087,Jaundice,1.45471
MESH:D055728,Jaundice,2.90942
MESH:D008180,Jaundice,11.6377
MESH:D054198,"Jaundice, Obstructive",4.99606
MESH:D015464,"Jaundice, Obstructive",2.49803
MESH:D015470,"Jaundice, Obstructive",7.49409
MESH:D006528,"Jaundice, Obstructive",82.4349
MESH:D018288,"Jaundice, Obstructive",4.99606
MESH:D009456,"Jaundice, Obstructive",4.99606
MESH:D009101,"Jaundice, Obstructive",7.49409
MESH:D001943,"Jaundice, Obstructive",4.99606
MESH:D046152,"Jaundice, Obstructive",7.49409
MESH:D013274,"Jaundice, Obstructive",49.9606
MESH:D010190,"Jaundice, Obstructive",202.34
MESH:D010051,"Jaundice, Obstructive",7.49409
MESH:D008175,"Jaundice, Obstructive",17.4862
MESH:D011471,"Jaundice, Obstructive",4.99606
MESH:D000361,"Jaundice, Obstructive",2.49803
MESH:D017681,"Jaundice, Obstructive",2.49803
MESH:D019851,"Jaundice, Obstructive",2.49803
MESH:D009101,Livedo Reticularis,4.09886
MESH:D001943,Livedo Reticularis,4.09886
MESH:D018860,Livedo Reticularis,16.3954
MESH:D019851,Livedo Reticularis,4.09886
MESH:D008180,Livedo Reticularis,12.2966
MESH:D010190,Necrolytic Migratory Erythema,18.4504
MESH:D054198,Pallor,3.53517
MESH:D013274,Pallor,3.53517
MESH:D010051,Pallor,7.07034
MESH:D000741,Pallor,10.6055
MESH:D054198,Pruritus,1.46594
MESH:D015464,Pruritus,2.93188
MESH:D015470,Pruritus,2.93188
MESH:D008415,Pruritus,24.921
MESH:D012516,Pruritus,1.46594
MESH:D005910,Pruritus,2.93188
MESH:D012175,Pruritus,1.46594
MESH:D006528,Pruritus,4.39783
MESH:D018288,Pruritus,4.39783
MESH:D009456,Pruritus,10.2616
MESH:D009101,Pruritus,7.32971
MESH:D008258,Pruritus,2.93188
MESH:D001943,Pruritus,35.1826
MESH:D046152,Pruritus,1.46594
MESH:D015179,Pruritus,4.39783
MESH:D013274,Pruritus,5.86377
MESH:D010190,Pruritus,8.79565
MESH:D008175,Pruritus,24.921
MESH:D011471,Pruritus,2.93188
MESH:D012415,Pruritus,1.46594
MESH:D013922,Pruritus,1.46594
MESH:D009190,Pruritus,10.2616
MESH:D011087,Pruritus,73.2971
MESH:D055728,Pruritus,2.93188
MESH:D017681,Pruritus,7.32971
MESH:D008180,Pruritus,8.79565
MESH:D054198,Purpura,3.18966
MESH:D015464,Purpura,1.06322
MESH:D015470,Purpura,6.37931
MESH:D006528,Purpura,4.25287
MESH:D009101,Purpura,23.3908
MESH:D008258,Purpura,19.1379
MESH:D001943,Purpura,1.06322
MESH:D013274,Purpura,3.18966
MESH:D010190,Purpura,2.12644
MESH:D008175,Purpura,6.37931
MESH:D011471,Purpura,2.12644
MESH:D054990,Purpura,1.06322
MESH:D000741,Purpura,9.56897
MESH:D005199,Purpura,1.06322
MESH:D014923,Purpura,4.25287
MESH:D013922,Purpura,2.12644
MESH:D000361,Purpura,7.44253
MESH:D009190,Purpura,3.18966
MESH:D011087,Purpura,1.06322
MESH:D055728,Purpura,1.06322
MESH:D017681,Purpura,2.12644
MESH:D019851,Purpura,2.12644
MESH:D010505,Purpura,5.31609
MESH:D008180,Purpura,23.3908
MESH:D008180,Purpura Fulminans,4.68379
MESH:D015470,"Purpura, Hyperglobulinemic",3.67452
MESH:D009101,"Purpura, Hyperglobulinemic",33.0707
MESH:D008258,"Purpura, Hyperglobulinemic",33.0707
MESH:D054990,"Purpura, Hyperglobulinemic",7.34905
MESH:D000741,"Purpura, Hyperglobulinemic",3.67452
MESH:D055728,"Purpura, Hyperglobulinemic",3.67452
MESH:D008180,"Purpura, Hyperglobulinemic",11.0236
MESH:D009396,"Purpura, Schoenlein-Henoch",1.99821
MESH:D018288,"Purpura, Schoenlein-Henoch",1.99821
MESH:D009101,"Purpura, Schoenlein-Henoch",15.9857
MESH:D001943,"Purpura, Schoenlein-Henoch",5.99464
MESH:D013274,"Purpura, Schoenlein-Henoch",3.99643
MESH:D008175,"Purpura, Schoenlein-Henoch",15.9857
MESH:D011471,"Purpura, Schoenlein-Henoch",7.99286
MESH:D001749,"Purpura, Schoenlein-Henoch",1.99821
MESH:D018860,"Purpura, Schoenlein-Henoch",1.99821
MESH:D000741,"Purpura, Schoenlein-Henoch",1.99821
MESH:D014923,"Purpura, Schoenlein-Henoch",3.99643
MESH:D013922,"Purpura, Schoenlein-Henoch",7.99286
MESH:D009190,"Purpura, Schoenlein-Henoch",3.99643
MESH:D011087,"Purpura, Schoenlein-Henoch",1.99821
MESH:D019851,"Purpura, Schoenlein-Henoch",3.99643
MESH:D010505,"Purpura, Schoenlein-Henoch",31.9714
MESH:D008180,"Purpura, Schoenlein-Henoch",41.9625
MESH:D054198,"Purpura, Thrombocytopenic",4.24472
MESH:D015470,"Purpura, Thrombocytopenic",11.3192
MESH:D008415,"Purpura, Thrombocytopenic",1.41491
MESH:D006528,"Purpura, Thrombocytopenic",1.41491
MESH:D018288,"Purpura, Thrombocytopenic",2.82981
MESH:D009101,"Purpura, Thrombocytopenic",11.3192
MESH:D008258,"Purpura, Thrombocytopenic",2.82981
MESH:D001943,"Purpura, Thrombocytopenic",7.07453
MESH:D013274,"Purpura, Thrombocytopenic",9.90434
MESH:D010190,"Purpura, Thrombocytopenic",4.24472
MESH:D010051,"Purpura, Thrombocytopenic",1.41491
MESH:D008175,"Purpura, Thrombocytopenic",5.65962
MESH:D011471,"Purpura, Thrombocytopenic",1.41491
MESH:D009634,"Purpura, Thrombocytopenic",1.41491
MESH:D054990,"Purpura, Thrombocytopenic",1.41491
MESH:D000741,"Purpura, Thrombocytopenic",58.0111
MESH:D005199,"Purpura, Thrombocytopenic",1.41491
MESH:D014923,"Purpura, Thrombocytopenic",4.24472
MESH:D013922,"Purpura, Thrombocytopenic",14.1491
MESH:D000361,"Purpura, Thrombocytopenic",12.7341
MESH:D009190,"Purpura, Thrombocytopenic",2.82981
MESH:D011087,"Purpura, Thrombocytopenic",4.24472
MESH:D055728,"Purpura, Thrombocytopenic",9.90434
MESH:D019851,"Purpura, Thrombocytopenic",1.41491
MESH:D008180,"Purpura, Thrombocytopenic",108.948
MESH:D017074,"Purpura, Thrombocytopenic",1.41491
MESH:D054198,"Purpura, Thrombocytopenic, Idiopathic",21.2728
MESH:D015464,"Purpura, Thrombocytopenic, Idiopathic",7.73558
MESH:D015470,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D015473,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D009396,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D006528,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D018288,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D009101,"Purpura, Thrombocytopenic, Idiopathic",15.4712
MESH:D008258,"Purpura, Thrombocytopenic, Idiopathic",5.80168
MESH:D001943,"Purpura, Thrombocytopenic, Idiopathic",11.6034
MESH:D046152,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D015179,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D013274,"Purpura, Thrombocytopenic, Idiopathic",13.5373
MESH:D010190,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D010051,"Purpura, Thrombocytopenic, Idiopathic",5.80168
MESH:D008175,"Purpura, Thrombocytopenic, Idiopathic",19.3389
MESH:D001749,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D006502,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D054990,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D001260,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D002538,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D018860,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D004916,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D000741,"Purpura, Thrombocytopenic, Idiopathic",42.5457
MESH:D014923,"Purpura, Thrombocytopenic, Idiopathic",5.80168
MESH:D013922,"Purpura, Thrombocytopenic, Idiopathic",7.73558
MESH:D000361,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D009190,"Purpura, Thrombocytopenic, Idiopathic",40.6118
MESH:D011087,"Purpura, Thrombocytopenic, Idiopathic",5.80168
MESH:D055728,"Purpura, Thrombocytopenic, Idiopathic",3.86779
MESH:D017681,"Purpura, Thrombocytopenic, Idiopathic",1.93389
MESH:D019851,"Purpura, Thrombocytopenic, Idiopathic",5.80168
MESH:D008180,"Purpura, Thrombocytopenic, Idiopathic",88.9591
MESH:D017074,"Purpura, Thrombocytopenic, Idiopathic",40.6118
MESH:D054198,"Purpura, Thrombotic Thrombocytopenic",8.73615
MESH:D015464,"Purpura, Thrombotic Thrombocytopenic",10.9202
MESH:D015473,"Purpura, Thrombotic Thrombocytopenic",2.18404
MESH:D018288,"Purpura, Thrombotic Thrombocytopenic",2.18404
MESH:D009101,"Purpura, Thrombotic Thrombocytopenic",6.55212
MESH:D008258,"Purpura, Thrombotic Thrombocytopenic",2.18404
MESH:D001943,"Purpura, Thrombotic Thrombocytopenic",15.2883
MESH:D013274,"Purpura, Thrombotic Thrombocytopenic",41.4967
MESH:D010190,"Purpura, Thrombotic Thrombocytopenic",10.9202
MESH:D010051,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D008175,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D011471,"Purpura, Thrombotic Thrombocytopenic",10.9202
MESH:D006502,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D004916,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D000741,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D013922,"Purpura, Thrombotic Thrombocytopenic",4.36808
MESH:D009190,"Purpura, Thrombotic Thrombocytopenic",6.55212
MESH:D055728,"Purpura, Thrombotic Thrombocytopenic",2.18404
MESH:D017681,"Purpura, Thrombotic Thrombocytopenic",2.18404
MESH:D019851,"Purpura, Thrombotic Thrombocytopenic",10.9202
MESH:D008180,"Purpura, Thrombotic Thrombocytopenic",257.717
MESH:D055728,Waterhouse-Friderichsen Syndrome,3.68391
MESH:D008180,Waterhouse-Friderichsen Syndrome,3.68391
MESH:D005910,Striae Distensae,6.40144
MESH:D015470,Dysuria,3.83649
MESH:D001943,Dysuria,3.83649
MESH:D046152,Dysuria,3.83649
MESH:D010190,Dysuria,3.83649
MESH:D008175,Dysuria,3.83649
MESH:D011471,Dysuria,15.346
MESH:D001749,Dysuria,3.83649
MESH:D054198,Hypercalciuria,3.70296
MESH:D015179,Hypercalciuria,3.70296
MESH:D011471,Nocturia,4.17297
MESH:D012516,Oliguria,2.61401
MESH:D009101,Oliguria,15.6841
MESH:D010190,Oliguria,2.61401
MESH:D010051,Oliguria,5.22802
MESH:D001749,Oliguria,2.61401
MESH:D006502,Oliguria,2.61401
MESH:D008180,Oliguria,2.61401
MESH:D054198,Polyuria,4.7218
MESH:D015470,Polyuria,2.3609
MESH:D009396,Polyuria,7.0827
MESH:D005910,Polyuria,4.7218
MESH:D018288,Polyuria,2.3609
MESH:D009456,Polyuria,2.3609
MESH:D001943,Polyuria,14.1654
MESH:D013274,Polyuria,2.3609
MESH:D010190,Polyuria,2.3609
MESH:D008175,Polyuria,11.8045
MESH:D011471,Polyuria,4.7218
MESH:D001749,Polyuria,9.44361
MESH:D054990,Polyuria,2.3609
MESH:D009190,Polyuria,2.3609
MESH:D008180,Polyuria,2.3609
MESH:D011471,Prostatism,79.1941
MESH:D001749,Prostatism,4.65847
MESH:D054198,Proteinuria,3.74693
MESH:D015464,Proteinuria,6.24489
MESH:D015470,Proteinuria,13.7388
MESH:D015473,Proteinuria,1.24898
MESH:D009396,Proteinuria,6.24489
MESH:D012516,Proteinuria,1.24898
MESH:D006528,Proteinuria,2.49796
MESH:D018288,Proteinuria,2.49796
MESH:D009456,Proteinuria,1.24898
MESH:D009101,Proteinuria,263.534
MESH:D008258,Proteinuria,24.9796
MESH:D001943,Proteinuria,9.99182
MESH:D015179,Proteinuria,9.99182
MESH:D013274,Proteinuria,7.49387
MESH:D010190,Proteinuria,4.99591
MESH:D010051,Proteinuria,2.49796
MESH:D008175,Proteinuria,19.9836
MESH:D011471,Proteinuria,8.74284
MESH:D001749,Proteinuria,28.7265
MESH:D006502,Proteinuria,1.24898
MESH:D054990,Proteinuria,2.49796
MESH:D018860,Proteinuria,1.24898
MESH:D000741,Proteinuria,4.99591
MESH:D005199,Proteinuria,1.24898
MESH:D013922,Proteinuria,3.74693
MESH:D000361,Proteinuria,12.4898
MESH:D011087,Proteinuria,4.99591
MESH:D055728,Proteinuria,6.24489
MESH:D017681,Proteinuria,2.49796
MESH:D019851,Proteinuria,3.74693
MESH:D010505,Proteinuria,29.9755
MESH:D008180,Proteinuria,385.934
MESH:D017074,Proteinuria,1.24898
MESH:D054198,Albuminuria,2.06509
MESH:D009396,Albuminuria,8.26035
MESH:D012516,Albuminuria,2.06509
MESH:D006528,Albuminuria,2.06509
MESH:D009101,Albuminuria,64.0177
MESH:D008258,Albuminuria,10.3254
MESH:D001943,Albuminuria,4.13017
MESH:D015179,Albuminuria,4.13017
MESH:D013274,Albuminuria,4.13017
MESH:D010190,Albuminuria,2.06509
